Frontier,SolutionIndex,Fire Hazard Increase,Northern Spotted Owl Habitat (ha),Peak Sediment Delivery (t)
Ensemble_rcp85,153,15163.648161350695,2474.47726589324,0.16935710148937
Ensemble_rcp85,154,15100.679143678311,2442.7677403247217,0.12913335790607
Ensemble_rcp85,155,15077.251720490414,2479.307195043405,0.17409035040300003
Ensemble_rcp85,156,15095.047540624342,2481.0117233014253,0.17409035040300003
Ensemble_rcp85,157,14993.721596277665,2465.8171203268203,0.17409035040299997
Ensemble_rcp85,158,15409.427259784969,2466.9346397267723,4.973966874299981e-05
Ensemble_rcp85,159,15025.816110047743,2475.1238667493612,0.17409035040299997
Ensemble_rcp85,160,15027.157967788664,2476.181794151261,0.17942365067615
Ensemble_rcp85,161,15036.41396462509,2481.0117233024257,0.18038085985404
Ensemble_rcp85,162,14974.755241609708,2468.845606657851,0.17942365067614996
Ensemble_rcp85,163,14975.531791101845,2470.0174449080205,0.17942365067614996
Ensemble_rcp85,164,14969.34298185379,2471.343039808971,0.18038085985403998
Ensemble_rcp85,165,14974.694625435091,2472.6080441334907,0.18038085985403998
Ensemble_rcp85,166,14918.619311398112,2430.265863435122,0.18038085985403995
Ensemble_rcp85,167,14919.081294463682,2440.033196914863,0.18038085985404
Ensemble_rcp85,168,14974.946915445571,2473.641046955582,0.18038085985403998
Ensemble_rcp85,169,14918.631113316516,2446.841159343972,0.18571416012719
Ensemble_rcp85,170,14916.656605552622,2462.2887198381713,0.18710517200916998
Ensemble_rcp85,171,14975.533886688798,2475.312636142995,0.18710517200917004
Ensemble_rcp85,172,14979.45907081625,2477.437973283656,0.18710517200916998
Ensemble_rcp85,173,15495.132646224632,2479.909523309423,0.00012936557126999593
Ensemble_rcp85,174,14986.343110027834,2478.4718247936503,0.18710517200917
Ensemble_rcp85,175,14983.164855949864,2479.6861284004763,0.21682586027733997
Ensemble_rcp85,176,14915.215876886787,2463.3949786779417,0.22215916055048995
Ensemble_rcp85,177,15407.664516470993,2473.1516709922903,0.00020173720034299958
Ensemble_rcp85,178,14923.105038135096,2472.6080441334902,0.21682586027733997
Ensemble_rcp85,179,14976.700294726643,2481.0117233014257,0.22215916055049004
Ensemble_rcp85,180,14863.852283645509,2442.7677403247217,0.22215916055048995
Ensemble_rcp85,181,14917.048178146151,2473.641046955581,0.22215916055049234
Ensemble_rcp85,182,14864.32332988914,2444.093335225671,0.22215916055048995
Ensemble_rcp85,183,14924.86667477063,2475.123866749361,0.22215916055048995
Ensemble_rcp85,184,14925.04197777826,2476.172968959136,0.24369655748937
Ensemble_rcp85,185,15595.093409573708,2481.0117233014257,5.91345086929998e-05
Ensemble_rcp85,186,14861.503824085032,2445.5761550194516,0.22732891559246998
Ensemble_rcp85,187,14920.658844669593,2477.4379732836546,0.26144462800916995
Ensemble_rcp85,188,15436.39612616268,2479.1184256497722,0.00020173720034299958
Ensemble_rcp85,189,14866.776925937644,2465.457284308491,0.26144462800917
Ensemble_rcp85,190,14858.2600301887,2466.6590045140606,0.36814482600917
Ensemble_rcp85,191,14866.552891756115,2468.394984350431,0.31017301190607
Ensemble_rcp85,192,14865.522457135678,2470.017444908021,0.35039675548937
Ensemble_rcp85,193,14926.460515708257,2478.4718247936507,0.31017301190606994
Ensemble_rcp85,194,14865.346499915244,2472.117819482296,0.36814482600917
Ensemble_rcp85,195,14808.201624909354,2405.5169930660613,0.38451246790607
Ensemble_rcp85,196,14808.220442390531,2408.251536475921,0.40836856959247
Ensemble_rcp85,197,15519.584421992133,2481.0117233014257,0.00012936557126999593
Ensemble_rcp85,198,15461.896121066864,2481.011723301426,0.00020173720034299958
Ensemble_rcp85,199,13793.8222084929,0.0,83.0
Ensemble_rcp85,200,13793.974305073152,2371.4620381650416,82.78300589188336
Ensemble_rcp85,201,13794.106666620455,2407.6878136790415,82.78300589188336
Ensemble_rcp85,202,13818.731691779178,2429.702140638242,73.52002725007335
Ensemble_rcp85,203,13810.568308996377,2443.5296124287925,82.78300589088337
Ensemble_rcp85,204,13811.919740101795,2431.027735539192,81.99142168541536
Ensemble_rcp85,205,15301.14018592929,2479.307195043406,0.00527707352107
Ensemble_rcp85,206,13818.337506914495,2442.204017527842,81.99142168541536
Ensemble_rcp85,207,13820.560061288992,2431.0277355391913,73.52002725007335
Ensemble_rcp85,208,13822.049615533857,2443.5296124287925,81.99142168541536
Ensemble_rcp85,209,13826.212841250095,2432.650196096782,73.52002725007335
Ensemble_rcp85,210,13827.095967991741,2440.641312368152,73.52002725007338
Ensemble_rcp85,211,13827.137735415625,2442.204017527842,73.52002725007335
Ensemble_rcp85,212,13831.692141089881,2443.8264780854324,73.52002725007335
Ensemble_rcp85,213,13916.955895841033,2404.9532702691813,57.716158246523364
Ensemble_rcp85,214,13917.068777854476,2406.1251085193517,57.716158246523364
Ensemble_rcp85,215,13925.704143882504,2431.5914583360714,57.716158246523364
Ensemble_rcp85,216,13928.44717319997,2438.6341038682262,57.716158246523364
Ensemble_rcp85,217,13928.862755960652,2439.805942118396,57.716158246523364
Ensemble_rcp85,218,13920.166545277494,2404.9532702691818,56.85018175391336
Ensemble_rcp85,219,13920.37130698449,2406.1251085193517,57.04855881218137
Ensemble_rcp85,220,13920.695122720423,2407.6878136790415,57.04855881218137
Ensemble_rcp85,221,13928.967395263742,2441.368647278086,57.716158246523364
Ensemble_rcp85,222,13929.677776788301,2442.767740324721,57.716158246523364
Ensemble_rcp85,223,13923.587554429665,2472.1178194822965,64.74212534855337
Ensemble_rcp85,224,13917.930918906342,2407.6878136790415,57.716158246523364
Ensemble_rcp85,225,13927.696892423326,2470.8528151577766,60.97462217108037
Ensemble_rcp85,226,13928.399099084376,2470.8528151577766,60.13171182755137
Ensemble_rcp85,227,13926.025583213343,2479.6861284004767,82.64902045219137
Ensemble_rcp85,228,13931.155371506024,2442.204017527841,56.85018175391336
Ensemble_rcp85,229,13921.541537408912,2426.132226978626,57.716158246523364
Ensemble_rcp85,230,13921.65441942235,2427.304065228796,57.716158246523364
Ensemble_rcp85,231,13922.587962675401,2428.8667703884857,57.716158246523364
Ensemble_rcp85,232,13900.797070171502,2478.4718247936503,82.64902045219137
Ensemble_rcp85,233,13913.249712703793,2478.471824793651,81.85743624572336
Ensemble_rcp85,234,13920.963769567808,2478.4718247936507,73.38604181038136
Ensemble_rcp85,235,13923.008308891702,2430.2658634351214,57.716158246523364
Ensemble_rcp85,236,13931.620176277793,2481.0117233014257,82.64902045219137
Ensemble_rcp85,237,13939.75376827394,2426.9675972283812,56.25697460571337
Ensemble_rcp85,238,13996.266988289179,2451.357709045431,54.10226567492536
Ensemble_rcp85,239,13996.430471603291,2452.920414205121,54.10226567492536
Ensemble_rcp85,240,13996.578636207458,2457.6648587304817,54.10226567492536
Ensemble_rcp85,241,13996.730732789889,2460.3994021403414,54.10226567492536
Ensemble_rcp85,242,13996.338651003309,2467.37982548651,54.75986444170137
Ensemble_rcp85,243,13997.453869181718,2468.3949843504306,55.14533940656037
Ensemble_rcp85,244,13998.710260296428,2461.7249970412913,54.10226567492536
Ensemble_rcp85,245,14004.419434111269,2446.3348200910514,53.44154346997337
Ensemble_rcp85,246,14004.52407341436,2447.897525250741,53.44154346997337
Ensemble_rcp85,247,14001.72986334526,2463.2078168350713,54.10226567492536
Ensemble_rcp85,248,13957.61536378386,2446.3348200910514,56.25697460571337
Ensemble_rcp85,249,14006.440729041675,2449.223120151691,53.44154346997341
Ensemble_rcp85,250,13992.169067089515,2478.4718247936503,59.34012762108337
Ensemble_rcp85,251,14002.565095271455,2480.1763530516705,60.13171182755137
Ensemble_rcp85,252,14006.792616249992,2464.830277392661,54.1022656749253
Ensemble_rcp85,253,13998.482794860944,2472.6080441334902,56.31008707261236
Ensemble_rcp85,254,14005.055856410378,2470.2322971548506,54.893849881393365
Ensemble_rcp85,255,14007.608759251356,2475.55245095621,56.85018175391336
Ensemble_rcp85,256,14009.202336078606,2466.3296734088203,54.10226567492536
Ensemble_rcp85,257,14009.707676531327,2467.3448322727404,54.10226567492536
Ensemble_rcp85,258,13958.783455043269,2447.897525250741,56.05859754744536
Ensemble_rcp85,259,14012.50333111241,2451.9052553412,53.44154346997337
Ensemble_rcp85,260,14012.661101466278,2458.8366969806525,53.44154346997337
Ensemble_rcp85,261,13997.905421978312,2477.4379732836555,58.56085491989037
Ensemble_rcp85,262,14008.12627399683,2471.2824492325403,55.14533940656037
Ensemble_rcp85,263,14012.893438360888,2460.3994021403423,53.44154346997337
Ensemble_rcp85,264,14022.90020991529,2428.139435478552,28.45456117197337
Ensemble_rcp85,265,14023.0274744792,2429.702140638242,28.45456117197337
Ensemble_rcp85,266,14029.740229367138,2431.027735539192,28.45456117197337
Ensemble_rcp85,267,14005.465852298104,2473.6410469555813,56.31008707261236
Ensemble_rcp85,268,13949.643267419253,2404.9532702691818,55.279324846252365
Ensemble_rcp85,269,14011.257334137836,2472.6080441334902,55.77637211006207
Ensemble_rcp85,270,14007.218756532766,2478.4718247936503,58.56085491989037
Ensemble_rcp85,271,14010.373342674295,2476.6026030339003,57.582172806831366
Ensemble_rcp85,272,14012.39844072118,2468.39498435043,54.166657293501366
Ensemble_rcp85,273,14014.163072199444,2479.686128400476,59.34012762108337
Ensemble_rcp85,274,14015.844543877929,2445.1520729863823,37.717539813783375
Ensemble_rcp85,275,14011.682662156365,2476.6026030339003,56.716196314221364
Ensemble_rcp85,276,14013.454057087296,2472.3932623055553,54.893849881393365
Ensemble_rcp85,277,14020.559265873528,2481.0117233014257,59.34012762108337
Ensemble_rcp85,278,14019.596690810016,2473.4434143832455,54.75986444170137
Ensemble_rcp85,279,13949.684084798353,2406.1251085193517,55.092226939661366
Ensemble_rcp85,280,14019.699777193411,2446.277436547091,37.717539813783375
Ensemble_rcp85,281,14023.857009281532,2441.838102162569,36.92595560731537
Ensemble_rcp85,282,14025.074616631793,2443.529612428791,36.92595560731537
Ensemble_rcp85,283,14030.505104333919,2440.6413123681514,28.45456117197337
Ensemble_rcp85,284,14030.609743637018,2442.204017527842,28.45456117197337
Ensemble_rcp85,285,14017.10422571624,2469.4452068470155,54.10226567492536
Ensemble_rcp85,286,14018.525584382895,2477.6356058559913,56.85018175391336
Ensemble_rcp85,287,14026.1235471979,2471.0676674046053,54.10226567492536
Ensemble_rcp85,288,13949.99653214166,2407.687813679041,55.477701904520366
Ensemble_rcp85,289,14021.24745306105,2461.724997041292,53.44154346997337
Ensemble_rcp85,290,14033.59354430808,2443.5296124287925,28.45456117197337
Ensemble_rcp85,291,14022.031841078458,2474.8473740581853,55.92461210775336
Ensemble_rcp85,292,14025.012653462212,2465.42229109472,53.44154346997337
Ensemble_rcp85,293,14030.858084763207,2460.3994021403423,37.717539813783375
Ensemble_rcp85,294,13952.391545966433,2407.6878136790415,54.893849881393365
Ensemble_rcp85,295,14029.80215149965,2468.180202522496,53.44154346997337
Ensemble_rcp85,296,14029.827688576443,2479.6861284004763,58.679405416131374
Ensemble_rcp85,297,14038.919196235353,2445.576155019451,28.45456117197337
Ensemble_rcp85,298,14042.399919432608,2446.6348927801623,31.18243673102337
Ensemble_rcp85,299,14042.68516945981,2446.6348927801623,28.45456117197337
Ensemble_rcp85,300,14025.791144706114,2472.117819482296,54.166657293501366
Ensemble_rcp85,301,14019.19175095505,2479.1184256497713,58.02713995734007
Ensemble_rcp85,302,14025.84293618885,2479.1184256497713,57.383795748563365
Ensemble_rcp85,303,14032.390912030116,2473.4434143832455,54.166657293501366
Ensemble_rcp85,304,14024.692552126904,2476.1123783827056,56.12298916602137
Ensemble_rcp85,305,13952.267597494643,2409.0134085799914,55.092226939661366
Ensemble_rcp85,306,14025.883719985575,2474.47726589324,55.14533940656037
Ensemble_rcp85,307,14033.216003735382,2469.8026630800855,53.44154346997337
Ensemble_rcp85,308,14036.99081177947,2447.897525250741,36.92595560731537
Ensemble_rcp85,309,14042.131531387398,2429.7021406382414,27.861354023773377
Ensemble_rcp85,310,14027.772159166716,2479.1184256497713,56.716196314221364
Ensemble_rcp85,311,14030.859910375262,2477.4379732836555,56.12298916602137
Ensemble_rcp85,312,14034.303230314916,2480.1763530516705,58.17537995503137
Ensemble_rcp85,313,14044.155330619707,2431.027735539192,27.662976965505372
Ensemble_rcp85,314,14037.826056745636,2449.223120151692,36.92595560731537
Ensemble_rcp85,315,13953.64646499611,2428.1394354785516,55.092226939661366
Ensemble_rcp85,316,14043.292585025398,2447.897525250742,28.45456117197337
Ensemble_rcp85,317,14043.850533301864,2451.35770904543,36.92595560731537
Ensemble_rcp85,318,14043.886319026127,2452.9204142051203,36.92595560731537
Ensemble_rcp85,319,14037.717393292183,2470.8528151577757,53.30755803028137
Ensemble_rcp85,320,14038.203240305436,2476.1123783827056,55.602774785230366
Ensemble_rcp85,321,14041.999510727273,2475.55245095621,55.092226939661366
Ensemble_rcp85,322,14040.911777295025,2465.4222910947205,52.69018300708866
Ensemble_rcp85,323,14036.807873498563,2463.2078168350713,37.717539813783375
Ensemble_rcp85,324,14042.822709848291,2465.4222910947205,37.717539813783375
Ensemble_rcp85,325,13953.95891233942,2429.7021406382414,55.477701904520366
Ensemble_rcp85,326,14044.183311679963,2467.3448322727404,37.717539813783375
Ensemble_rcp85,327,14050.441714251441,2426.9675972283817,26.623349347082367
Ensemble_rcp85,328,14050.486906973878,2428.1394354785516,26.623349347082367
Ensemble_rcp85,329,14049.278122791118,2472.1178194822955,53.603305227645166
Ensemble_rcp85,330,14050.726964278643,2426.9675972283817,23.89547378803237
Ensemble_rcp85,331,14050.745350274876,2429.702140638242,26.623349347082367
Ensemble_rcp85,332,14051.82351532682,2426.9675972283817,23.05256344450337
Ensemble_rcp85,333,14051.936397340269,2428.139435478552,23.05256344450337
Ensemble_rcp85,334,13939.835971789182,2428.139435478551,56.25697460571337
Ensemble_rcp85,335,13954.531159175973,2429.7021406382414,54.89384988139332
Ensemble_rcp85,336,14045.772783764261,2449.223120151692,28.45456117197337
Ensemble_rcp85,337,14047.886047358892,2442.204017527841,27.662976965505372
Ensemble_rcp85,338,14051.32760635591,2429.7021406382414,24.28094875289137
Ensemble_rcp85,339,14052.168640267473,2429.7021406382414,23.05256344450337
Ensemble_rcp85,340,14050.346161478948,2443.5296124287925,27.662976965505372
Ensemble_rcp85,341,14049.92257944311,2450.845580709282,31.18243673102337
Ensemble_rcp85,342,14050.093743831201,2450.705939945472,28.45456117197337
Ensemble_rcp85,343,14045.483557375752,2460.9631249372214,36.92595560731537
Ensemble_rcp85,344,13955.938439845968,2431.027735539192,55.477701904520366
Ensemble_rcp85,345,14047.06265366012,2462.2887198381723,36.92595560731537
Ensemble_rcp85,346,14055.05659541421,2431.027735539192,23.89547378803237
Ensemble_rcp85,347,14054.148167774014,2431.0277355391913,23.05256344450337
Ensemble_rcp85,348,14053.407660524013,2460.3994021403414,28.45456117197337
Ensemble_rcp85,349,14056.485979469851,2445.012432223571,27.662976965505372
Ensemble_rcp85,350,14058.543877785469,2440.6413123681514,25.78043900355337
Ensemble_rcp85,351,14050.40752199264,2480.1763530516705,57.383795748563365
Ensemble_rcp85,352,14045.383788493107,2476.6026030339003,54.75986444170137
Ensemble_rcp85,353,14058.829127812676,2440.6413123681523,23.05256344450337
Ensemble_rcp85,354,13959.920275532988,2449.223120151691,56.25697460571354
Ensemble_rcp85,355,14058.679802950468,2442.204017527842,23.89547378803237
Ensemble_rcp85,356,14059.087571113667,2442.204017527842,23.05256344450337
Ensemble_rcp85,357,14059.897699128747,2428.139435478552,21.643516318410366
Ensemble_rcp85,358,14065.180590378795,2428.139435478552,20.80060597488132
Ensemble_rcp85,359,14065.19375084055,2429.702140638242,20.800605974881368
Ensemble_rcp85,360,14061.904326130923,2464.830277392661,36.867983793212275
Ensemble_rcp85,361,14054.57335180011,2461.724997041292,28.45456117197337
Ensemble_rcp85,362,14058.229198701503,2446.841159343971,27.662976965505372
Ensemble_rcp85,363,14062.168181789903,2444.093335225671,23.05256344450337
Ensemble_rcp85,364,13964.284994838252,2450.705939945471,56.25697460571337
