Stand,HillID,Hill Area (ha) within stand,PortionOfTotalHillArea,Sediment contribution from Hill segment (tonne/yr),CumulativeStandSedimentDelivery (tonnes),TotalStandSedimentDelivery
1,254,1.353835446,0.097398234,0.000,0,18.40197381
1,357,2.489182971,0.270563366,2.976,2.97619703,18.40197381
1,255,3.034350157,0.224766678,0.000,2.97619703,18.40197381
1,245,2.727298903,0.340912363,1.670,4.646667608,18.40197381
1,243,6.86213819,0.672758646,0.000,4.646667608,18.40197381
1,247,0.6622541,0.057587313,0.000,4.646667608,18.40197381
1,242,2.735160217,0.329537376,0.428,5.075066196,18.40197381
1,244,1.48117203,0.105047662,6.334,11.4094402,18.40197381
1,234,0.758879617,0.067757109,6.993,18.40197381,18.40197381
2,317,3.216557984,0.114468256,66.930,66.92958909,1226.637458
2,315,3.549777411,0.438244125,94.179,161.1082515,1226.637458
2,3,0.71687695,0.043185358,7.186,168.2942951,1226.637458
2,313,3.526023784,0.163241842,72.969,241.2633985,1226.637458
2,135,19.02765039,0.495511729,167.780,409.0436699,1226.637458
2,280,13.62150519,0.661238116,54.883,463.9264335,1226.637458
2,284,0.155485839,0.014531387,0.078,464.004903,1226.637458
2,281,4.476133369,0.771747133,0.695,464.6994754,1226.637458
2,17,4.487376703,0.207748921,116.568,581.2673952,1226.637458
2,136,0.270130159,0.006891075,6.178,587.4452444,1226.637458
2,137,6.466376244,0.229304122,0.000,587.4452444,1226.637458
2,136,23.72237548,0.60516264,542.528,1129.973551,1226.637458
2,134,4.238804384,0.225468318,96.478,1226.451444,1226.637458
2,138,0.070209589,0.002797195,0.186,1226.637458,1226.637458
20,341,0.859171081,0.064117245,0.000,0,312.1058596
20,264,1.282289905,0.12822899,2.244,2.244007334,312.1058596
20,265,4.113822962,0.472853214,0.426,2.669575226,312.1058596
20,269,0.020198366,0.010099183,0.000,2.669575226,312.1058596
20,344,0.079193304,0.158386609,0.000,2.669575226,312.1058596
20,342,3.101991317,0.469998684,0.000,2.669575226,312.1058596
20,343,3.827725129,0.539116215,0.000,2.669575226,312.1058596
20,345,0.206775812,0.025527878,0.212,2.881456614,312.1058596
20,258,0.090045417,0.12863631,0.000,2.881456614,312.1058596
20,266,20.12908071,0.972419358,148.975,151.8561023,312.1058596
20,256,7.394498495,0.859825406,0.000,151.8561023,312.1058596
20,257,6.659572828,0.951367547,0.000,151.8561023,312.1058596
20,263,4.714017175,0.567953876,0.000,151.8561023,312.1058596
20,259,2.51613239,0.314516549,11.071,162.9270848,312.1058596
20,258,0.288708521,0.412440744,0.000,162.9270848,312.1058596
20,248,0.090045182,0.017655918,0.007,162.9341472,312.1058596
20,250,0.49063767,0.446034246,0.000,162.9341472,312.1058596
20,356,6.09565752,0.331285735,0.000,162.9341472,312.1058596
20,355,2.152696815,0.321298032,0.000,162.9341472,312.1058596
20,253,2.490471332,0.132471879,3.802,166.7360901,312.1058596
20,262,0.022810057,0.000792016,0.005,166.7410006,312.1058596
20,205,8.020909282,0.72260444,47.692,214.4328936,312.1058596
20,248,5.042533016,0.988731964,0.395,214.8283864,312.1058596
20,252,0.540272049,1.080544098,0.000,214.8283864,312.1058596
20,251,7.887691041,0.896328527,65.432,280.2603689,312.1058596
20,249,5.76289969,0.993603395,0.000,280.2603689,312.1058596
20,215,0.090045167,0.900451674,0.000,280.2603689,312.1058596
20,254,6.610465841,0.475573082,0.000,280.2603689,312.1058596
20,357,4.504694521,0.489640709,5.386,285.6464167,312.1058596
20,246,4.502272684,1.000505041,0.000,285.6464167,312.1058596
20,254,0.090045981,0.006478128,0.000,285.6464167,312.1058596
20,255,8.955440598,0.66336597,0.000,285.6464167,312.1058596
20,216,6.09917839,0.896937999,18.746,304.3924209,312.1058596
20,245,5.279689306,0.659961163,3.234,307.6262306,312.1058596
20,207,0.359669352,0.399632614,0.000,307.6262306,312.1058596
20,226,0.149297537,0.497658456,0.000,307.6262306,312.1058596
20,209,0.090045109,0.045022554,0.000,307.6262306,312.1058596
20,243,0.738488193,0.072400803,0.000,307.6262306,312.1058596
20,247,9.003384195,0.782902973,0.000,307.6262306,312.1058596
20,208,0.127827799,0.142030888,0.000,307.6262306,312.1058596
20,228,0.015144869,0.021635528,0.000,307.6262306,312.1058596
20,242,0.118478558,0.014274525,0.019,307.6447875,312.1058596
20,206,0.593863857,0.059986248,1.074,308.7185413,312.1058596
20,209,0.039965489,0.019982744,0.000,308.7185413,312.1058596
20,217,0.60257769,0.078256843,3.381,312.0992369,312.1058596
20,210,0.007603855,0.001226428,0.007,312.1058596,312.1058596
21,190,2.37415E-06,2.8953E-07,0.000,7.52779E-07,73.08829563
21,179,3.149489024,0.388825805,7.854,7.854282022,73.08829563
21,94,0.240352349,0.024778593,0.000,7.854282022,73.08829563
21,97,5.977325309,0.703214742,0.000,7.854282022,73.08829563
21,180,0.123051634,0.094655103,0.000,7.854282022,73.08829563
21,96,0.301980329,0.167766849,0.000,7.854282022,73.08829563
21,171,12.81131863,0.767144828,6.214,14.06815513,73.08829563
21,181,2.574942541,0.451744305,0.000,14.06815513,73.08829563
21,176,2.497337464,0.356762495,0.000,14.06815513,73.08829563
21,166,0.490114737,0.11954018,0.000,14.06815513,73.08829563
21,166,0.090044991,0.021962193,0.000,14.06815513,73.08829563
21,165,0.264359515,0.101676737,0.000,14.06815513,73.08829563
21,167,1.658577971,0.975634101,0.000,14.06815513,73.08829563
21,170,5.085090077,0.598245891,44.928,58.99642157,73.08829563
21,169,9.546674044,0.909207052,0.000,58.99642157,73.08829563
21,168,4.320472523,0.815183495,0.000,58.99642157,73.08829563
21,168,0.090045109,0.016989643,0.000,58.99642157,73.08829563
