Stand,HillID,Hill Area (ha) within stand,PortionOfTotalHillArea,Sediment contribution from Hill segment (tonne/yr),CumulativeStandSedimentDelivery (tonnes),TotalStandSedimentDelivery
1,254,1.353835446,0.097398234,0.000,0,14.38765212
1,357,2.489182971,0.270563366,4.600,4.599577228,14.38765212
1,255,3.034350157,0.224766678,0.000,4.599577228,14.38765212
1,245,2.727298903,0.340912363,0.716,5.31549319,14.38765212
1,243,6.86213819,0.672758646,0.000,5.31549319,14.38765212
1,247,0.6622541,0.057587313,0.006,5.321251921,14.38765212
1,242,2.735160217,0.329537376,0.527,5.848511722,14.38765212
1,244,1.48117203,0.105047662,4.643,10.49161837,14.38765212
1,234,0.758879617,0.067757109,3.896,14.38765212,14.38765212
2,317,3.216557984,0.114468256,102.094,102.0942372,1228.232727
2,315,3.549777411,0.438244125,127.178,229.2726822,1228.232727
2,3,0.71687695,0.043185358,4.137,233.4098396,1228.232727
2,313,3.526023784,0.163241842,78.862,312.2719734,1228.232727
2,135,19.02765039,0.495511729,111.292,423.5639077,1228.232727
2,280,13.62150519,0.661238116,33.723,457.2870516,1228.232727
2,284,0.155485839,0.014531387,0.103,457.3902245,1228.232727
2,281,4.476133369,0.771747133,2.778,460.1685141,1228.232727
2,17,4.487376703,0.207748921,104.290,564.4584727,1228.232727
2,136,0.270130159,0.006891075,6.234,570.6921396,1228.232727
2,137,6.466376244,0.229304122,0.711,571.4029824,1228.232727
2,136,23.72237548,0.60516264,547.430,1118.833106,1228.232727
2,134,4.238804384,0.225468318,109.194,1228.027413,1228.232727
2,138,0.070209589,0.002797195,0.205,1228.232727,1228.232727
20,341,0.859171081,0.064117245,0.000,0,255.3301857
20,264,1.282289905,0.12822899,1.411,1.410518895,255.3301857
20,265,4.113822962,0.472853214,0.567,1.977942752,255.3301857
20,269,0.020198366,0.010099183,0.000,1.977942752,255.3301857
20,344,0.079193304,0.158386609,0.000,1.977942752,255.3301857
20,342,3.101991317,0.469998684,0.000,1.977942752,255.3301857
20,343,3.827725129,0.539116215,0.270,2.24750086,255.3301857
20,345,0.206775812,0.025527878,0.130,2.377693038,255.3301857
20,258,0.090045417,0.12863631,0.000,2.377693038,255.3301857
20,266,20.12908071,0.972419358,155.976,158.3537581,255.3301857
20,256,7.394498495,0.859825406,0.000,158.3537581,255.3301857
20,257,6.659572828,0.951367547,0.000,158.3537581,255.3301857
20,263,4.714017175,0.567953876,1.647,160.0008243,255.3301857
20,259,2.51613239,0.314516549,10.410,170.4113221,255.3301857
20,258,0.288708521,0.412440744,0.000,170.4113221,255.3301857
20,248,0.090045182,0.017655918,0.011,170.4219156,255.3301857
20,250,0.49063767,0.446034246,0.000,170.4219156,255.3301857
