Stand,HillID,Hill Area (ha) within stand,PortionOfTotalHillArea,Sediment contribution from Hill segment (tonne/yr),CumulativeStandSedimentDelivery (tonnes),TotalStandSedimentDelivery
1,254,1.353835446,0.097398234,0.000,0,19.29276955
1,357,2.489182971,0.270563366,2.597,2.597408317,19.29276955
1,255,3.034350157,0.224766678,0.000,2.597408317,19.29276955
1,245,2.727298903,0.340912363,1.398,3.995149005,19.29276955
1,243,6.86213819,0.672758646,0.000,3.995149005,19.29276955
1,247,0.6622541,0.057587313,0.000,3.995149005,19.29276955
1,242,2.735160217,0.329537376,0.165,4.159917693,19.29276955
1,244,1.48117203,0.105047662,7.280,11.43972065,19.29276955
1,234,0.758879617,0.067757109,7.853,19.29276955,19.29276955
2,317,3.216557984,0.114468256,87.248,87.24770447,1500.095453
2,315,3.549777411,0.438244125,114.338,201.5855966,1500.095453
2,3,0.71687695,0.043185358,8.140,209.7260367,1500.095453
2,313,3.526023784,0.163241842,86.583,296.3095096,1500.095453
2,135,19.02765039,0.495511729,225.953,522.262858,1500.095453
2,280,13.62150519,0.661238116,58.520,580.7824313,1500.095453
2,284,0.155485839,0.014531387,0.068,580.8507288,1500.095453
2,281,4.476133369,0.771747133,0.386,581.2366023,1500.095453
2,17,4.487376703,0.207748921,160.839,742.0758173,1500.095453
2,136,0.270130159,0.006891075,7.267,749.3424564,1500.095453
2,137,6.466376244,0.229304122,0.000,749.3424564,1500.095453
2,136,23.72237548,0.60516264,638.144,1387.48646,1500.095453
2,134,4.238804384,0.225468318,112.419,1499.904964,1500.095453
2,138,0.070209589,0.002797195,0.190,1500.095453,1500.095453
20,341,0.859171081,0.064117245,0.000,0,354.3072663
20,264,1.282289905,0.12822899,1.782,1.782382968,354.3072663
20,265,4.113822962,0.472853214,0.189,1.971524253,354.3072663
20,269,0.020198366,0.010099183,0.000,1.971524253,354.3072663
20,344,0.079193304,0.158386609,0.000,1.971524253,354.3072663
20,342,3.101991317,0.469998684,0.000,1.971524253,354.3072663
20,343,3.827725129,0.539116215,0.000,1.971524253,354.3072663
20,345,0.206775812,0.025527878,0.212,2.183405641,354.3072663
20,258,0.090045417,0.12863631,0.000,2.183405641,354.3072663
20,266,20.12908071,0.972419358,165.311,167.4946965,354.3072663
20,256,7.394498495,0.859825406,0.000,167.4946965,354.3072663
20,257,6.659572828,0.951367547,0.000,167.4946965,354.3072663
20,263,4.714017175,0.567953876,0.057,167.5514919,354.3072663
20,259,2.51613239,0.314516549,14.908,182.4595763,354.3072663
20,258,0.288708521,0.412440744,0.000,182.4595763,354.3072663
20,248,0.090045182,0.017655918,0.004,182.4631075,354.3072663
20,250,0.49063767,0.446034246,0.000,182.4631075,354.3072663
20,356,6.09565752,0.331285735,0.000,182.4631075,354.3072663
20,355,2.152696815,0.321298032,0.000,182.4631075,354.3072663
20,253,2.490471332,0.132471879,4.981,187.4440502,354.3072663
20,262,0.022810057,0.000792016,0.003,187.446743,354.3072663
20,205,8.020909282,0.72260444,62.361,249.8075062,354.3072663
