Stand ID,Mgmt ID,2025,2045
24_149639_MHD,E45,0,2
24_149639_MHD,E85,0,2
24_149639_MHD,NONE,2,3
25_2941_MHD,E45,0,3
25_2941_MHD,E85,0,2
25_2941_MHD,NONE,3,2
25_8994_MHD,E45,0,2
25_8994_MHD,E85,0,2
25_8994_MHD,NONE,2,3
25_9023_MHD,E45,0,3
25_9023_MHD,E85,0,3
25_9023_MHD,NONE,3,2
25_9895_MHD,E45,0,2
25_9895_MHD,E85,0,2
25_9895_MHD,NONE,2,2
25_14234_MHD,E45,1,2
25_14234_MHD,E85,1,2
25_14234_MHD,NONE,3,2
25_14451_MHD,E45,3,2
25_14451_MHD,E85,3,2
25_14451_MHD,NONE,3,3
25_14452_MHD,E45,3,2
25_14452_MHD,E85,0,2
25_14452_MHD,NONE,3,2
25_21148_MHD,E45,0,2
25_21148_MHD,E85,0,2
25_21148_MHD,NONE,3,2
25_21177_MHD,E45,0,2
25_21177_MHD,E85,0,2
25_21177_MHD,NONE,3,2
25_21178_MHD,E45,2,2
25_21178_MHD,E85,2,2
25_21178_MHD,NONE,3,3
25_23471_MHD,E45,0,2
25_23471_MHD,E85,0,2
25_23471_MHD,NONE,2,2
25_24218_MHD,E45,2,2
25_24218_MHD,E85,0,2
25_24218_MHD,NONE,3,2
25_24481_MHD,E45,0,2
25_24481_MHD,E85,0,0
25_24481_MHD,NONE,3,2
25_24981_MHD,E45,3,2
25_24981_MHD,E85,2,2
25_24981_MHD,NONE,3,3
25_25088_MHD,E45,0,2
25_25088_MHD,E85,0,2
25_25088_MHD,NONE,2,2
25_25119_MHD,E45,0,2
25_25119_MHD,E85,0,2
25_25119_MHD,NONE,2,2
25_25150_MHD,E45,0,2
25_25150_MHD,E85,0,3
25_25150_MHD,NONE,3,3
25_25253_MHD,E45,0,3
25_25253_MHD,E85,0,2
25_25253_MHD,NONE,3,3
25_26661_MHD,E45,0,2
25_26661_MHD,E85,0,2
25_26661_MHD,NONE,3,3
25_78787_MHD,E45,0,2
25_78787_MHD,E85,0,2
25_78787_MHD,NONE,2,3
25_78788_MHD,E45,0,2
25_78788_MHD,E85,3,2
25_78788_MHD,NONE,2,3
25_78828_MHD,E45,0,2
25_78828_MHD,E85,0,2
25_78828_MHD,NONE,3,3
25_80679_MHD,E45,0,2
25_80679_MHD,E85,0,3
25_80679_MHD,NONE,3,3
25_82721_MHD,E45,0,2
25_82721_MHD,E85,0,2
25_82721_MHD,NONE,2,3
25_83057_MHD,E45,2,2
25_83057_MHD,E85,2,2
25_83057_MHD,NONE,2,3
25_84053_MHD,E45,0,2
25_84053_MHD,E85,0,0
25_84053_MHD,NONE,2,3
25_84088_MHD,E45,2,2
25_84088_MHD,E85,2,2
25_84088_MHD,NONE,2,0
25_84293_MHD,E45,2,2
25_84293_MHD,E85,2,2
25_84293_MHD,NONE,2,3
25_85910_MHD,E45,2,2
25_85910_MHD,E85,2,2
25_85910_MHD,NONE,2,3
25_129921_MHD,E45,0,2
25_129921_MHD,E85,0,2
25_129921_MHD,NONE,2,2
25_133151_MHD,E45,0,2
25_133151_MHD,E85,0,2
25_133151_MHD,NONE,2,2
25_136257_MHD,E45,0,2
25_136257_MHD,E85,0,2
25_136257_MHD,NONE,2,2
25_137213_MHD,E45,0,2
25_137213_MHD,E85,0,2
25_137213_MHD,NONE,2,2
25_137417_MHD,E45,0,2
25_137417_MHD,E85,0,0
25_137417_MHD,NONE,2,2
25_137471_MHD,E45,2,2
25_137471_MHD,E85,2,2
25_137471_MHD,NONE,2,2
25_140722_MHD,E45,0,2
25_140722_MHD,E85,0,2
25_140722_MHD,NONE,2,3
25_140949_MHD,E45,0,3
25_140949_MHD,E85,0,2
25_140949_MHD,NONE,2,3
25_141067_MHD,E45,0,2
25_141067_MHD,E85,0,2
25_141067_MHD,NONE,3,3
25_141226_LPD,E45,3,2
25_141226_LPD,E85,3,2
25_141226_LPD,NONE,3,2
25_145048_MHD,E45,2,3
25_145048_MHD,E85,2,2
25_145048_MHD,NONE,2,2
25_145200_MHD,E45,2,2
25_145200_MHD,E85,0,2
25_145200_MHD,NONE,2,0
25_145381_MHD,E45,0,3
25_145381_MHD,E85,0,3
25_145381_MHD,NONE,3,2
25_145522_MHD,E45,0,3
25_145522_MHD,E85,0,2
25_145522_MHD,NONE,2,2
25_148901_MHD,E45,0,2
25_148901_MHD,E85,0,2
25_148901_MHD,NONE,2,3
25_149512_MHD,E45,2,2
25_149512_MHD,E85,2,2
25_149512_MHD,NONE,2,2
25_150017_MHD,E45,2,2
25_150017_MHD,E85,2,2
25_150017_MHD,NONE,2,2
26_8994_MHD,E45,0,2
26_8994_MHD,E85,0,2
26_8994_MHD,NONE,2,3
26_23651_MHD,E45,0,2
26_23651_MHD,E85,2,2
26_23651_MHD,NONE,2,2
26_24218_MHD,E45,0,3
26_24218_MHD,E85,0,2
26_24218_MHD,NONE,3,2
26_24981_MHD,E45,3,0
26_24981_MHD,E85,0,3
26_24981_MHD,NONE,3,3
26_25088_MHD,E45,0,2
26_25088_MHD,E85,0,2
26_25088_MHD,NONE,2,2
26_25119_MHD,E45,0,2
26_25119_MHD,E85,0,3
26_25119_MHD,NONE,2,2
26_25150_MHD,E45,0,3
26_25150_MHD,E85,0,2
26_25150_MHD,NONE,3,3
26_25253_MHD,E45,3,2
26_25253_MHD,E85,0,3
26_25253_MHD,NONE,3,3
26_78787_MHD,E45,0,3
26_78787_MHD,E85,0,2
26_78787_MHD,NONE,2,3
26_78788_MHD,E45,0,2
26_78788_MHD,E85,0,2
26_78788_MHD,NONE,2,3
26_78828_MHD,E45,0,2
26_78828_MHD,E85,0,2
26_78828_MHD,NONE,3,3
26_83057_MHD,E45,0,2
26_83057_MHD,E85,0,2
26_83057_MHD,NONE,2,3
26_84053_MHD,E45,0,2
26_84053_MHD,E85,0,2
26_84053_MHD,NONE,2,3
26_84088_MHD,E45,2,2
26_84088_MHD,E85,2,2
26_84088_MHD,NONE,2,0
26_94203_MHD,E45,0,2
26_94203_MHD,E85,0,2
26_94203_MHD,NONE,2,2
26_129921_MHD,E45,0,2
26_129921_MHD,E85,0,2
26_129921_MHD,NONE,2,2
26_145522_MHD,E45,0,3
26_145522_MHD,E85,0,2
26_145522_MHD,NONE,2,2
27_8798_MHD,E45,0,2
27_8798_MHD,E85,3,2
27_8798_MHD,NONE,3,3
27_8867_MHD,E45,0,2
27_8867_MHD,E85,0,2
27_8867_MHD,NONE,3,3
27_8994_MHD,E45,0,2
27_8994_MHD,E85,1,2
27_8994_MHD,NONE,2,3
27_14345_MHD,E45,2,2
27_14345_MHD,E85,2,2
27_14345_MHD,NONE,3,2
27_20951_MHD,E45,3,2
27_20951_MHD,E85,3,2
27_20951_MHD,NONE,3,3
27_21148_MHD,E45,0,2
27_21148_MHD,E85,0,0
27_21148_MHD,NONE,3,2
27_21209_MHD,E45,0,2
27_21209_MHD,E85,2,2
27_21209_MHD,NONE,2,3
27_24237_MHD,E45,2,2
27_24237_MHD,E85,0,2
27_24237_MHD,NONE,2,2
27_24481_MHD,E45,2,2
27_24481_MHD,E85,2,2
27_24481_MHD,NONE,3,2
27_24981_MHD,E45,0,3
27_24981_MHD,E85,0,3
27_24981_MHD,NONE,3,3
27_25052_MHD,E45,2,2
27_25052_MHD,E85,2,2
27_25052_MHD,NONE,3,2
27_25150_MHD,E45,0,3
27_25150_MHD,E85,0,0
27_25150_MHD,NONE,3,3
27_25253_MHD,E45,0,3
27_25253_MHD,E85,0,3
27_25253_MHD,NONE,3,3
27_78643_MHD,E45,2,2
27_78643_MHD,E85,2,2
27_78643_MHD,NONE,2,2
27_78787_MHD,E45,0,2
27_78787_MHD,E85,0,2
27_78787_MHD,NONE,2,3
27_78788_MHD,E45,0,2
27_78788_MHD,E85,0,2
27_78788_MHD,NONE,2,3
27_79242_MCW,E45,1,2
27_79242_MCW,E85,1,1
27_79242_MCW,NONE,1,1
27_83057_MHD,E45,0,2
27_83057_MHD,E85,0,2
27_83057_MHD,NONE,2,3
27_84088_LPD,E45,1,1
27_84088_LPD,E85,1,1
27_84088_LPD,NONE,2,2
27_87655_MHD,E45,0,2
27_87655_MHD,E85,2,2
27_87655_MHD,NONE,3,2
27_133151_MHD,E45,0,2
27_133151_MHD,E85,0,2
27_133151_MHD,NONE,2,2
27_136257_MHD,E45,0,2
27_136257_MHD,E85,0,2
27_136257_MHD,NONE,2,2
27_137298_MHD,E45,0,2
27_137298_MHD,E85,0,2
27_137298_MHD,NONE,3,2
27_137363_MHD,E45,2,2
27_137363_MHD,E85,2,2
27_137363_MHD,NONE,2,2
27_145200_MHD,E45,2,2
27_145200_MHD,E85,2,2
27_145200_MHD,NONE,2,0
27_145301_MHD,E45,0,2
27_145301_MHD,E85,0,2
27_145301_MHD,NONE,2,2
27_145381_MHD,E45,0,3
27_145381_MHD,E85,0,3
27_145381_MHD,NONE,3,2
27_145522_MHD,E45,0,2
27_145522_MHD,E85,0,2
27_145522_MHD,NONE,2,2
28_2928_MHD,E45,2,2
28_2928_MHD,E85,2,2
28_2928_MHD,NONE,2,2
28_2932_MHD,E45,2,2
28_2932_MHD,E85,2,2
28_2932_MHD,NONE,2,2
28_8994_MHD,E45,0,2
28_8994_MHD,E85,1,2
28_8994_MHD,NONE,2,3
28_9057_MHD,E45,0,3
28_9057_MHD,E85,0,2
28_9057_MHD,NONE,3,3
28_14345_MHD,E45,0,2
28_14345_MHD,E85,0,0
28_14345_MHD,NONE,3,2
28_14346_MHD,E45,0,3
28_14346_MHD,E85,0,2
28_14346_MHD,NONE,2,2
28_14447_LPD,E45,1,1
28_14447_LPD,E85,1,1
28_14447_LPD,NONE,2,2
28_14600_MHD,E45,3,0
28_14600_MHD,E85,0,3
28_14600_MHD,NONE,3,2
28_21148_MCD,E45,0,2
28_21148_MCD,E85,0,0
28_21148_MCD,NONE,2,3
28_21209_MHD,E45,0,2
28_21209_MHD,E85,0,2
28_21209_MHD,NONE,2,3
28_24218_MCD,E45,1,1
28_24218_MCD,E85,1,1
28_24218_MCD,NONE,2,2
28_24237_MHD,E45,2,2
28_24237_MHD,E85,2,2
28_24237_MHD,NONE,2,2
28_24382_MCD,E45,2,0
28_24382_MCD,E85,0,2
28_24382_MCD,NONE,2,2
28_24440_MCD,E45,2,0
28_24440_MCD,E85,0,2
28_24440_MCD,NONE,2,2
28_24481_MCD,E45,0,0
28_24481_MCD,E85,1,2
28_24481_MCD,NONE,2,2
28_25052_MCD,E45,0,2
28_25052_MCD,E85,0,2
28_25052_MCD,NONE,3,2
28_25088_LPD,E45,1,1
28_25088_LPD,E85,1,1
28_25088_LPD,NONE,2,2
28_25119_MCD,E45,0,2
28_25119_MCD,E85,0,2
28_25119_MCD,NONE,2,2
28_25150_MCD,E45,0,2
28_25150_MCD,E85,0,0
28_25150_MCD,NONE,3,2
28_25253_MHD,E45,3,2
28_25253_MHD,E85,0,3
28_25253_MHD,NONE,3,3
28_78643_MHD,E45,0,2
28_78643_MHD,E85,0,2
28_78643_MHD,NONE,2,2
28_78787_MHD,E45,0,2
28_78787_MHD,E85,0,2
28_78787_MHD,NONE,2,3
28_78788_MHD,E45,0,2
28_78788_MHD,E85,0,2
28_78788_MHD,NONE,2,3
28_81109_MHD,E45,2,2
28_81109_MHD,E85,2,2
28_81109_MHD,NONE,2,3
28_83057_MHD,E45,0,2
28_83057_MHD,E85,0,2
28_83057_MHD,NONE,2,3
28_84053_MHD,E45,0,3
28_84053_MHD,E85,0,2
28_84053_MHD,NONE,2,3
28_84088_MHD,E45,2,2
28_84088_MHD,E85,2,2
28_84088_MHD,NONE,2,0
28_87589_MHD,E45,0,2
28_87589_MHD,E85,0,2
28_87589_MHD,NONE,2,2
28_87655_MCD,E45,1,2
28_87655_MCD,E85,1,1
28_87655_MCD,NONE,2,2
28_94106_MHD,E45,0,2
28_94106_MHD,E85,0,2
28_94106_MHD,NONE,2,2
28_129921_MHD,E45,0,2
28_129921_MHD,E85,0,2
28_129921_MHD,NONE,2,2
28_130578_MCD,E45,0,2
28_130578_MCD,E85,0,2
28_130578_MCD,NONE,2,2
28_133151_MCD,E45,0,2
28_133151_MCD,E85,0,0
28_133151_MCD,NONE,2,2
28_135147_MCD,E45,0,2
28_135147_MCD,E85,0,2
28_135147_MCD,NONE,2,2
28_136257_MCD,E45,0,2
28_136257_MCD,E85,0,2
28_136257_MCD,NONE,2,2
28_136960_MCD,E45,2,2
28_136960_MCD,E85,2,2
28_136960_MCD,NONE,2,2
28_137444_MCD,E45,0,2
28_137444_MCD,E85,0,2
28_137444_MCD,NONE,2,2
28_137506_MCD,E45,2,0
28_137506_MCD,E85,0,2
28_137506_MCD,NONE,2,2
28_140949_MHD,E45,2,0
28_140949_MHD,E85,0,3
28_140949_MHD,NONE,2,3
28_145200_MHD,E45,0,2
28_145200_MHD,E85,2,3
28_145200_MHD,NONE,2,0
28_145522_MHD,E45,0,2
28_145522_MHD,E85,0,2
28_145522_MHD,NONE,2,2
29_2937_MCD,E45,2,2
29_2937_MCD,E85,2,2
29_2937_MCD,NONE,2,2
29_14346_MHD,E45,0,2
29_14346_MHD,E85,0,2
29_14346_MHD,NONE,2,2
29_14525_MHD,E45,2,2
29_14525_MHD,E85,2,2
29_14525_MHD,NONE,0,0
29_14600_MHD,E45,0,3
29_14600_MHD,E85,0,3
29_14600_MHD,NONE,3,2
29_23651_MHD,E45,2,2
29_23651_MHD,E85,2,2
29_23651_MHD,NONE,2,2
29_25088_MHD,E45,0,2
29_25088_MHD,E85,0,2
29_25088_MHD,NONE,2,2
29_25119_MHD,E45,0,3
29_25119_MHD,E85,0,3
29_25119_MHD,NONE,2,2
29_84053_MHD,E45,0,3
29_84053_MHD,E85,0,3
29_84053_MHD,NONE,2,3
29_84088_MHD,E45,2,2
29_84088_MHD,E85,2,2
29_84088_MHD,NONE,2,0
29_84328_MHD,E45,0,2
29_84328_MHD,E85,0,2
29_84328_MHD,NONE,2,0
29_129921_MHD,E45,0,2
29_129921_MHD,E85,0,2
29_129921_MHD,NONE,2,2
29_135147_MHD,E45,2,2
29_135147_MHD,E85,2,2
29_135147_MHD,NONE,2,2
29_137444_MCD,E45,2,2
29_137444_MCD,E85,0,2
29_137444_MCD,NONE,2,2
29_137506_MCD,E45,2,2
29_137506_MCD,E85,0,2
29_137506_MCD,NONE,2,2
29_150017_MHD,E45,2,2
29_150017_MHD,E85,2,2
29_150017_MHD,NONE,2,2
30_2937_MHD,E45,2,2
30_2937_MHD,E85,2,2
30_2937_MHD,NONE,2,2
30_8734_MHD,E45,2,2
30_8734_MHD,E85,0,2
30_8734_MHD,NONE,2,2
30_8994_MHD,E45,0,3
30_8994_MHD,E85,0,3
30_8994_MHD,NONE,2,3
30_9057_MHD,E45,3,0
30_9057_MHD,E85,3,2
30_9057_MHD,NONE,3,3
30_9895_MHD,E45,0,2
30_9895_MHD,E85,0,2
30_9895_MHD,NONE,2,2
30_13302_MHD,E45,0,3
30_13302_MHD,E85,0,3
30_13302_MHD,NONE,2,2
30_14346_MHD,E45,0,2
30_14346_MHD,E85,0,2
30_14346_MHD,NONE,2,2
30_14451_MHD,E45,0,3
30_14451_MHD,E85,0,2
30_14451_MHD,NONE,3,3
30_14600_MHD,E45,0,3
30_14600_MHD,E85,0,3
30_14600_MHD,NONE,3,2
30_20760_MHD,E45,0,2
30_20760_MHD,E85,0,2
30_20760_MHD,NONE,2,3
30_21148_MHD,E45,0,3
30_21148_MHD,E85,0,3
30_21148_MHD,NONE,3,2
30_24440_MHD,E45,0,3
30_24440_MHD,E85,0,2
30_24440_MHD,NONE,2,3
30_24463_MHD,E45,0,3
30_24463_MHD,E85,0,3
30_24463_MHD,NONE,2,3
30_24642_MHD,E45,0,2
30_24642_MHD,E85,0,2
30_24642_MHD,NONE,2,2
30_24981_MHD,E45,3,0
30_24981_MHD,E85,3,2
30_24981_MHD,NONE,3,3
30_25088_MHD,E45,0,2
30_25088_MHD,E85,0,2
30_25088_MHD,NONE,2,2
30_25119_MHD,E45,0,3
30_25119_MHD,E85,0,2
30_25119_MHD,NONE,2,2
30_25150_MHD,E45,3,0
30_25150_MHD,E85,0,3
30_25150_MHD,NONE,3,3
30_25253_MHD,E45,3,0
30_25253_MHD,E85,3,2
30_25253_MHD,NONE,3,3
30_78788_MHD,E45,3,0
30_78788_MHD,E85,0,3
30_78788_MHD,NONE,2,3
30_78828_MHD,E45,3,0
30_78828_MHD,E85,0,3
30_78828_MHD,NONE,3,3
30_81109_MHD,E45,2,2
30_81109_MHD,E85,2,2
30_81109_MHD,NONE,2,3
30_83057_MHD,E45,0,3
30_83057_MHD,E85,0,2
30_83057_MHD,NONE,2,3
30_84053_MHD,E45,2,0
30_84053_MHD,E85,0,2
30_84053_MHD,NONE,2,3
30_84088_MHD,E45,2,2
30_84088_MHD,E85,2,2
30_84088_MHD,NONE,2,0
30_87958_MHD,E45,2,2
30_87958_MHD,E85,2,2
30_87958_MHD,NONE,2,2
30_94203_MHD,E45,2,0
30_94203_MHD,E85,0,3
30_94203_MHD,NONE,2,2
30_131381_MHD,E45,3,0
30_131381_MHD,E85,0,3
30_131381_MHD,NONE,2,3
30_133151_MHD,E45,0,2
30_133151_MHD,E85,0,2
30_133151_MHD,NONE,2,2
30_137213_MHD,E45,0,3
30_137213_MHD,E85,0,2
30_137213_MHD,NONE,2,2
30_137234_MHD,E45,2,3
30_137234_MHD,E85,0,2
30_137234_MHD,NONE,2,0
30_137341_MHD,E45,3,2
30_137341_MHD,E85,3,2
30_137341_MHD,NONE,3,3
30_137444_MHD,E45,0,2
30_137444_MHD,E85,2,2
30_137444_MHD,NONE,2,2
30_137471_MHD,E45,0,2
30_137471_MHD,E85,0,2
30_137471_MHD,NONE,2,2
30_141067_MHD,E45,0,2
30_141067_MHD,E85,0,2
30_141067_MHD,NONE,3,3
30_145200_MHD,E45,2,2
30_145200_MHD,E85,2,2
30_145200_MHD,NONE,2,0
30_145381_MHD,E45,3,2
30_145381_MHD,E85,3,2
30_145381_MHD,NONE,3,2
30_145522_MHD,E45,2,2
30_145522_MHD,E85,0,2
30_145522_MHD,NONE,2,2
30_149460_MHD,E45,2,2
30_149460_MHD,E85,2,2
30_149460_MHD,NONE,2,2
30_149512_MHD,E45,2,2
30_149512_MHD,E85,2,2
30_149512_MHD,NONE,2,2
31_2937_MHD,E45,2,2
31_2937_MHD,E85,2,2
31_2937_MHD,NONE,2,2
31_9895_MHD,E45,0,2
31_9895_MHD,E85,0,2
31_9895_MHD,NONE,2,2
31_13302_MHD,E45,0,3
31_13302_MHD,E85,0,3
31_13302_MHD,NONE,2,2
31_13970_MHD,E45,0,3
31_13970_MHD,E85,0,2
31_13970_MHD,NONE,3,2
31_14525_MHD,E45,2,2
31_14525_MHD,E85,2,2
31_14525_MHD,NONE,0,0
31_21148_MHD,E45,0,3
31_21148_MHD,E85,0,2
31_21148_MHD,NONE,3,2
31_25088_MHD,E45,0,2
31_25088_MHD,E85,0,2
31_25088_MHD,NONE,2,2
31_25119_MHD,E45,0,3
31_25119_MHD,E85,0,3
31_25119_MHD,NONE,2,2
31_25150_MHD,E45,3,0
31_25150_MHD,E85,0,3
31_25150_MHD,NONE,3,3
31_25253_MHD,E45,3,2
31_25253_MHD,E85,0,3
31_25253_MHD,NONE,3,3
31_78787_MHD,E45,0,3
31_78787_MHD,E85,0,3
31_78787_MHD,NONE,2,3
31_83057_MHD,E45,0,2
31_83057_MHD,E85,0,2
31_83057_MHD,NONE,2,3
31_84053_MHD,E45,0,3
31_84053_MHD,E85,0,3
31_84053_MHD,NONE,2,3
31_84088_MHD,E45,2,2
31_84088_MHD,E85,2,2
31_84088_MHD,NONE,2,0
31_84328_MHD,E45,2,2
31_84328_MHD,E85,2,2
31_84328_MHD,NONE,2,0
31_84329_MHD,E45,2,3
31_84329_MHD,E85,0,2
31_84329_MHD,NONE,2,2
31_87958_MHD,E45,2,2
31_87958_MHD,E85,2,2
31_87958_MHD,NONE,2,2
31_94203_MHD,E45,2,0
31_94203_MHD,E85,0,2
31_94203_MHD,NONE,2,2
31_129921_MHD,E45,0,2
31_129921_MHD,E85,0,2
31_129921_MHD,NONE,2,2
31_145381_MHD,E45,3,2
31_145381_MHD,E85,3,2
31_145381_MHD,NONE,3,2
31_150017_MHD,E45,2,2
31_150017_MHD,E85,2,2
31_150017_MHD,NONE,2,2
32_8531_MHD,E45,3,0
32_8531_MHD,E85,3,0
32_8531_MHD,NONE,3,2
32_8829_MHD,E45,3,2
32_8829_MHD,E85,3,2
32_8829_MHD,NONE,3,2
32_8867_MHD,E45,3,0
32_8867_MHD,E85,3,0
32_8867_MHD,NONE,3,3
32_9024_MHD,E45,3,3
32_9024_MHD,E85,3,3
32_9024_MHD,NONE,3,3
32_14234_MHD,E45,3,0
32_14234_MHD,E85,3,0
32_14234_MHD,NONE,3,2
32_14452_MHD,E45,3,3
32_14452_MHD,E85,3,2
32_14452_MHD,NONE,3,2
32_21178_MHD,E45,3,3
32_21178_MHD,E85,3,3
32_21178_MHD,NONE,3,3
32_24402_MHD,E45,3,2
32_24402_MHD,E85,3,0
32_24402_MHD,NONE,3,3
32_24945_MHD,E45,3,3
32_24945_MHD,E85,3,3
32_24945_MHD,NONE,3,3
32_25019_MHD,E45,2,0
32_25019_MHD,E85,2,0
32_25019_MHD,NONE,2,2
32_25150_MHD,E45,3,1
32_25150_MHD,E85,3,1
32_25150_MHD,NONE,3,3
32_85910_MHD,E45,2,0
32_85910_MHD,E85,2,2
32_85910_MHD,NONE,2,3
32_93052_MHD,E45,3,0
32_93052_MHD,E85,3,0
32_93052_MHD,NONE,3,2
32_130409_MHD,E45,2,2
32_130409_MHD,E85,2,2
32_130409_MHD,NONE,2,2
32_132005_MHD,E45,3,0
32_132005_MHD,E85,3,0
32_132005_MHD,NONE,3,2
32_135336_MHD,E45,2,2
32_135336_MHD,E85,2,2
32_135336_MHD,NONE,2,2
32_136333_MHD,E45,3,3
32_136333_MHD,E85,3,3
32_136333_MHD,NONE,3,3
32_136898_MHD,E45,2,2
32_136898_MHD,E85,2,2
32_136898_MHD,NONE,2,2
32_137417_MHD,E45,2,0
32_137417_MHD,E85,2,2
32_137417_MHD,NONE,2,2
32_137492_MHD,E45,3,0
32_137492_MHD,E85,3,0
32_137492_MHD,NONE,3,2
32_141180_MHD,E45,2,2
32_141180_MHD,E85,2,2
32_141180_MHD,NONE,2,2
32_141226_MHD,E45,3,3
32_141226_MHD,E85,3,3
32_141226_MHD,NONE,3,3
33_2928_LPD,E45,1,1
33_2928_LPD,E85,1,1
33_2928_LPD,NONE,2,2
33_2932_LPD,E45,1,1
33_2932_LPD,E85,1,1
33_2932_LPD,NONE,2,2
33_2937_LPD,E45,1,1
33_2937_LPD,E85,1,1
33_2937_LPD,NONE,2,2
33_9057_MHD,E45,1,2
33_9057_MHD,E85,1,2
33_9057_MHD,NONE,3,3
33_13091_LPD,E45,1,0
33_13091_LPD,E85,1,1
33_13091_LPD,NONE,2,2
33_13239_LPD,E45,1,0
33_13239_LPD,E85,1,1
33_13239_LPD,NONE,2,2
33_13302_MHD,E45,2,2
33_13302_MHD,E85,2,2
33_13302_MHD,NONE,2,2
33_14346_LPD,E45,1,1
33_14346_LPD,E85,1,1
33_14346_LPD,NONE,2,2
33_14451_MHD,E45,3,2
33_14451_MHD,E85,3,2
33_14451_MHD,NONE,3,3
33_14563_LPD,E45,1,1
33_14563_LPD,E85,1,1
33_14563_LPD,NONE,2,2
33_14600_LPD,E45,1,1
33_14600_LPD,E85,1,1
33_14600_LPD,NONE,2,2
33_21209_LPD,E45,1,1
33_21209_LPD,E85,1,1
33_21209_LPD,NONE,2,2
33_24240_LPD,E45,1,1
33_24240_LPD,E85,1,1
33_24240_LPD,NONE,2,2
33_24817_LPD,E45,1,1
33_24817_LPD,E85,1,1
33_24817_LPD,NONE,2,2
33_24981_MHD,E45,3,3
33_24981_MHD,E85,3,3
33_24981_MHD,NONE,3,3
33_25195_LPD,E45,1,1
33_25195_LPD,E85,1,1
33_25195_LPD,NONE,2,2
33_25253_MHD,E45,3,2
33_25253_MHD,E85,0,2
33_25253_MHD,NONE,3,3
33_78643_LPD,E45,1,1
33_78643_LPD,E85,1,1
33_78643_LPD,NONE,2,2
33_78788_LPD,E45,1,2
33_78788_LPD,E85,1,1
33_78788_LPD,NONE,3,2
33_80413_LPD,E45,1,2
33_80413_LPD,E85,1,1
33_80413_LPD,NONE,2,2
33_81109_LPD,E45,1,1
33_81109_LPD,E85,1,1
33_81109_LPD,NONE,2,2
33_83057_MHD,E45,2,2
33_83057_MHD,E85,2,2
33_83057_MHD,NONE,2,3
33_84053_LPD,E45,1,1
33_84053_LPD,E85,1,1
33_84053_LPD,NONE,2,2
33_84088_LPD,E45,1,1
33_84088_LPD,E85,1,1
33_84088_LPD,NONE,2,2
33_84328_LPD,E45,1,1
33_84328_LPD,E85,1,1
33_84328_LPD,NONE,2,2
33_84329_LPD,E45,1,1
33_84329_LPD,E85,1,1
33_84329_LPD,NONE,2,2
33_87589_LPD,E45,1,2
33_87589_LPD,E85,1,1
33_87589_LPD,NONE,2,2
33_87958_LPD,E45,1,1
33_87958_LPD,E85,1,1
33_87958_LPD,NONE,2,2
33_94106_LPD,E45,1,1
33_94106_LPD,E85,1,1
33_94106_LPD,NONE,2,2
33_129921_MHD,E45,0,2
33_129921_MHD,E85,0,2
33_129921_MHD,NONE,2,2
33_130578_LPD,E45,1,1
33_130578_LPD,E85,1,1
33_130578_LPD,NONE,2,2
33_133913_LPD,E45,1,1
33_133913_LPD,E85,1,1
33_133913_LPD,NONE,2,2
33_135147_LPD,E45,1,1
33_135147_LPD,E85,1,1
33_135147_LPD,NONE,2,2
33_137213_LPD,E45,1,1
33_137213_LPD,E85,1,1
33_137213_LPD,NONE,2,2
33_137444_LPD,E45,1,1
33_137444_LPD,E85,1,1
33_137444_LPD,NONE,2,2
33_137471_MHD,E45,0,2
33_137471_MHD,E85,0,2
33_137471_MHD,NONE,2,2
33_137506_MCW,E45,2,2
33_137506_MCW,E85,2,2
33_137506_MCW,NONE,2,2
33_140949_MHD,E45,2,2
33_140949_MHD,E85,0,2
33_140949_MHD,NONE,2,3
33_145200_MHD,E45,0,2
33_145200_MHD,E85,0,2
33_145200_MHD,NONE,2,0
33_145522_MHD,E45,2,2
33_145522_MHD,E85,2,2
33_145522_MHD,NONE,2,2
33_149460_LPD,E45,2,2
33_149460_LPD,E85,2,1
33_149460_LPD,NONE,2,2
33_149639_MHD,E45,0,2
33_149639_MHD,E85,2,3
33_149639_MHD,NONE,2,3
34_9023_MHD,E45,3,2
34_9023_MHD,E85,3,2
34_9023_MHD,NONE,3,2
34_9024_LPD,E45,3,2
34_9024_LPD,E85,3,2
34_9024_LPD,NONE,3,2
34_13091_MHD,E45,2,2
34_13091_MHD,E85,2,2
34_13091_MHD,NONE,2,2
34_13239_MHD,E45,2,2
34_13239_MHD,E85,2,2
34_13239_MHD,NONE,2,2
34_13302_MHD,E45,2,2
34_13302_MHD,E85,2,2
34_13302_MHD,NONE,2,2
34_14451_MHD,E45,3,3
34_14451_MHD,E85,3,3
34_14451_MHD,NONE,3,3
34_14452_MHD,E45,3,2
34_14452_MHD,E85,3,2
34_14452_MHD,NONE,3,2
34_21177_MHD,E45,3,2
34_21177_MHD,E85,3,2
34_21177_MHD,NONE,3,2
34_21178_MHD,E45,3,3
34_21178_MHD,E85,3,3
34_21178_MHD,NONE,3,3
34_24337_MHD,E45,3,2
34_24337_MHD,E85,3,2
34_24337_MHD,NONE,3,2
34_24981_MHD,E45,3,3
34_24981_MHD,E85,3,3
34_24981_MHD,NONE,3,3
34_25120_MHD,E45,3,3
34_25120_MHD,E85,3,2
34_25120_MHD,NONE,3,3
