Stand ID,Mgmt ID,2025,2045
87_20888_MHD,NONE,2,2
87_21148_MHD,E45,0,3
87_21148_MHD,E85,0,2
87_21148_MHD,NONE,3,2
87_22059_MHD,E45,2,2
87_22059_MHD,E85,2,2
87_22059_MHD,NONE,2,2
87_23651_MHD,E45,2,2
87_23651_MHD,E85,2,2
87_23651_MHD,NONE,2,2
87_24440_MHD,E45,0,2
87_24440_MHD,E85,0,2
87_24440_MHD,NONE,2,3
87_24641_MHD,E45,0,3
87_24641_MHD,E85,0,2
87_24641_MHD,NONE,2,3
87_25088_MHD,E45,0,2
87_25088_MHD,E85,0,2
87_25088_MHD,NONE,2,2
87_25119_MHD,E45,0,2
87_25119_MHD,E85,0,2
87_25119_MHD,NONE,2,2
87_73143_MHD,E45,2,2
87_73143_MHD,E85,2,2
87_73143_MHD,NONE,2,2
87_78787_MHD,E45,0,3
87_78787_MHD,E85,0,2
87_78787_MHD,NONE,2,3
87_79065_LPD,E45,0,2
87_79065_LPD,E85,0,2
87_79065_LPD,NONE,2,2
87_80265_MHD,E45,3,2
87_80265_MHD,E85,2,2
87_80265_MHD,NONE,2,3
87_82721_MHD,E45,0,2
87_82721_MHD,E85,0,2
87_82721_MHD,NONE,2,3
87_84026_MHD,E45,0,2
87_84026_MHD,E85,0,2
87_84026_MHD,NONE,2,3
87_84088_MHD,E45,2,2
87_84088_MHD,E85,2,2
87_84088_MHD,NONE,2,0
87_84328_MHD,E45,0,2
87_84328_MHD,E85,0,2
87_84328_MHD,NONE,2,0
87_87958_MHD,E45,2,2
87_87958_MHD,E85,2,2
87_87958_MHD,NONE,2,2
87_93088_MHD,E45,0,2
87_93088_MHD,E85,0,2
87_93088_MHD,NONE,2,2
87_94203_MHD,E45,0,2
87_94203_MHD,E85,0,2
87_94203_MHD,NONE,2,2
87_129921_MHD,E45,0,2
87_129921_MHD,E85,0,2
87_129921_MHD,NONE,2,2
87_131381_MHD,E45,0,3
87_131381_MHD,E85,0,3
87_131381_MHD,NONE,2,3
87_135147_MHD,E45,0,2
87_135147_MHD,E85,2,2
87_135147_MHD,NONE,2,2
87_136495_MHD,E45,2,2
87_136495_MHD,E85,2,2
87_136495_MHD,NONE,2,2
87_137281_MHD,E45,0,2
87_137281_MHD,E85,0,2
87_137281_MHD,NONE,2,3
87_137318_MHD,E45,0,2
87_137318_MHD,E85,0,2
87_137318_MHD,NONE,2,0
87_137491_MHD,E45,2,2
87_137491_MHD,E85,2,2
87_137491_MHD,NONE,2,0
87_140868_MHD,E45,0,2
87_140868_MHD,E85,0,2
87_140868_MHD,NONE,2,2
87_145048_MHD,E45,2,2
87_145048_MHD,E85,2,3
87_145048_MHD,NONE,2,2
87_149512_MHD,E45,2,2
87_149512_MHD,E85,2,2
87_149512_MHD,NONE,2,2
87_150017_MHD,E45,2,2
87_150017_MHD,E85,2,2
87_150017_MHD,NONE,2,2
88_2931_LPD,E45,2,2
88_2931_LPD,E85,2,2
88_2931_LPD,NONE,2,2
88_2932_LPD,E45,2,2
88_2932_LPD,E85,2,2
88_2932_LPD,NONE,2,2
88_8533_LPD,E45,2,2
88_8533_LPD,E85,2,2
88_8533_LPD,NONE,2,2
88_13033_LPD,E45,2,2
88_13033_LPD,E85,2,2
88_13033_LPD,NONE,2,2
88_13091_LPD,E45,2,2
88_13091_LPD,E85,2,0
88_13091_LPD,NONE,2,2
88_13334_MCW,E45,2,2
88_13334_MCW,E85,2,2
88_13334_MCW,NONE,2,2
88_13575_LPD,E45,2,2
88_13575_LPD,E85,2,2
88_13575_LPD,NONE,2,0
88_14347_LPD,E45,2,2
88_14347_LPD,E85,2,2
88_14347_LPD,NONE,2,2
88_20739_MCW,E45,2,2
88_20739_MCW,E85,2,2
88_20739_MCW,NONE,2,2
88_21209_LPD,E45,2,2
88_21209_LPD,E85,2,2
88_21209_LPD,NONE,2,2
88_24203_LPD,E45,2,2
88_24203_LPD,E85,2,2
88_24203_LPD,NONE,2,2
88_24240_LPD,E45,1,2
88_24240_LPD,E85,1,1
88_24240_LPD,NONE,2,2
88_25053_LPD,E45,2,2
88_25053_LPD,E85,2,2
88_25053_LPD,NONE,2,2
88_80413_LPD,E45,2,2
88_80413_LPD,E85,2,2
88_80413_LPD,NONE,2,2
88_81109_LPD,E45,1,0
88_81109_LPD,E85,1,2
88_81109_LPD,NONE,2,2
88_81141_LPD,E45,2,2
88_81141_LPD,E85,2,2
88_81141_LPD,NONE,2,2
88_82596_LPD,E45,2,2
88_82596_LPD,E85,2,2
88_82596_LPD,NONE,2,2
88_82600_LPD,E45,2,2
88_82600_LPD,E85,2,0
88_82600_LPD,NONE,2,2
88_84334_LPD,E45,2,2
88_84334_LPD,E85,2,2
88_84334_LPD,NONE,2,2
88_87589_LPD,E45,2,2
88_87589_LPD,E85,2,2
88_87589_LPD,NONE,2,2
88_94106_LPD,E45,2,2
88_94106_LPD,E85,2,2
88_94106_LPD,NONE,2,2
88_130631_LPD,E45,2,2
88_130631_LPD,E85,2,2
88_130631_LPD,NONE,2,2
88_133889_LPD,E45,2,2
88_133889_LPD,E85,2,2
88_133889_LPD,NONE,2,2
88_137000_LPD,E45,2,2
88_137000_LPD,E85,2,2
88_137000_LPD,NONE,2,2
88_137444_MCW,E45,2,0
88_137444_MCW,E85,2,0
88_137444_MCW,NONE,2,2
88_140878_LPD,E45,1,2
88_140878_LPD,E85,0,0
88_140878_LPD,NONE,2,2
88_141180_MCW,E45,2,0
88_141180_MCW,E85,2,0
88_141180_MCW,NONE,2,2
88_149321_LPD,E45,2,2
88_149321_LPD,E85,2,2
88_149321_LPD,NONE,2,2
89_9024_MCD,E45,3,3
89_9024_MCD,E85,3,3
89_9024_MCD,NONE,3,3
89_14234_MCD,E45,3,0
89_14234_MCD,E85,3,0
89_14234_MCD,NONE,3,2
89_14452_MCD,E45,3,2
89_14452_MCD,E85,3,2
89_14452_MCD,NONE,3,2
89_21178_MCD,E45,3,3
89_21178_MCD,E85,3,3
89_21178_MCD,NONE,3,3
89_25120_MCD,E45,3,2
89_25120_MCD,E85,3,2
89_25120_MCD,NONE,3,2
89_85910_MCD,E45,2,0
89_85910_MCD,E85,2,1
89_85910_MCD,NONE,2,2
89_129875_MCD,E45,2,2
89_129875_MCD,E85,2,2
89_129875_MCD,NONE,2,2
89_136333_MCD,E45,3,3
89_136333_MCD,E85,3,0
89_136333_MCD,NONE,3,3
89_137268_MCD,E45,3,2
89_137268_MCD,E85,3,2
89_137268_MCD,NONE,3,2
89_137417_MCD,E45,2,0
89_137417_MCD,E85,2,0
89_137417_MCD,NONE,2,2
89_137472_MCD,E45,2,2
89_137472_MCD,E85,2,2
89_137472_MCD,NONE,2,2
89_137492_MCD,E45,3,0
89_137492_MCD,E85,3,0
89_137492_MCD,NONE,3,2
89_137526_MCD,E45,2,3
89_137526_MCD,E85,2,3
89_137526_MCD,NONE,2,3
89_141180_MCD,E45,2,0
89_141180_MCD,E85,2,2
89_141180_MCD,NONE,2,2
89_141226_MCD,E45,3,2
89_141226_MCD,E85,3,2
89_141226_MCD,NONE,3,2
90_8734_MHD,E45,0,2
90_8734_MHD,E85,0,2
90_8734_MHD,NONE,2,2
90_8994_MHD,E45,0,2
90_8994_MHD,E85,0,2
90_8994_MHD,NONE,2,3
90_21148_MHD,E45,0,2
90_21148_MHD,E85,0,2
90_21148_MHD,NONE,3,2
90_24218_MHD,E45,0,2
90_24218_MHD,E85,0,2
90_24218_MHD,NONE,3,2
90_24236_MHD,E45,0,2
90_24236_MHD,E85,3,2
90_24236_MHD,NONE,3,2
90_24237_MHD,E45,0,2
90_24237_MHD,E85,0,2
90_24237_MHD,NONE,2,2
90_24481_MHD,E45,0,2
90_24481_MHD,E85,0,2
90_24481_MHD,NONE,3,2
90_24782_MHD,E45,0,2
90_24782_MHD,E85,0,2
90_24782_MHD,NONE,3,2
90_25088_MHD,E45,0,2
90_25088_MHD,E85,0,2
90_25088_MHD,NONE,2,2
90_25119_MHD,E45,0,2
90_25119_MHD,E85,0,2
90_25119_MHD,NONE,2,2
90_78654_MHD,E45,0,2
90_78654_MHD,E85,0,2
90_78654_MHD,NONE,3,2
90_78787_MHD,E45,0,2
90_78787_MHD,E85,0,2
90_78787_MHD,NONE,2,3
90_80730_MHD,E45,2,3
90_80730_MHD,E85,2,2
90_80730_MHD,NONE,2,2
90_84053_MHD,E45,0,2
90_84053_MHD,E85,0,0
90_84053_MHD,NONE,2,3
90_84088_MHD,E45,2,2
90_84088_MHD,E85,2,2
90_84088_MHD,NONE,2,0
90_87655_MHD,E45,0,2
90_87655_MHD,E85,0,2
90_87655_MHD,NONE,3,2
90_93087_MHD,E45,2,2
90_93087_MHD,E85,2,2
90_93087_MHD,NONE,2,2
90_93088_MHD,E45,2,2
90_93088_MHD,E85,2,2
90_93088_MHD,NONE,2,2
90_94203_MHD,E45,0,2
90_94203_MHD,E85,0,2
90_94203_MHD,NONE,2,2
90_129921_MHD,E45,0,2
90_129921_MHD,E85,0,2
90_129921_MHD,NONE,2,2
90_131381_MHD,E45,0,2
90_131381_MHD,E85,0,3
90_131381_MHD,NONE,2,3
90_137234_MHD,E45,0,2
90_137234_MHD,E85,0,2
90_137234_MHD,NONE,2,0
90_137281_MHD,E45,0,2
90_137281_MHD,E85,0,2
90_137281_MHD,NONE,2,3
90_137444_MHD,E45,0,2
90_137444_MHD,E85,0,2
90_137444_MHD,NONE,2,2
90_137506_MHD,E45,2,2
90_137506_MHD,E85,2,2
90_137506_MHD,NONE,2,2
90_145301_MHD,E45,0,2
90_145301_MHD,E85,2,3
90_145301_MHD,NONE,2,2
90_149512_MHD,E45,2,2
90_149512_MHD,E85,2,2
90_149512_MHD,NONE,2,2
90_150017_MHD,E45,2,2
90_150017_MHD,E85,2,2
90_150017_MHD,NONE,2,2
91_2928_MHD,E45,2,2
91_2928_MHD,E85,2,2
91_2928_MHD,NONE,2,2
91_8601_MHD,E45,2,2
91_8601_MHD,E85,2,2
91_8601_MHD,NONE,3,2
91_8734_MHD,E45,1,2
91_8734_MHD,E85,1,2
91_8734_MHD,NONE,2,2
91_8994_MHD,E45,1,2
91_8994_MHD,E85,1,2
91_8994_MHD,NONE,2,3
91_12642_MHD,E45,1,2
91_12642_MHD,E85,1,2
91_12642_MHD,NONE,2,2
91_13476_MHD,E45,2,2
91_13476_MHD,E85,0,2
91_13476_MHD,NONE,2,2
91_13690_MHD,E45,0,2
91_13690_MHD,E85,0,2
91_13690_MHD,NONE,3,2
91_13970_MHD,E45,0,2
91_13970_MHD,E85,0,2
91_13970_MHD,NONE,3,2
91_15235_MHD,E45,2,2
91_15235_MHD,E85,2,2
91_15235_MHD,NONE,2,2
91_20587_MHD,E45,0,3
91_20587_MHD,E85,3,2
91_20587_MHD,NONE,3,3
91_20840_MHD,E45,2,2
91_20840_MHD,E85,2,2
91_20840_MHD,NONE,3,2
91_20863_MHD,E45,0,2
91_20863_MHD,E85,2,2
91_20863_MHD,NONE,2,2
91_20888_MHD,E45,2,2
91_20888_MHD,E85,2,2
91_20888_MHD,NONE,2,2
91_21148_MHD,E45,2,2
91_21148_MHD,E85,2,2
91_21148_MHD,NONE,3,2
91_23651_MHD,E45,2,2
91_23651_MHD,E85,2,2
91_23651_MHD,NONE,2,2
91_24218_MHD,E45,3,2
91_24218_MHD,E85,3,2
91_24218_MHD,NONE,3,2
91_24236_MHD,E45,3,2
91_24236_MHD,E85,0,2
91_24236_MHD,NONE,3,2
91_24237_MHD,E45,2,2
91_24237_MHD,E85,2,2
91_24237_MHD,NONE,2,2
91_24437_MHD,E45,2,2
91_24437_MHD,E85,2,2
91_24437_MHD,NONE,0,2
91_24440_MHD,E45,0,2
91_24440_MHD,E85,2,2
91_24440_MHD,NONE,2,3
91_24481_MHD,E45,2,2
91_24481_MHD,E85,2,2
91_24481_MHD,NONE,3,2
91_24642_MHD,E45,2,2
91_24642_MHD,E85,2,2
91_24642_MHD,NONE,2,2
91_24726_MHD,E45,0,2
91_24726_MHD,E85,2,2
91_24726_MHD,NONE,2,3
91_24782_MHD,E45,0,2
91_24782_MHD,E85,2,2
91_24782_MHD,NONE,3,2
91_24981_MHD,E45,3,2
91_24981_MHD,E85,0,3
91_24981_MHD,NONE,3,3
91_25088_MHD,E45,2,2
91_25088_MHD,E85,2,2
91_25088_MHD,NONE,2,2
91_25119_MHD,E45,2,2
91_25119_MHD,E85,2,2
91_25119_MHD,NONE,2,2
91_78643_MHD,E45,2,2
91_78643_MHD,E85,2,2
91_78643_MHD,NONE,2,2
91_78654_MHD,E45,0,2
91_78654_MHD,E85,0,2
91_78654_MHD,NONE,3,2
91_78711_MHD,E45,2,2
91_78711_MHD,E85,2,2
91_78711_MHD,NONE,3,2
91_78787_MHD,E45,0,3
91_78787_MHD,E85,0,2
91_78787_MHD,NONE,2,3
91_79065_MHD,E45,2,2
91_79065_MHD,E85,2,2
91_79065_MHD,NONE,2,2
91_80445_MHD,E45,0,2
91_80445_MHD,E85,2,2
91_80445_MHD,NONE,2,2
91_80730_MHD,E45,2,2
91_80730_MHD,E85,2,2
91_80730_MHD,NONE,2,2
91_82721_MHD,E45,0,2
91_82721_MHD,E85,0,2
91_82721_MHD,NONE,2,2
91_84053_MHD,E45,0,2
91_84053_MHD,E85,0,2
91_84053_MHD,NONE,2,3
91_84088_MHD,E45,2,2
91_84088_MHD,E85,2,2
91_84088_MHD,NONE,2,0
91_84328_MHD,E45,2,2
91_84328_MHD,E85,2,2
91_84328_MHD,NONE,2,0
91_87655_MHD,E45,2,2
91_87655_MHD,E85,2,2
91_87655_MHD,NONE,3,2
91_87958_MHD,E45,2,2
91_87958_MHD,E85,2,2
91_87958_MHD,NONE,2,2
91_93024_MHD,E45,2,2
91_93024_MHD,E85,2,2
91_93024_MHD,NONE,3,2
91_93087_MHD,E45,2,2
91_93087_MHD,E85,2,2
91_93087_MHD,NONE,2,2
91_93088_MHD,E45,0,2
91_93088_MHD,E85,0,2
91_93088_MHD,NONE,2,2
91_94203_MHD,E45,0,2
91_94203_MHD,E85,0,2
91_94203_MHD,NONE,2,2
91_129921_MHD,E45,0,2
91_129921_MHD,E85,0,2
91_129921_MHD,NONE,2,2
91_131381_MHD,E45,0,2
91_131381_MHD,E85,0,2
91_131381_MHD,NONE,2,3
91_132547_MHD,E45,0,2
91_132547_MHD,E85,2,2
91_132547_MHD,NONE,3,2
91_136495_MHD,E45,2,2
91_136495_MHD,E85,2,2
91_136495_MHD,NONE,2,2
91_136960_MHD,E45,2,2
91_136960_MHD,E85,2,2
91_136960_MHD,NONE,2,2
91_137234_MHD,E45,2,2
91_137234_MHD,E85,0,2
91_137234_MHD,NONE,2,0
91_137281_MHD,E45,0,2
91_137281_MHD,E85,0,2
91_137281_MHD,NONE,2,3
91_137298_MHD,E45,2,2
91_137298_MHD,E85,2,2
91_137298_MHD,NONE,3,2
91_137363_MHD,E45,2,2
91_137363_MHD,E85,2,2
91_137363_MHD,NONE,2,2
91_140868_MHD,E45,0,2
91_140868_MHD,E85,0,2
91_140868_MHD,NONE,2,2
91_145200_MHD,E45,2,2
91_145200_MHD,E85,2,2
91_145200_MHD,NONE,2,0
91_145522_MHD,E45,0,2
91_145522_MHD,E85,2,2
91_145522_MHD,NONE,2,2
91_149418_MHD,E45,2,2
91_149418_MHD,E85,2,2
91_149418_MHD,NONE,2,2
91_149460_MHD,E45,2,2
91_149460_MHD,E85,2,2
91_149460_MHD,NONE,2,2
91_149512_MHD,E45,2,2
91_149512_MHD,E85,2,2
91_149512_MHD,NONE,2,2
91_150017_MHD,E45,2,2
91_150017_MHD,E85,2,2
91_150017_MHD,NONE,2,2
92_8601_MHD,E45,3,2
92_8601_MHD,E85,3,2
92_8601_MHD,NONE,3,2
92_8734_MHD,E45,0,2
92_8734_MHD,E85,0,2
92_8734_MHD,NONE,2,2
92_8994_MHD,E45,0,2
92_8994_MHD,E85,0,3
92_8994_MHD,NONE,2,3
92_9482_MHD,E45,0,2
92_9482_MHD,E85,0,2
92_9482_MHD,NONE,2,2
92_9895_MHD,E45,0,2
92_9895_MHD,E85,0,2
92_9895_MHD,NONE,2,2
92_10064_MHD,E45,0,3
92_10064_MHD,E85,0,3
92_10064_MHD,NONE,3,3
92_13359_MHD,E45,3,3
92_13359_MHD,E85,0,2
92_13359_MHD,NONE,3,2
92_13912_MHD,E45,0,2
92_13912_MHD,E85,0,2
92_13912_MHD,NONE,3,2
92_13970_MHD,E45,0,2
92_13970_MHD,E85,0,0
92_13970_MHD,NONE,3,2
92_15235_MHD,E45,2,2
92_15235_MHD,E85,2,2
92_15235_MHD,NONE,2,2
92_20790_MHD,E45,0,2
92_20790_MHD,E85,0,3
92_20790_MHD,NONE,3,2
92_20839_MHD,E45,2,2
92_20839_MHD,E85,3,2
92_20839_MHD,NONE,3,2
92_20888_MHD,E45,0,2
92_20888_MHD,E85,2,2
92_20888_MHD,NONE,2,2
92_20951_MHD,E45,3,2
92_20951_MHD,E85,3,2
92_20951_MHD,NONE,3,3
92_21148_MHD,E45,0,2
92_21148_MHD,E85,0,2
92_21148_MHD,NONE,3,2
92_24236_MHD,E45,0,2
92_24236_MHD,E85,3,2
92_24236_MHD,NONE,3,2
92_24437_MHD,E45,2,2
92_24437_MHD,E85,2,2
92_24437_MHD,NONE,0,2
92_24439_MHD,E45,3,2
92_24439_MHD,E85,3,3
92_24439_MHD,NONE,3,2
92_24440_MHD,E45,0,2
92_24440_MHD,E85,0,0
92_24440_MHD,NONE,2,3
92_24558_MHD,E45,0,2
92_24558_MHD,E85,2,2
92_24558_MHD,NONE,2,2
92_24641_MHD,E45,0,2
92_24641_MHD,E85,0,0
92_24641_MHD,NONE,2,3
92_24667_MHD,E45,0,2
92_24667_MHD,E85,0,3
92_24667_MHD,NONE,3,2
92_24782_MHD,E45,0,2
92_24782_MHD,E85,0,0
92_24782_MHD,NONE,3,2
92_25088_MHD,E45,2,2
92_25088_MHD,E85,2,2
92_25088_MHD,NONE,2,2
92_25119_MHD,E45,2,2
92_25119_MHD,E85,2,2
92_25119_MHD,NONE,2,2
92_25645_MHD,E45,2,2
92_25645_MHD,E85,2,2
92_25645_MHD,NONE,2,2
92_78779_MHD,E45,0,2
92_78779_MHD,E85,0,3
92_78779_MHD,NONE,3,2
92_78787_MHD,E45,0,2
92_78787_MHD,E85,0,2
92_78787_MHD,NONE,2,3
92_79065_MHD,E45,2,2
92_79065_MHD,E85,2,2
92_79065_MHD,NONE,2,2
92_82721_MHD,E45,0,2
92_82721_MHD,E85,0,2
92_82721_MHD,NONE,2,2
92_83594_MHD,E45,0,3
92_83594_MHD,E85,2,2
92_83594_MHD,NONE,3,3
92_84088_MHD,E45,2,2
92_84088_MHD,E85,2,2
92_84088_MHD,NONE,2,0
92_93087_MHD,E45,2,2
92_93087_MHD,E85,2,2
92_93087_MHD,NONE,2,2
92_93088_MHD,E45,0,2
92_93088_MHD,E85,0,2
92_93088_MHD,NONE,2,2
92_94191_MHD,E45,3,2
92_94191_MHD,E85,0,3
92_94191_MHD,NONE,3,2
92_94192_MHD,E45,0,2
92_94192_MHD,E85,0,2
92_94192_MHD,NONE,3,3
92_94201_MHD,E45,2,2
92_94201_MHD,E85,2,2
92_94201_MHD,NONE,0,0
92_94203_MHD,E45,0,2
92_94203_MHD,E85,0,2
92_94203_MHD,NONE,2,2
92_131381_MHD,E45,0,2
92_131381_MHD,E85,0,0
92_131381_MHD,NONE,2,3
92_134994_MHD,E45,0,2
92_134994_MHD,E85,0,2
92_134994_MHD,NONE,3,2
92_137281_MHD,E45,0,2
92_137281_MHD,E85,0,2
92_137281_MHD,NONE,2,3
92_137318_MHD,E45,0,2
92_137318_MHD,E85,0,2
92_137318_MHD,NONE,2,0
92_141046_MHD,E45,0,2
92_141046_MHD,E85,0,3
92_141046_MHD,NONE,3,3
92_141109_MHD,E45,0,2
92_141109_MHD,E85,0,3
92_141109_MHD,NONE,2,3
92_141169_MHD,E45,0,3
92_141169_MHD,E85,0,2
92_141169_MHD,NONE,3,3
92_145048_MHD,E45,2,3
92_145048_MHD,E85,2,3
92_145048_MHD,NONE,2,2
92_145301_MHD,E45,0,2
92_145301_MHD,E85,0,3
92_145301_MHD,NONE,2,2
92_145381_MHD,E45,0,2
92_145381_MHD,E85,0,2
92_145381_MHD,NONE,3,2
92_149512_MHD,E45,2,2
92_149512_MHD,E85,2,2
92_149512_MHD,NONE,2,2
93_2928_MCD,E45,1,2
93_2928_MCD,E85,1,2
93_2928_MCD,NONE,2,2
93_2932_MCD,E45,0,2
93_2932_MCD,E85,2,2
93_2932_MCD,NONE,2,2
93_14345_MCD,E45,0,0
93_14345_MCD,E85,0,0
93_14345_MCD,NONE,2,3
93_14346_MCD,E45,0,2
93_14346_MCD,E85,0,2
93_14346_MCD,NONE,2,2
93_14451_MCD,E45,1,2
93_14451_MCD,E85,1,2
93_14451_MCD,NONE,3,2
93_14563_MCD,E45,1,2
93_14563_MCD,E85,1,1
93_14563_MCD,NONE,2,2
93_14600_MCD,E45,0,2
93_14600_MCD,E85,0,0
93_14600_MCD,NONE,2,2
93_21148_MCD,E45,0,2
93_21148_MCD,E85,0,2
93_21148_MCD,NONE,2,3
93_21209_MCD,E45,0,2
93_21209_MCD,E85,1,2
93_21209_MCD,NONE,2,2
93_23651_MCD,E45,0,2
93_23651_MCD,E85,0,2
93_23651_MCD,NONE,2,2
93_24218_MCD,E45,0,2
93_24218_MCD,E85,0,2
93_24218_MCD,NONE,2,2
93_24237_MCD,E45,0,0
93_24237_MCD,E85,0,2
93_24237_MCD,NONE,2,2
93_24382_MCD,E45,0,2
93_24382_MCD,E85,0,0
93_24382_MCD,NONE,2,2
93_24481_MCD,E45,0,2
93_24481_MCD,E85,0,2
93_24481_MCD,NONE,2,2
93_25052_MCD,E45,0,0
93_25052_MCD,E85,1,2
93_25052_MCD,NONE,3,2
93_25119_MCD,E45,0,2
93_25119_MCD,E85,0,2
93_25119_MCD,NONE,2,2
93_25253_MCD,E45,0,3
93_25253_MCD,E85,0,0
93_25253_MCD,NONE,3,2
93_78643_MCD,E45,0,2
93_78643_MCD,E85,0,2
93_78643_MCD,NONE,2,2
93_78654_MCD,E45,0,2
93_78654_MCD,E85,0,2
93_78654_MCD,NONE,3,2
93_78787_MCD,E45,0,2
93_78787_MCD,E85,0,2
93_78787_MCD,NONE,3,2
93_84053_MCD,E45,0,2
93_84053_MCD,E85,0,0
93_84053_MCD,NONE,2,3
93_84088_MCD,E45,2,0
93_84088_MCD,E85,2,2
93_84088_MCD,NONE,2,2
93_84328_MCD,E45,2,0
93_84328_MCD,E85,2,2
93_84328_MCD,NONE,2,2
93_84329_MCD,E45,2,0
93_84329_MCD,E85,0,2
93_84329_MCD,NONE,2,2
93_87958_MCD,E45,2,0
93_87958_MCD,E85,2,2
93_87958_MCD,NONE,2,2
93_94106_MCD,E45,0,2
93_94106_MCD,E85,0,2
93_94106_MCD,NONE,2,2
93_129921_MCD,E45,0,2
93_129921_MCD,E85,0,0
93_129921_MCD,NONE,2,2
93_130578_MCD,E45,0,2
93_130578_MCD,E85,0,2
93_130578_MCD,NONE,2,2
93_133151_MCD,E45,2,2
93_133151_MCD,E85,2,2
93_133151_MCD,NONE,2,2
93_135147_MCD,E45,0,0
93_135147_MCD,E85,0,0
93_135147_MCD,NONE,2,2
93_136257_MCD,E45,0,2
93_136257_MCD,E85,0,2
93_136257_MCD,NONE,2,2
93_136495_MCD,E45,2,2
93_136495_MCD,E85,2,2
93_136495_MCD,NONE,0,2
93_136960_MCD,E45,2,2
93_136960_MCD,E85,2,2
93_136960_MCD,NONE,2,2
93_137444_MCD,E45,0,2
93_137444_MCD,E85,0,2
93_137444_MCD,NONE,2,2
93_137506_MCD,E45,2,0
93_137506_MCD,E85,0,2
93_137506_MCD,NONE,2,2
93_140949_MCD,E45,0,2
93_140949_MCD,E85,0,2
93_140949_MCD,NONE,2,2
93_145200_MCD,E45,0,0
93_145200_MCD,E85,0,2
93_145200_MCD,NONE,2,0
93_145522_MCD,E45,0,2
93_145522_MCD,E85,0,2
93_145522_MCD,NONE,2,2
93_149512_MCD,E45,0,2
93_149512_MCD,E85,0,0
93_149512_MCD,NONE,2,2
93_149639_MCD,E45,2,0
93_149639_MCD,E85,0,2
93_149639_MCD,NONE,2,2
94_2928_MCD,E45,1,2
94_2928_MCD,E85,1,2
94_2928_MCD,NONE,2,2
94_2932_MCD,E45,2,2
94_2932_MCD,E85,0,2
94_2932_MCD,NONE,2,2
94_9057_MCD,E45,1,2
94_9057_MCD,E85,1,2
94_9057_MCD,NONE,3,3
94_13091_MCD,E45,1,2
94_13091_MCD,E85,1,2
94_13091_MCD,NONE,2,2
94_13122_MCD,E45,1,1
94_13122_MCD,E85,1,1
94_13122_MCD,NONE,2,2
94_13239_MCD,E45,1,2
94_13239_MCD,E85,1,2
94_13239_MCD,NONE,2,2
94_14291_MCD,E45,1,1
94_14291_MCD,E85,1,1
94_14291_MCD,NONE,2,2
94_14346_MCD,E45,0,2
94_14346_MCD,E85,0,0
94_14346_MCD,NONE,2,2
94_14347_MCD,E45,2,2
94_14347_MCD,E85,2,2
94_14347_MCD,NONE,2,2
94_14451_MCD,E45,1,2
94_14451_MCD,E85,1,2
94_14451_MCD,NONE,3,2
94_14563_MCD,E45,1,2
94_14563_MCD,E85,1,2
94_14563_MCD,NONE,2,2
94_14600_MCD,E45,0,2
94_14600_MCD,E85,0,2
94_14600_MCD,NONE,2,2
94_20760_MCD,E45,2,2
94_20760_MCD,E85,2,2
94_20760_MCD,NONE,2,2
94_21209_MCD,E45,0,2
94_21209_MCD,E85,0,2
94_21209_MCD,NONE,2,2
94_23651_MCD,E45,0,2
94_23651_MCD,E85,0,2
94_23651_MCD,NONE,2,2
94_24218_MCD,E45,0,2
94_24218_MCD,E85,0,2
94_24218_MCD,NONE,2,2
94_24238_MCD,E45,2,3
94_24238_MCD,E85,2,3
94_24238_MCD,NONE,2,2
94_24240_MCD,E45,0,2
94_24240_MCD,E85,2,2
94_24240_MCD,NONE,2,2
94_24259_MCD,E45,1,2
94_24259_MCD,E85,1,2
94_24259_MCD,NONE,2,2
94_24337_MCD,E45,2,2
94_24337_MCD,E85,2,2
94_24337_MCD,NONE,2,2
94_24382_MCD,E45,0,2
94_24382_MCD,E85,0,2
94_24382_MCD,NONE,2,2
94_24726_MCD,E45,1,2
94_24726_MCD,E85,1,2
94_24726_MCD,NONE,2,2
94_25053_MCD,E45,2,2
94_25053_MCD,E85,2,2
94_25053_MCD,NONE,2,2
94_25090_MCD,E45,3,3
94_25090_MCD,E85,3,3
94_25090_MCD,NONE,3,3
94_25119_MCD,E45,0,2
94_25119_MCD,E85,0,2
94_25119_MCD,NONE,2,2
94_25195_MCD,E45,2,2
94_25195_MCD,E85,1,2
94_25195_MCD,NONE,2,2
94_25253_MCD,E45,1,2
94_25253_MCD,E85,1,2
94_25253_MCD,NONE,3,2
94_78643_MCD,E45,0,2
94_78643_MCD,E85,0,2
94_78643_MCD,NONE,2,2
94_78787_MCD,E45,0,2
94_78787_MCD,E85,0,2
94_78787_MCD,NONE,3,2
94_82600_MCD,E45,2,3
94_82600_MCD,E85,2,3
94_82600_MCD,NONE,2,3
94_84053_MCD,E45,0,2
94_84053_MCD,E85,0,2
94_84053_MCD,NONE,2,3
94_84088_MCD,E45,2,2
94_84088_MCD,E85,2,2
94_84088_MCD,NONE,2,2
94_84329_MCD,E45,0,2
94_84329_MCD,E85,0,2
94_84329_MCD,NONE,2,2
94_93087_MCD,E45,2,2
94_93087_MCD,E85,2,2
94_93087_MCD,NONE,2,2
94_94106_MCD,E45,0,2
94_94106_MCD,E85,0,2
94_94106_MCD,NONE,2,2
94_129921_MCD,E45,0,2
94_129921_MCD,E85,0,2
