Stand,HillID,Hill Area (ha) within stand,PortionOfTotalHillArea,Sediment contribution from Hill segment (tonne/yr),CumulativeStandSedimentDelivery (tonnes),TotalStandSedimentDelivery
1,254,1.353835446,0.097398234,0.000,0,11.31968651
1,357,2.489182971,0.270563366,1.948,1.948056238,11.31968651
1,255,3.034350157,0.224766678,0.000,1.948056238,11.31968651
1,245,2.727298903,0.340912363,0.580,2.527607255,11.31968651
1,243,6.86213819,0.672758646,0.000,2.527607255,11.31968651
1,247,0.6622541,0.057587313,0.000,2.527607255,11.31968651
1,242,2.735160217,0.329537376,0.461,2.98895958,11.31968651
1,244,1.48117203,0.105047662,4.380,7.369447075,11.31968651
1,234,0.758879617,0.067757109,3.950,11.31968651,11.31968651
2,317,3.216557984,0.114468256,63.587,63.58711603,812.706437
2,315,3.549777411,0.438244125,62.713,126.2998503,812.706437
2,3,0.71687695,0.043185358,3.813,130.1131174,812.706437
2,313,3.526023784,0.163241842,55.780,185.8928548,812.706437
2,135,19.02765039,0.495511729,97.715,283.6077677,812.706437
2,280,13.62150519,0.661238116,26.582,310.18954,812.706437
2,284,0.155485839,0.014531387,0.112,310.3014317,812.706437
2,281,4.476133369,0.771747133,0.772,311.0731788,812.706437
2,17,4.487376703,0.207748921,64.922,375.9947168,812.706437
2,136,0.270130159,0.006891075,4.284,380.2788984,812.706437
2,137,6.466376244,0.229304122,0.688,380.9668108,812.706437
2,136,23.72237548,0.60516264,376.230,757.1964239,812.706437
2,134,4.238804384,0.225468318,55.398,812.5939897,812.706437
2,138,0.070209589,0.002797195,0.112,812.706437,812.706437
20,341,0.859171081,0.064117245,0.000,0,165.9889562
20,264,1.282289905,0.12822899,1.077,1.07712352,165.9889562
20,265,4.113822962,0.472853214,0.567,1.644547377,165.9889562
20,269,0.020198366,0.010099183,0.000,1.644547377,165.9889562
20,344,0.079193304,0.158386609,0.000,1.644547377,165.9889562
20,342,3.101991317,0.469998684,0.000,1.644547377,165.9889562
20,343,3.827725129,0.539116215,0.162,1.806282242,165.9889562
20,345,0.206775812,0.025527878,0.158,1.964555085,165.9889562
20,258,0.090045417,0.12863631,0.000,1.964555085,165.9889562
20,266,20.12908071,0.972419358,79.349,81.3139747,165.9889562
20,256,7.394498495,0.859825406,0.000,81.3139747,165.9889562
20,257,6.659572828,0.951367547,0.000,81.3139747,165.9889562
20,263,4.714017175,0.567953876,0.568,81.88192858,165.9889562
20,259,2.51613239,0.314516549,9.215,91.09726346,165.9889562
20,258,0.288708521,0.412440744,0.000,91.09726346,165.9889562
20,248,0.090045182,0.017655918,0.011,91.10785701,165.9889562
20,250,0.49063767,0.446034246,0.000,91.10785701,165.9889562
20,356,6.09565752,0.331285735,0.033,91.14098558,165.9889562
20,355,2.152696815,0.321298032,0.000,91.14098558,165.9889562
20,253,2.490471332,0.132471879,3.034,94.17459162,165.9889562
20,262,0.022810057,0.000792016,0.005,94.17910611,165.9889562
20,205,8.020909282,0.72260444,18.788,112.9668215,165.9889562
20,248,5.042533016,0.988731964,0.593,113.5600607,165.9889562
20,252,0.540272049,1.080544098,0.000,113.5600607,165.9889562
20,251,7.887691041,0.896328527,31.551,145.1108249,165.9889562
20,249,5.76289969,0.993603395,0.099,145.2101852,165.9889562
20,215,0.090045167,0.900451674,0.000,145.2101852,165.9889562
20,254,6.610465841,0.475573082,0.000,145.2101852,165.9889562
20,357,4.504694521,0.489640709,3.525,148.7355983,165.9889562
20,246,4.502272684,1.000505041,0.000,148.7355983,165.9889562
20,254,0.090045981,0.006478128,0.000,148.7355983,165.9889562
20,255,8.955440598,0.66336597,0.000,148.7355983,165.9889562
20,216,6.09917839,0.896937999,12.198,160.9339551,165.9889562
20,245,5.279689306,0.659961163,1.122,162.0558891,165.9889562
20,207,0.359669352,0.399632614,0.000,162.0558891,165.9889562
20,226,0.149297537,0.497658456,0.000,162.0558891,165.9889562
20,209,0.090045109,0.045022554,0.000,162.0558891,165.9889562
20,243,0.738488193,0.072400803,0.000,162.0558891,165.9889562
20,247,9.003384195,0.782902973,0.000,162.0558891,165.9889562
20,208,0.127827799,0.142030888,0.000,162.0558891,165.9889562
20,228,0.015144869,0.021635528,0.000,162.0558891,165.9889562
20,242,0.118478558,0.014274525,0.020,162.0758734,165.9889562
20,206,0.593863857,0.059986248,1.122,163.1976163,165.9889562
20,209,0.039965489,0.019982744,0.000,163.1976163,165.9889562
20,217,0.60257769,0.078256843,2.786,165.9835599,165.9889562
20,210,0.007603855,0.001226428,0.005,165.9889562,165.9889562
21,190,2.37415E-06,2.8953E-07,0.000,5.50108E-07,53.32164351
21,179,3.149489024,0.388825805,3.655,3.654963121,53.32164351
21,94,0.240352349,0.024778593,0.000,3.654963121,53.32164351
21,97,5.977325309,0.703214742,0.000,3.654963121,53.32164351
21,180,0.123051634,0.094655103,0.000,3.654963121,53.32164351
21,96,0.301980329,0.167766849,0.000,3.654963121,53.32164351
21,171,12.81131863,0.767144828,3.682,7.337258297,53.32164351
21,181,2.574942541,0.451744305,0.000,7.337258297,53.32164351
21,176,2.497337464,0.356762495,0.000,7.337258297,53.32164351
21,166,0.490114737,0.11954018,0.000,7.337258297,53.32164351
21,166,0.090044991,0.021962193,0.000,7.337258297,53.32164351
21,165,0.264359515,0.101676737,0.000,7.337258297,53.32164351
21,167,1.658577971,0.975634101,0.000,7.337258297,53.32164351
21,170,5.085090077,0.598245891,32.664,40.00148397,53.32164351
21,169,9.546674044,0.909207052,0.000,40.00148397,53.32164351
21,168,4.320472523,0.815183495,0.000,40.00148397,53.32164351
21,168,0.090045109,0.016989643,0.000,40.00148397,53.32164351
21,168,0.090045094,0.01698964,0.000,40.00148397,53.32164351
21,168,0.003901849,0.000736198,0.000,40.00148397,53.32164351
21,172,2.419021358,0.967608543,0.000,40.00148397,53.32164351
21,174,4.924612157,0.315680266,8.681,48.68269129,53.32164351
21,174,2.05256286,0.131574542,3.618,52.30099121,53.32164351
21,173,0.841869864,0.051648458,0.165,52.46626627,53.32164351
21,178,0.341595455,0.027771988,0.855,53.32164351,53.32164351
25,384,2.080116541,0.21225679,0.509,0.509416296,47.92115922
25,389,0.033015899,0.003751807,0.000,0.509416296,47.92115922
25,405,0.018021614,0.001594833,0.000,0.509416296,47.92115922
25,411,0.398080335,0.044728127,0.125,0.634655053,47.92115922
25,407,9.67713E-05,3.0241E-05,0.000,0.634655053,47.92115922
25,412,0.166309576,0.020281656,0.000,0.634655053,47.92115922
25,403,0.002696289,0.000166438,0.000,0.634704984,47.92115922
25,391,0.050647888,0.003399187,0.000,0.634704984,47.92115922
25,404,0.090045255,0.027286441,0.000,0.634704984,47.92115922
25,404,0.002075454,0.000628925,0.000,0.634704984,47.92115922
25,409,0.141162104,0.128329186,0.000,0.634704984,47.92115922
25,410,0.090045679,0.026484023,0.000,0.634704984,47.92115922
25,385,0.205850066,0.082340026,0.000,0.634704984,47.92115922
25,391,1.894325169,0.127135917,0.000,0.634704984,47.92115922
25,410,0.410555978,0.120751758,0.000,0.634704984,47.92115922
25,404,2.199297529,0.666453797,0.000,0.634704984,47.92115922
25,406,10.14958893,0.672158208,0.000,0.634704984,47.92115922
25,338,0.090045262,0.005424413,0.040,0.674845643,47.92115922
25,398,0.069592107,0.008699013,0.010,0.685284459,47.92115922
25,398,0.090045735,0.011255717,0.014,0.69879132,47.92115922
25,386,8.647386874,0.891483183,0.000,0.69879132,47.92115922
25,395,7.840777735,0.753920936,7.464,8.162608586,47.92115922
25,403,9.777706964,0.603562158,0.181,8.343677234,47.92115922
25,401,1.980996442,0.990498221,0.000,8.343677234,47.92115922
25,400,9.068981183,0.975159267,0.000,8.343677234,47.92115922
25,398,7.743912346,0.967989043,1.162,9.505264086,47.92115922
25,388,0.270138202,0.192955859,0.000,9.505264086,47.92115922
25,388,0.090046053,0.064318609,0.000,9.505264086,47.92115922
25,388,0.030770344,0.021978817,0.000,9.505264086,47.92115922
25,393,0.090045714,0.064318367,0.000,9.505264086,47.92115922
25,388,0.024764841,0.017689172,0.000,9.505264086,47.92115922
25,387,8.08369361,0.816534708,0.000,9.505264086,47.92115922
25,392,10.9729095,0.922093236,28.585,38.09015439,47.92115922
25,338,4.882549655,0.294129497,2.177,40.26671267,47.92115922
25,379,6.022800788,0.926584737,0.741,41.00798046,47.92115922
25,393,1.350684596,0.964774711,0.000,41.00798046,47.92115922
25,397,1.170593229,0.450228165,0.000,41.00798046,47.92115922
25,388,0.720367899,0.514548499,0.000,41.00798046,47.92115922
25,399,4.450810726,0.824224209,2.638,43.64549793,47.92115922
25,397,0.09004559,0.034632919,0.000,43.64549793,47.92115922
25,396,6.767960463,0.845995058,0.000,43.64549793,47.92115922
25,340,8.465809357,0.427566129,4.276,47.92115922,47.92115922
25,363,5.956858973,0.676915792,0.000,47.92115922,47.92115922
25,397,1.022355179,0.39321353,0.000,47.92115922,47.92115922
25,361,1.690572978,0.62613814,0.000,47.92115922,47.92115922
25,397,0.000512217,0.000197007,0.000,47.92115922,47.92115922
25,390,11.77387057,0.49057794,0.000,47.92115922,47.92115922
25,346,6.185115649,0.606383887,0.000,47.92115922,47.92115922
25,394,8.290419545,0.746884644,0.000,47.92115922,47.92115922
25,391,3.907067505,0.262219296,0.000,47.92115922,47.92115922
26,242,4.641218545,0.559182957,0.783,0.78285614,4.983113202
26,244,1.420230805,0.100725589,4.200,4.983113202,4.983113202
30,170,0.006998193,0.000823317,0.045,0.044953099,117.7361072
30,168,0.722060184,0.136237771,0.000,0.044953099,117.7361072
30,171,1.875681442,0.112316254,0.539,0.584071119,117.7361072
30,175,2.144937461,0.249411333,10.899,11.48334636,117.7361072
30,174,2.114763991,0.135561794,3.728,15.2112957,117.7361072
30,174,0.468703583,0.030045101,0.826,16.03753599,117.7361072
30,174,0.090045313,0.005772135,0.159,16.19626972,117.7361072
30,173,12.14337376,0.744992255,2.384,18.58024493,117.7361072
30,177,3.194647057,0.389591104,9.818,28.39794076,117.7361072
30,178,10.08189178,0.819665998,25.246,53.64365351,117.7361072
30,176,1.60889603,0.22984229,0.000,53.64365351,117.7361072
30,179,0.064027902,0.007904679,0.074,53.7179575,117.7361072
30,225,0.417897957,0.050349151,3.434,57.15176963,117.7361072
30,225,0.277286214,0.033407978,2.278,59.4301937,117.7361072
30,224,1.681837558,0.177035532,0.000,59.4301937,117.7361072
30,223,2.050888411,0.144428761,0.000,59.4301937,117.7361072
30,232,3.835499464,0.479437433,3.931,63.36158065,117.7361072
30,230,0.090045721,0.011255715,0.000,63.36158065,117.7361072
30,230,0.090045706,0.011255713,0.000,63.36158065,117.7361072
30,230,0.090045692,0.011255711,0.000,63.36158065,117.7361072
30,230,0.090045677,0.01125571,0.000,63.36158065,117.7361072
30,230,0.090045663,0.011255708,0.000,63.36158065,117.7361072
30,230,0.090045648,0.011255706,0.000,63.36158065,117.7361072
30,230,0.060861515,0.007607689,0.000,63.36158065,117.7361072
30,238,8.909963709,0.882174625,15.438,78.79963658,117.7361072
30,236,5.774322222,0.9466102,2.272,81.07150106,117.7361072
30,236,0.03500892,0.005739167,0.014,81.08527506,117.7361072
