stand,climateScenario,initial,none,first,second,both
79.0,Ensemble_rcp85,189.98436314100002,221.37701743144146,243.54185979789145,219.02483007826714,190.70811309582288
80.0,NONE,185.11845415250002,475.62568771939686,430.0785572732422,439.3122835235348,404.0643092796295
80.0,Ensemble_rcp45,185.11845415250002,473.8499711328022,473.8499711328022,475.80325937805634,433.9851337637505
80.0,Ensemble_rcp85,185.11845415250002,432.0318455184965,410.8120323086895,395.71844132263425,297.876457401265
81.0,NONE,144.3503782461643,377.6956460414442,328.3724039680015,319.4780488400036,317.5913674492162
81.0,Ensemble_rcp45,144.3503782461643,367.27397740661837,306.72048895944107,325.31777695434573,294.322296962838
81.0,Ensemble_rcp85,144.3503782461643,351.8211583963595,324.0599893604874,342.1182255294528,304.7439655976638
82.0,NONE,97.77502587949999,154.99819770759447,121.74567738544192,125.98109325303318,121.6555621542166
82.0,Ensemble_rcp45,97.77502587949999,148.41978582814426,107.50747085183735,129.49558727082166,114.71668934986499
82.0,Ensemble_rcp85,97.77502587949999,148.41978582814426,109.30977547634426,125.71074755935715,115.07715027476638
83.0,NONE,38.32700503315,93.85659604629524,82.35849453635024,81.37803626806034,78.25839632350163
83.0,Ensemble_rcp45,38.32700503315,99.65021308619,97.42189884007664,94.30225889551791,76.74314263614454
83.0,Ensemble_rcp85,38.32700503315,55.796988722678826,56.86657956081325,47.06199687791441,38.32700503315
84.0,NONE,131.356163947,283.62208460393066,267.5376563655224,248.59377421806386,248.0576266101169
84.0,Ensemble_rcp45,131.356163947,335.6284025747838,330.17756856065654,340.36437311164855,221.25024621277004
84.0,Ensemble_rcp85,131.356163947,219.7311613235871,227.23722783484422,179.6988065968823,167.00997987547134
85.0,NONE,115.29900295032779,266.1415708204,249.12507661029997,232.19861676109997,228.95737976869998
85.0,Ensemble_rcp45,115.29900295032779,301.16493721050006,295.4927724738,301.9752464586001,149.3670047331
85.0,Ensemble_rcp85,115.29900295032779,196.81511292739992,191.23298255159992,154.5889976653,159.8109905975
86.0,NONE,143.69615243727586,337.53707744844166,336.10683559484653,327.70416470497537,316.1728397603649
86.0,Ensemble_rcp45,143.69615243727586,378.8353109709999,377.04750865400604,378.8353109709999,331.5479396865124
86.0,Ensemble_rcp85,143.69615243727586,347.1912099602085,346.5654791492606,307.7701688704938,249.30903310479448
87.0,NONE,612.88385852,812.1496873926565,695.4099048174184,738.873023868507,645.5709976410668
87.0,Ensemble_rcp45,612.88385852,1166.8590267558802,1148.8092603730934,1169.0142227418846,637.7584121918006
87.0,Ensemble_rcp85,612.88385852,452.41155739542273,449.8971620784175,452.0523580644219,672.0619483023708
88.0,NONE,109.881523925,128.20994006147774,112.9066023164575,114.33016861831983,109.97049681886638
88.0,Ensemble_rcp45,109.881523925,111.30509022686233,111.57200890846151,111.30509022686233,109.70357813726719
88.0,Ensemble_rcp85,109.881523925,110.50433418206475,114.06324993672062,110.50433418206475,109.70357813726719
