stand,climateScenario,initial,none,first,second,both
89.0,NONE,48.704546888859994,124.07880383917961,112.1226021844407,116.8165183896345,112.1226021844407
89.0,Ensemble_rcp45,48.704546888859994,125.31870623300443,91.04426148941948,95.02966204099911,103.79754325447433
89.0,Ensemble_rcp85,48.704546888859994,130.1011868949,91.66421268633188,96.53525780492919,91.04426148941947
90.0,NONE,108.67525316449999,228.17256082822627,189.0676580158958,188.158241671423,181.88326889456067
90.0,Ensemble_rcp45,108.67525316449999,264.5492146071384,257.0920005824614,264.82203951048024,141.5961248344155
90.0,Ensemble_rcp85,108.67525316449999,132.41101975524015,117.13282516809709,109.49372787452553,146.32508982567407
91.0,NONE,246.4497269915,493.9827494862594,411.83284048909263,406.3260883475243,386.46567078776985
91.0,Ensemble_rcp45,246.4497269915,557.4458110522025,556.3625155489432,557.4458110522025,414.4508046219693
91.0,Ensemble_rcp85,246.4497269915,493.0800032335434,488.74682122050604,293.3925321327383,247.80384637057412
92.0,NONE,229.551783654,412.65096226935583,341.2549350698833,341.2549350698833,331.1329666567936
92.0,Ensemble_rcp45,229.551783654,445.0954860220274,437.5943844301841,440.6671248413007,264.61717422791804
92.0,Ensemble_rcp85,229.551783654,184.9970476928102,186.44304318039445,182.46655558953773,189.69653302745905
93.0,NONE,286.18465953181504,545.8923344979495,555.5430747378871,568.0532935674355,481.1966314079978
93.0,Ensemble_rcp45,286.18465953181504,282.82030425372574,282.82030425372574,282.82030425372574,282.82030425372574
93.0,Ensemble_rcp85,286.18465953181504,282.82030425372574,282.82030425372574,282.82030425372574,282.82030425372574
94.0,NONE,302.5355365375,692.8604028738281,445.0693919954949,511.87932298085946,397.7081740732553
94.0,Ensemble_rcp45,302.5355365375,301.1849314636719,299.2040440220573,313.2503367898698,300.9148104489062
94.0,Ensemble_rcp85,302.5355365375,300.2845280811198,305.14670634690106,299.2040440220573,300.6446894341406
95.0,NONE,653.262927935,1474.3669346110498,1070.7597703560102,1111.4430857582724,958.4774042788423
95.0,Ensemble_rcp45,653.262927935,643.9434019397683,651.4707113974556,643.5849586322593,651.3811005705783
95.0,Ensemble_rcp85,653.262927935,644.5706777279089,654.5174795112813,643.9434019397683,640.717412172188
96.0,NONE,420.5530840694999,1033.0509090732849,704.5162775865126,729.4978496744017,641.8826238265893
96.0,Ensemble_rcp45,420.5530840694999,493.61070316106066,480.13143764601256,473.9309755090904,419.4747428282962
96.0,Ensemble_rcp85,420.5530840694999,421.99087239110514,448.4102328005994,420.5530840695,427.0231315167231
97.0,NONE,315.1901897095,795.6761436814255,615.8744672789604,613.4568152556205,558.2985320564582
97.0,Ensemble_rcp45,315.1901897095,549.7024359734717,539.0468585372698,586.9521856664126,420.492366726083
97.0,Ensemble_rcp85,315.1901897095,421.56687873645615,387.54066507463517,375.4524049579355,341.3366486285835
98.0,NONE,213.0828485795,424.4538264938793,383.72932435521807,380.1253861128586,367.51160226460075
98.0,Ensemble_rcp45,213.0828485795,329.5801522637679,377.872924711384,337.77911176513544,250.8341016682147
98.0,Ensemble_rcp85,213.0828485795,363.00667946165146,403.46088623213575,304.9832737596649,272.27753421025324
99.0,NONE,55.34735449451875,123.39517534696958,112.99267509969599,120.97390373769036,120.16681320126398
99.0,Ensemble_rcp45,55.34735449451875,138.550542086532,136.75700756114,103.48694211511837,99.72051961179518
99.0,Ensemble_rcp85,55.34735449451875,140.70278351700236,135.32217994082637,90.3941400797568,108.5985155124856
100.0,NONE,120.12090297625832,292.17547936866714,246.74018110639315,266.8523855685668,244.5461224377924
100.0,Ensemble_rcp45,120.12090297625832,252.22532777789505,241.34645354608296,232.02170420452978,221.78276375105955
100.0,Ensemble_rcp85,120.12090297625832,244.2718651042173,231.19893220380447,214.37781574453203,213.46362463261502
101.0,NONE,121.39069265561271,288.4102340939942,262.7659623657828,280.681823436177,255.74013449503988
101.0,Ensemble_rcp45,121.39069265561271,280.94529198133,233.16966246027857,246.3430897179214,220.8744636864787
101.0,Ensemble_rcp85,121.39069265561271,237.03386778918713,174.32835404280715,187.2383127552972,217.01025835757008
102.0,NONE,231.719491341,579.8314168383414,500.46083244797603,515.0209843943071,488.38656010223804
102.0,Ensemble_rcp45,231.719491341,527.5391638115796,567.4908002496828,420.1136525002345,331.7761452648724
102.0,Ensemble_rcp85,231.719491341,511.5585092363382,551.3325828458278,373.41462857480695,378.56395060460693
103.0,NONE,108.48099700366248,267.5560724418063,242.12229247204004,248.59468809158625,231.2741927716738
103.0,Ensemble_rcp45,108.48099700366248,225.713402168965,212.58628992650506,210.03379587936,190.43428801735382
103.0,Ensemble_rcp85,108.48099700366248,245.58639153602252,205.0199682867538,188.5199174819951,193.5337450746013
104.0,NONE,249.05397956137716,622.3425783143414,563.9701546119952,564.8599781440432,524.9069015550898
104.0,Ensemble_rcp45,249.05397956137716,583.2793252574361,585.0589723215321,454.6108425233013,403.35700707733906
104.0,Ensemble_rcp85,249.05397956137716,600.3639370727569,582.9233958446171,505.4197662032399,448.3820777989657
105.0,NONE,114.12181917349999,244.1293955759512,209.43636254720724,213.45345058211439,186.4294038018296
105.0,Ensemble_rcp45,114.12181917349999,220.75724700921842,216.92275388498882,167.07434327000405,145.61944126538594
105.0,Ensemble_rcp85,114.12181917349999,221.1224368305736,235.18224495274882,207.70171089577005,172.09570331363804
106.0,NONE,56.585117057000005,133.13096831993388,123.06149079640474,120.47728860010082,112.63557159062681
106.0,Ensemble_rcp45,56.585117057000005,130.45765570306773,133.6656308433071,112.01179864669133,97.48680009505199
106.0,Ensemble_rcp85,56.585117057000005,133.48741000218268,138.29937271254175,117.98219682435905,117.44753430098584
107.0,NONE,34.35886552695,82.00315905765397,69.63396746795199,75.58950415929,71.0999457304352
107.0,Ensemble_rcp45,34.35886552695,87.86707210758678,84.93511558262038,76.78061149755759,71.2831930132456
107.0,Ensemble_rcp85,34.35886552695,86.40109384510359,83.83563188575799,68.99260197811559,76.505740573342
108.0,NONE,155.45388164056365,358.34604815023243,314.1392093804405,301.32824794103135,305.38805966478776
108.0,Ensemble_rcp45,155.45388164056365,345.4448686725176,325.23602809204124,327.1306068964609,333.17521546294273
108.0,Ensemble_rcp85,155.45388164056365,363.48847633365716,326.7697347432381,346.79813924710317,319.3718556021709
109.0,NONE,56.5879920965,146.32674491724882,121.64190427042914,121.10721458132835,118.25553623945748
109.0,Ensemble_rcp45,56.5879920965,140.0886985444063,104.88829401193779,124.67181250866693,114.24536357120158
109.0,Ensemble_rcp85,56.5879920965,145.70294027996457,121.82013416679607,124.67181250866693,117.4535017058063
110.0,NONE,57.752841667,150.1573883342,113.99522439809382,113.99522439809382,113.99522439809382
110.0,Ensemble_rcp45,57.752841667,136.0301547571954,125.36809168021075,142.69394418031075,120.03706014171846
110.0,Ensemble_rcp85,57.752841667,148.82463044957692,128.83326218023075,140.56153156491385,120.03706014171846
111.0,NONE,197.5397378072625,526.2287284901779,408.0198978353644,408.3825016103792,407.29469028533487
111.0,Ensemble_rcp45,197.5397378072625,480.6313037820712,386.2636713344786,508.82374728946917,384.6319543469122
111.0,Ensemble_rcp85,197.5397378072625,482.8069264321598,387.07952982826185,407.2946902853349,393.42509589102025
112.0,NONE,157.06188562033017,397.66613606972743,338.22305241027686,368.4392038619794,329.67979530339676
112.0,Ensemble_rcp45,157.06188562033017,375.63352563619435,285.88436150286384,300.99243722871495,267.1791248899051
112.0,Ensemble_rcp85,157.06188562033017,375.36373856966134,304.0500239827562,299.283785807339,273.7439435088762
113.0,NONE,33.89608402225,84.78664304743631,63.9846627159733,63.9846627159733,63.9846627159733
113.0,Ensemble_rcp45,33.89608402225,88.12981845785002,82.92932337498426,59.527095502088365,76.24297255415686
113.0,Ensemble_rcp85,33.89608402225,88.12981845785002,82.92932337498426,77.72882829211851,71.69253935664932
114.0,NONE,54.20862054649092,111.62948541192188,103.27924831417971,106.61934315327656,101.78499535984687
114.0,Ensemble_rcp45,54.20862054649092,123.23192011615312,103.71873447721877,93.08316933167345,70.8451694818969
114.0,Ensemble_rcp85,54.20862054649092,123.58350904658437,106.0040625250219,89.47938279475314,80.7775567665797
115.0,NONE,350.1542364285308,810.9802975210092,740.0878625242289,750.5668214247813,740.9079549599243
115.0,Ensemble_rcp45,350.1542364285308,836.8587699362865,618.1674537508457,743.2771108852663,498.16059399408505
115.0,Ensemble_rcp85,350.1542364285308,840.6858679695316,721.4991006484662,748.6532724081585,572.0600345884152
116.0,NONE,84.03613975845,196.7334466121764,187.56405200773258,189.37977371158286,182.2076729813743
116.0,Ensemble_rcp45,84.03613975845,199.18467091237432,181.48138429983425,192.2849284377433,156.60599695708555
116.0,Ensemble_rcp85,84.03613975845,199.72938742352943,180.7550956182941,189.10741545600533,183.29710600368446
117.0,NONE,94.8228753391641,198.2059745853173,173.5193491536029,172.8954994134513,168.0829442751387
117.0,Ensemble_rcp45,94.8228753391641,206.4051425987387,160.77499017621963,178.77751124916654,152.7540649456986
117.0,Ensemble_rcp85,94.8228753391641,200.52313076302335,151.6846082482959,168.7959154067405,147.49590285013494
118.0,NONE,122.2382617076143,302.7641406414154,279.48857907859184,273.7606088502408,272.3058862525643
118.0,Ensemble_rcp45,122.2382617076143,288.48967515171495,277.57925566914145,293.4902840812278,199.56975636874083
118.0,Ensemble_rcp85,122.2382617076143,217.48102835263228,207.02520968183268,212.11673877370032,187.47737477555518
119.0,NONE,112.74632148797417,293.13525451204697,252.9797401953281,276.5376419278032,239.59456875642184
119.0,Ensemble_rcp45,112.74632148797417,293.4921924170844,257.5306984845563,274.66371792635624,258.60151219966866
119.0,Ensemble_rcp85,112.74632148797417,293.58142689334386,263.50940839393445,271.4512767810188,255.12136762555306
120.0,NONE,38.880373297324,102.38228138224763,83.10419277592109,100.64551664293892,78.15441326889132
120.0,Ensemble_rcp45,38.880373297324,94.65367829232392,62.69720708904392,84.05941338254085,59.6578687952537
120.0,Ensemble_rcp85,38.880373297324,97.43250187521784,65.6497071458687,85.62250164791871,63.30507474780196
121.0,NONE,187.23662157095387,399.1612086482783,388.8458066270307,393.51016232359484,389.2943023670849
121.0,Ensemble_rcp45,187.23662157095387,416.29374591835045,326.32550046346887,298.8775611721491,316.4585941822756
121.0,Ensemble_rcp85,187.23662157095387,417.3701356944806,326.5945979075015,296.7247816198887,358.34809630334206
122.0,NONE,146.9867812453648,373.33590536619647,321.0387922893011,320.41936793813665,305.64167270321013
122.0,Ensemble_rcp45,146.9867812453648,300.8632562799403,312.1898729869498,298.7395156473761,265.73304664960637
122.0,Ensemble_rcp85,146.9867812453648,292.10282617061273,278.29851205894494,261.30858699843077,239.45175632162326
123.0,NONE,302.6003108323072,735.1596530357187,716.7761997065905,663.4998810780008,648.9537505311664
123.0,Ensemble_rcp45,302.6003108323072,708.5661137537761,666.9802436014764,672.0669272896333,468.95654002217805
123.0,Ensemble_rcp85,302.6003108323072,578.9895398028337,542.0441530151684,461.90657491052224,370.25702845899474
124.0,NONE,118.37146724376521,256.8640917251846,232.15698251762052,239.1648171292205,242.8484225019846
124.0,Ensemble_rcp45,118.37146724376521,317.8681904594974,287.05168697515387,173.03960848643078,157.40674666055386
124.0,Ensemble_rcp85,118.37146724376521,317.8681904594974,288.3993474773846,172.77007638598462,163.06692076992312
125.0,NONE,192.9077940545,303.4845018704975,251.62660988910307,264.992045966782,232.82589647316792
125.0,Ensemble_rcp45,192.9077940545,393.9239526627921,389.37970439638116,394.9931875490064,216.3418586440304
125.0,Ensemble_rcp85,192.9077940545,247.43877325143035,245.5676122005553,195.66998417722033,197.71935104246447
126.0,NONE,92.33954770028096,209.16342383802206,207.99239691730958,200.60591941743112,198.0837075882043
126.0,Ensemble_rcp45,92.33954770028096,237.8986228924273,234.02522615468618,238.88949182533784,162.86282097293008
126.0,Ensemble_rcp85,92.33954770028096,199.07457652111484,199.07457652111484,182.04964667383393,146.28828609515412
127.0,NONE,68.3731169105,53.44722080062615,49.06776625341765,48.352753266118306,48.263376642705886
127.0,Ensemble_rcp45,68.3731169105,51.39155846214052,55.50288313911177,55.77101300934903,49.782779240717
127.0,Ensemble_rcp85,68.3731169105,50.22966235777908,50.22966235777908,36.46566235226666,35.84002598837974
128.0,NONE,105.994404382,233.90326367842195,210.28932042369794,216.72948676589536,200.09239038188528
128.0,Ensemble_rcp45,105.994404382,230.50428699781773,227.28420382671905,233.72437016891647,182.20303943133675
128.0,Ensemble_rcp85,105.994404382,211.54157499023634,211.80991525449457,199.9134968723798,152.3278233439207
129.0,NONE,97.1799915025,212.60415122103538,183.63351224481846,192.8014359714694,179.23290885602603
129.0,Ensemble_rcp45,97.1799915025,206.00324613784667,204.07798215525,199.58569952919103,188.5841910572099
129.0,Ensemble_rcp85,97.1799915025,204.261340629783,205.81988766331366,202.2443974099198,182.16664444855425
130.0,NONE,68.163516525,155.30228224479728,130.8923743000338,145.72254478722974,146.73578624908782
130.0,Ensemble_rcp45,68.163516525,163.96089110067564,121.40474970263513,139.18253171523645,125.82616699074326
130.0,Ensemble_rcp85,68.163516525,172.4352742362162,159.3552480922297,125.27348982972973,124.90503838905406
131.0,NONE,129.611080999,314.6138450354673,295.2403992440379,301.1524836404835,293.23938606370245
131.0,Ensemble_rcp45,129.611080999,298.51478444822305,255.12918049276834,279.8689798132792,256.67541795030024
131.0,Ensemble_rcp85,129.611080999,299.6972013275122,257.4030591067859,280.7785312588863,249.9447372528083
132.0,NONE,125.494169133,184.90076142761438,173.7055981380518,168.1080164932705,164.13553919697407
132.0,Ensemble_rcp45,125.494169133,167.74688219360718,167.74688219360718,169.4622701170079,153.93349523148558
132.0,Ensemble_rcp85,125.494169133,154.83633098064388,154.83633098064388,152.66952518266405,142.19663049242806
133.0,NONE,131.365919141,252.31316193633444,249.32345481105654,248.96106606859863,224.40922876707378
133.0,Ensemble_rcp45,131.365919141,130.9129332129276,151.38789716180068,130.9129332129276,163.5279200341414
133.0,Ensemble_rcp85,131.365919141,130.9129332129276,130.9129332129276,130.9129332129276,130.9129332129276
134.0,NONE,28.621917157043004,72.7495853527809,63.279748816591656,69.91748470644394,61.598189057829074
134.0,Ensemble_rcp45,28.621917157043004,72.74958535278091,53.27889340921424,54.96045316797681,43.01252856624273
134.0,Ensemble_rcp85,28.621917157043004,74.51964825674152,60.978667041442876,54.96045316797681,43.36654114703485
135.0,NONE,119.24551401791634,272.1685179637594,254.01810455573818,261.38348970681926,254.6318866516616
135.0,Ensemble_rcp45,119.24551401791634,233.41256276402314,197.72551804390386,229.90523650160355,174.1387489291322
135.0,Ensemble_rcp85,119.24551401791634,203.24955690721475,183.78389615078603,200.61906221040005,180.36425304492695
136.0,NONE,77.734423444328,180.25965246555327,163.7513829635381,172.62679667429896,154.96472338988482
136.0,Ensemble_rcp45,77.734423444328,160.02370920501846,148.84068792945982,149.46196688921302,129.04851535446298
136.0,Ensemble_rcp85,77.734423444328,153.27839478484017,142.09537350928147,139.1664869847304,124.965825047513
137.0,NONE,90.97692306249999,197.44694589405938,187.80879661912127,193.75382327469055,191.41184307704205
137.0,Ensemble_rcp45,90.97692306249999,174.56760088626237,131.5111957141089,157.4531302111386,138.71728862995047
137.0,Ensemble_rcp85,90.97692306249999,224.46979432846535,184.7462071298886,142.5905635722153,172.0454683657178
138.0,NONE,147.1654628470655,384.3777528639072,356.52041049607,354.46682435997946,348.1274932442217
138.0,Ensemble_rcp45,147.1654628470655,391.9670929320679,391.9670929320679,391.6992338708387,321.7880188900166
138.0,Ensemble_rcp85,147.1654628470655,356.78826955729903,356.78826955729903,227.68020204482298,187.94777462915786
139.0,NONE,79.7239991810769,182.4807514036848,174.07644438166304,174.79170455375,160.12887102596738
139.0,Ensemble_rcp45,79.7239991810769,211.18056580867395,204.92203930291308,209.7500454645,208.2301175988152
139.0,Ensemble_rcp85,79.7239991810769,211.44878837320655,205.19026186744568,210.19708307205437,206.62078221161957
140.0,NONE,23.843150456950003,4.048836870048113,2.6092504273643398,2.6092504273643398,2.6092504273643398
140.0,Ensemble_rcp45,23.843150456950003,5.848319923402831,5.848319923402831,5.848319923402831,2.2493538166933966
140.0,Ensemble_rcp85,23.843150456950003,5.3984491600641515,5.3984491600641515,2.879172885367548,2.6092504273643398
141.0,NONE,70.9313250485,95.51497683549566,90.40439689411305,87.76099347615651,80.62380424767392
141.0,Ensemble_rcp45,70.9313250485,114.72370833931303,121.24410343693914,132.7869650286826,108.55576703074783
141.0,Ensemble_rcp85,70.9313250485,124.68052788028258,124.68052788028258,115.95729660102609,116.22163694282172
142.0,NONE,9.92886686275,21.211670115875002,17.240123370775,17.962222778975,16.156974258475
142.0,Ensemble_rcp45,9.92886686275,22.294819228175,22.294819228175,17.87196035295,16.518023962575
142.0,Ensemble_rcp85,9.92886686275,22.294819228175,22.294819228175,20.309045855625,16.156974258475003
143.0,NONE,28.25360630175,66.61001728109547,62.15793386385,63.87027363971364,60.78806204315909
143.0,Ensemble_rcp45,28.25360630175,57.36338249143182,57.79146743539773,37.32900711382727,31.678285853477277
143.0,Ensemble_rcp85,28.25360630175,49.40100253366592,56.079127659534095,42.037941497452266,42.03794149745227
144.0,NONE,90.11620160433334,244.9587226149537,194.35776020617132,219.30063743594215,193.1955472886551
144.0,Ensemble_rcp45,90.11620160433334,246.38913851343517,188.36789363128014,200.07942380009723,177.37157141170377
144.0,Ensemble_rcp85,90.11620160433334,247.6407524246065,187.2056807137639,210.62874105139818,178.08677936094452
145.0,NONE,56.96168511976364,114.09917790964995,88.43125807173179,94.05710351565908,82.36589345249772
145.0,Ensemble_rcp45,56.96168511976364,67.77385683231135,70.93839489452044,62.76333823381363,48.69872462399545
145.0,Ensemble_rcp85,56.96168511976364,49.57776297460909,49.57776297460909,48.347109283749994,48.347109283749994
146.0,NONE,41.228713160800005,53.02101176378151,53.0210117637815,65.34529376238625,55.85825654043871
146.0,Ensemble_rcp45,41.228713160800005,70.39913602080689,70.39913602080689,94.51571662239313,58.69550131709592
146.0,Ensemble_rcp85,41.228713160800005,89.01855486761981,74.83233098433378,68.00521074050236,68.8031858339372
147.0,NONE,61.738585706500004,152.94945977216133,121.85484361341314,135.01372465450658,111.03932494950074
147.0,Ensemble_rcp45,61.738585706500004,158.4473484263168,145.91937264061823,136.0952765208978,95.89759882002336
147.0,Ensemble_rcp85,61.738585706500004,160.15980554810295,145.91937264061823,143.03523433024162,117.799024114446
148.0,NONE,28.096752345,29.728176674709673,22.205497821048382,22.56803656098387,20.845977546290325
148.0,Ensemble_rcp45,28.096752345,23.47438341082258,19.305187901564516,21.2085162862258,18.398841051725803
148.0,Ensemble_rcp85,28.096752345,21.2085162862258,18.489475736709675,18.85201447664516,19.0332838466129
149.0,NONE,133.7237100835,284.582187086174,247.13954826279394,222.8426300916902,220.30414610366444
149.0,Ensemble_rcp45,133.7237100835,278.7799379706865,281.8623828132892,239.88673686843464,230.63940234062645
149.0,Ensemble_rcp85,133.7237100835,261.1918703393651,285.0354877983214,245.3263454142041,221.5733880976773
150.0,NONE,26.66450001695,66.07372716064557,60.6504390216049,64.3563525832827,61.1023796998583
150.0,Ensemble_rcp45,26.66450001695,68.96614750146728,53.41938816955067,59.02345257989271,46.09794918184576
150.0,Ensemble_rcp85,26.66450001695,69.2373119084193,62.18703732766643,61.373544106810336,47.81532375920864
151.0,NONE,139.02198661780002,361.4521796589743,294.04134815257567,289.79428504158267,289.34246981700903
151.0,Ensemble_rcp45,139.02198661780002,338.9517814752031,313.9212180338192,333.6203618252333,294.1317111974904
151.0,Ensemble_rcp85,139.02198661780002,352.86769039207365,314.10194412364865,347.2651816073595,320.8791724922545
152.0,NONE,13.051827139950001,29.758165879086,26.016642098966997,23.493288851910002,26.277678641766002
152.0,Ensemble_rcp45,13.051827139950001,33.934750563870004,33.847738382937,33.934750563870004,24.711459384972002
152.0,Ensemble_rcp85,13.051827139950001,26.451703003632005,25.842617737101005,22.188106137915,21.317984328585
153.0,NONE,17.23488884795,36.239847361365136,28.60059933146297,27.110014350018652,24.967298439192433
153.0,Ensemble_rcp45,17.23488884795,36.61249360672622,36.42617048404568,31.302284610330812,29.06640713816433
153.0,Ensemble_rcp85,17.23488884795,36.9851398520873,35.68087799332352,34.65610081858054,32.79286959177514
154.0,NONE,13.415200829735001,12.666345918984241,9.585342857609696,9.585342857609696,9.585342857609696
154.0,Ensemble_rcp45,13.415200829735001,13.351013265956361,13.351013265956361,13.351013265956361,10.612343878067879
154.0,Ensemble_rcp85,13.415200829735001,12.324012245498182,12.324012245498182,12.324012245498182,6.076422704377577
155.0,NONE,20.157623037400004,18.992960373016892,12.632110436770668,13.348825922544892,11.915394950996447
155.0,Ensemble_rcp45,20.157623037400004,24.457915952045344,22.57653780188801,24.457915952045344,10.750732286613333
155.0,Ensemble_rcp85,20.157623037400004,19.44090755162578,20.695159651730677,20.06803360167823,18.903370937295115
156.0,NONE,8.23428396215,11.033940509280999,10.045826433822999,9.222398037607999,9.222398037607999
156.0,Ensemble_rcp45,8.23428396215,12.845482980954,11.857368905496,12.845482980954,6.093370131991
156.0,Ensemble_rcp85,8.23428396215,9.551769396094,9.551769396094,9.551769396094,8.6459981602575
157.0,NONE,26.32222726862667,64.43542291051645,63.827541562304035,61.743376939861456,62.00389751766677
157.0,Ensemble_rcp45,26.32222726862667,62.35125828807387,56.09876442074613,58.703970198799354,33.86767511469193
157.0,Ensemble_rcp85,26.32222726862667,29.351985099399677,26.920459706549998,26.920459706549998,28.744103751187257
158.0,NONE,16.02180761585588,39.0241357755135,31.219308620410807,35.476487068648645,30.509778879037835
158.0,Ensemble_rcp45,16.02180761585588,32.46098566781351,34.146118803574325,24.124011206681082,22.350186853248644
158.0,Ensemble_rcp85,16.02180761585588,33.880045150559454,39.91104795222972,26.696056519158102,23.414481465308103
159.0,NONE,25.260309037650003,52.67242217850724,48.55592737237168,46.77835006972224,46.123453168746124
159.0,Ensemble_rcp45,25.260309037650003,59.59561798882612,56.97603038492168,59.59561798882612,25.63453583820778
159.0,Ensemble_rcp85,25.260309037650003,50.42706137516057,50.42706137516056,43.223195464423334,42.66185526358667
160.0,NONE,128.3427856012,291.35372103918377,269.81120348355915,258.1570546419919,252.1534022084572
160.0,Ensemble_rcp45,128.3427856012,333.73244409942873,332.49639801017156,333.9973111185552,175.34196666176328
160.0,Ensemble_rcp85,128.3427856012,151.32735692762444,151.32735692762444,128.46050427636732,165.10044192220408
161.0,NONE,11.5234075865,29.783576531261534,23.755947947553842,23.57866475391538,23.224098366638458
161.0,Ensemble_rcp45,11.5234075865,27.03568702986538,24.90828870620384,25.97198786803461,22.51496559208461
161.0,Ensemble_rcp85,11.5234075865,25.97198786803461,23.844589544373072,27.30161182032307,24.376439125288456
162.0,NONE,156.2747852470579,351.57066269193894,306.88944134647505,319.8234791043723,300.4676463757707
162.0,Ensemble_rcp45,156.2747852470579,282.9207699769447,302.72884178799046,246.56074774844984,223.4965545438076
162.0,Ensemble_rcp85,156.2747852470579,329.77273891813957,317.833627141619,223.58700236029648,217.2556552060809
163.0,NONE,30.286478534193844,78.32617421536972,69.08054563315457,71.34834132313188,69.51666018891945
163.0,Ensemble_rcp45,30.286478534193844,82.33842812840648,66.89997285433026,66.46385829856538,65.1555146312708
163.0,Ensemble_rcp85,30.286478534193844,83.03621141763026,67.24886449894215,67.16164158778918,60.96881489592809
164.0,NONE,480.07543234799994,1178.0485258515184,1167.8093117658923,1159.3664510286217,1111.4038166275302
164.0,Ensemble_rcp45,480.07543234799994,1245.321958747431,1245.4117764148484,1247.0284944283685,1023.6519555603658
164.0,Ensemble_rcp85,480.07543234799994,996.0779316631094,993.5630369754118,835.7533953223835,907.4278939217664
165.0,NONE,16.19992191779,39.572792377040486,41.30524181290171,45.86431927569439,38.569795335226104
165.0,Ensemble_rcp45,16.19992191779,46.2290454727178,37.29325364564415,40.211063221831466,35.46962266052708
165.0,Ensemble_rcp85,16.19992191779,47.232042514532196,37.56679829341171,40.211063221831466,36.19907505457391
166.0,NONE,13.255949009550001,30.873532854500322,23.347574707142908,28.393387555939352,17.959672851648392
166.0,Ensemble_rcp45,13.255949009550001,32.583977887990656,21.893696428676133,23.775185965515487,15.99266106313452
166.0,Ensemble_rcp85,13.255949009550001,32.583977887990656,22.235785435374193,23.347574707142908,15.99266106313452
167.0,NONE,6.2893299587,16.35225789262,15.578186513087688,15.868463280412305,15.868463280412305
167.0,Ensemble_rcp45,6.2893299587,16.35225789262,12.675418839841537,15.48142759064615,12.675418839841536
167.0,Ensemble_rcp85,6.2893299587,16.35225789262,12.675418839841537,16.15874004773692,12.772177762283073
168.0,NONE,18.456395308991997,25.23951495246769,24.253596399636923,23.76063712322154,23.76063712322154
168.0,Ensemble_rcp45,18.456395308991997,23.957820833787693,22.97190228095692,23.26767784680615,21.295840741144612
168.0,Ensemble_rcp85,18.456395308991997,23.957820833787693,21.197248885861537,23.26767784680615,18.535268793218457
169.0,NONE,13.422079579199998,25.78956719146285,24.543231230537142,24.734975224525716,20.900095344754284
169.0,Ensemble_rcp45,13.422079579199998,23.872127251577137,26.268927176434286,20.804223347759997,19.174399398857137
169.0,Ensemble_rcp85,13.422079579199998,26.07718318244571,27.22764714637714,20.1331193688,19.174399398857137
170.0,NONE,8.908532295,20.817833363052635,17.81706459,18.754804831578948,18.285934710789473
170.0,Ensemble_rcp45,8.908532295,19.786319097315793,18.192160686631578,16.691776300105264,13.503459478736842
170.0,Ensemble_rcp85,8.908532295,18.098386662473686,18.942352879894738,16.691776300105264,15.378939961894737
171.0,NONE,23.947765490149997,23.33818600494618,23.686517139348364,19.15821239212,22.641523736141817
171.0,Ensemble_rcp45,23.947765490149997,25.776503945761455,25.07984167695709,25.776503945761455,18.72279847411727
171.0,Ensemble_rcp85,23.947765490149997,14.020328159687816,14.020328159687816,11.843258569674182,13.671997025285636
172.0,NONE,17.177843666947503,37.047887393977994,36.404973946794,36.646066489488,36.404973946794
172.0,Ensemble_rcp45,17.177843666947503,36.003153042304,35.520967956915996,33.592227615363996,36.485338127691996
172.0,Ensemble_rcp85,17.177843666947503,36.726430670386,35.199511233323996,33.270770891771996,36.163881404099996
173.0,NONE,12.604545572349998,22.948965731726894,23.296677333722762,22.427398328733105,21.123479821248623
173.0,Ensemble_rcp45,12.604545572349998,30.337837274138966,30.250909373639995,30.511693075136893,17.03786849779724
173.0,Ensemble_rcp85,12.604545572349998,26.339153851186552,25.12216324420104,17.21172429879517,20.254200816258965
174.0,NONE,11.718382501699999,3.385310500491111,2.5172821670318517,3.211704833799259,2.5172821670318517
174.0,Ensemble_rcp45,11.718382501699999,3.385310500491111,2.5172821670318517,3.211704833799259,2.5172821670318517
174.0,Ensemble_rcp85,11.718382501699999,3.385310500491111,2.5172821670318517,3.211704833799259,2.5172821670318517
175.0,NONE,31.003584686623334,71.6434186677377,65.85582303484824,53.84217755445649,53.05295996815338
175.0,Ensemble_rcp45,31.003584686623334,74.09876226956959,74.09876226956959,74.09876226956959,73.04647215449879
175.0,Ensemble_rcp85,31.003584686623334,67.78502157914474,67.78502157914474,29.72719575075041,28.49952394983446
176.0,NONE,16.557728936466667,44.2072183767054,43.727747461556746,43.727747461556746,43.727747461556746
176.0,Ensemble_rcp45,16.557728936466667,23.877651574402698,23.877651574402698,23.877651574402698,22.726921378045944
176.0,Ensemble_rcp85,16.557728936466667,23.110498110164862,23.110498110164862,23.110498110164862,19.082942422916215
177.0,NONE,63.508966360753845,118.67328017498893,109.57256850512776,115.67004532393473,113.5768816398667
177.0,Ensemble_rcp45,63.508966360753845,116.21608802412642,106.29631230397781,109.29954715503197,98.1966789178014
177.0,Ensemble_rcp85,63.508966360753845,118.12723747479725,104.11214150321113,104.20314861990973,99.37977143488334
178.0,NONE,19.89843685205,25.994979206720643,23.96279842183043,25.740956608609366,22.26931443442192
