Stand ID,Mgmt ID,TreatmentSchedule,2015,2055
60_85910_MHD,E85,both,TRUE,TRUE
60_85910_MHD,NONE,both,TRUE,TRUE
60_93760_MHD,E45,both,FALSE,FALSE
60_93760_MHD,E85,both,FALSE,FALSE
60_93760_MHD,NONE,both,FALSE,FALSE
60_137268_MCW,E45,both,TRUE,FALSE
60_137268_MCW,E85,both,TRUE,FALSE
60_137268_MCW,NONE,both,TRUE,FALSE
60_137417_MHD,E45,both,TRUE,TRUE
60_137417_MHD,E85,both,TRUE,TRUE
60_137417_MHD,NONE,both,TRUE,TRUE
60_137492_MHD,E45,both,TRUE,TRUE
60_137492_MHD,E85,both,TRUE,TRUE
60_137492_MHD,NONE,both,TRUE,TRUE
60_137526_MCW,E45,both,TRUE,FALSE
60_137526_MCW,E85,both,TRUE,FALSE
60_137526_MCW,NONE,both,TRUE,FALSE
60_141180_MHD,E45,both,TRUE,FALSE
60_141180_MHD,E85,both,TRUE,FALSE
60_141180_MHD,NONE,both,TRUE,TRUE
60_141226_MHD,E45,both,FALSE,FALSE
60_141226_MHD,E85,both,FALSE,FALSE
60_141226_MHD,NONE,both,FALSE,FALSE
61_2928_LPD,E45,both,FALSE,FALSE
61_2928_LPD,E85,both,FALSE,FALSE
61_2928_LPD,NONE,both,FALSE,FALSE
61_2946_MHD,E45,both,FALSE,FALSE
61_2946_MHD,E85,both,FALSE,FALSE
61_2946_MHD,NONE,both,TRUE,TRUE
61_8354_MHD,E45,both,FALSE,FALSE
61_8354_MHD,E85,both,FALSE,FALSE
61_8354_MHD,NONE,both,TRUE,TRUE
61_8734_MHD,E45,both,FALSE,FALSE
61_8734_MHD,E85,both,FALSE,FALSE
61_8734_MHD,NONE,both,FALSE,FALSE
61_8959_MHD,E45,both,TRUE,FALSE
61_8959_MHD,E85,both,TRUE,FALSE
61_8959_MHD,NONE,both,TRUE,FALSE
61_8994_MHD,E45,both,TRUE,FALSE
61_8994_MHD,E85,both,FALSE,FALSE
61_8994_MHD,NONE,both,TRUE,TRUE
61_9023_LPD,E45,both,FALSE,FALSE
61_9023_LPD,E85,both,FALSE,FALSE
61_9023_LPD,NONE,both,FALSE,TRUE
61_9024_MHD,E45,both,TRUE,TRUE
61_9024_MHD,E85,both,TRUE,TRUE
61_9024_MHD,NONE,both,TRUE,TRUE
61_9895_MHD,E45,both,FALSE,FALSE
61_9895_MHD,E85,both,FALSE,FALSE
61_9895_MHD,NONE,both,FALSE,FALSE
61_12642_MHD,E45,both,FALSE,FALSE
61_12642_MHD,E85,both,FALSE,FALSE
61_12642_MHD,NONE,both,FALSE,FALSE
61_13239_MHD,E45,both,FALSE,FALSE
61_13239_MHD,E85,both,FALSE,FALSE
61_13239_MHD,NONE,both,FALSE,FALSE
61_13302_MHD,E45,both,FALSE,FALSE
61_13302_MHD,E85,both,FALSE,FALSE
61_13302_MHD,NONE,both,FALSE,TRUE
61_13574_MHD,E45,both,FALSE,FALSE
61_13574_MHD,E85,both,FALSE,FALSE
61_13574_MHD,NONE,both,FALSE,FALSE
61_14234_MCW,E45,both,FALSE,FALSE
61_14234_MCW,E85,both,FALSE,FALSE
61_14234_MCW,NONE,both,TRUE,TRUE
61_14346_MHD,E45,both,FALSE,FALSE
61_14346_MHD,E85,both,FALSE,FALSE
61_14346_MHD,NONE,both,FALSE,TRUE
61_14452_MHD,E45,both,TRUE,TRUE
61_14452_MHD,E85,both,TRUE,TRUE
61_14452_MHD,NONE,both,TRUE,TRUE
61_14525_MHD,E45,both,FALSE,TRUE
61_14525_MHD,E85,both,FALSE,FALSE
61_14525_MHD,NONE,both,FALSE,FALSE
61_15235_MHD,E45,both,FALSE,FALSE
61_15235_MHD,E85,both,FALSE,FALSE
61_15235_MHD,NONE,both,FALSE,FALSE
61_16738_MHD,E45,both,FALSE,FALSE
61_16738_MHD,E85,both,FALSE,FALSE
61_16738_MHD,NONE,both,FALSE,TRUE
61_20760_MHD,E45,both,FALSE,FALSE
61_20760_MHD,E85,both,FALSE,FALSE
61_20760_MHD,NONE,both,TRUE,TRUE
61_21148_MHD,E45,both,FALSE,FALSE
61_21148_MHD,E85,both,FALSE,FALSE
61_21148_MHD,NONE,both,TRUE,TRUE
61_21177_MHD,E45,both,FALSE,FALSE
61_21177_MHD,E85,both,FALSE,FALSE
61_21177_MHD,NONE,both,FALSE,TRUE
61_21178_MHD,E45,both,FALSE,FALSE
61_21178_MHD,E85,both,FALSE,FALSE
61_21178_MHD,NONE,both,TRUE,TRUE
61_21307_MHD,E45,both,FALSE,FALSE
61_21307_MHD,E85,both,FALSE,FALSE
61_21307_MHD,NONE,both,TRUE,TRUE
61_21437_MHD,E45,both,FALSE,FALSE
61_21437_MHD,E85,both,FALSE,FALSE
61_21437_MHD,NONE,both,TRUE,TRUE
61_23423_LPD,E45,both,FALSE,FALSE
61_23423_LPD,E85,both,FALSE,FALSE
61_23423_LPD,NONE,both,FALSE,FALSE
61_23471_MHD,E45,both,FALSE,FALSE
61_23471_MHD,E85,both,FALSE,FALSE
61_23471_MHD,NONE,both,TRUE,TRUE
61_23722_MHD,E45,both,FALSE,FALSE
61_23722_MHD,E85,both,FALSE,FALSE
61_23722_MHD,NONE,both,FALSE,FALSE
61_23906_MHD,E45,both,TRUE,FALSE
61_23906_MHD,E85,both,TRUE,FALSE
61_23906_MHD,NONE,both,TRUE,FALSE
61_24337_MHD,E45,both,FALSE,FALSE
61_24337_MHD,E85,both,FALSE,FALSE
61_24337_MHD,NONE,both,FALSE,FALSE
61_24481_MHD,E45,both,FALSE,FALSE
61_24481_MHD,E85,both,FALSE,FALSE
61_24481_MHD,NONE,both,TRUE,TRUE
61_24617_MHD,E45,both,TRUE,FALSE
61_24617_MHD,E85,both,TRUE,FALSE
61_24617_MHD,NONE,both,TRUE,FALSE
61_24642_MHD,E45,both,FALSE,FALSE
61_24642_MHD,E85,both,FALSE,FALSE
61_24642_MHD,NONE,both,FALSE,FALSE
61_24758_LPD,E45,both,FALSE,FALSE
61_24758_LPD,E85,both,FALSE,FALSE
61_24758_LPD,NONE,both,TRUE,TRUE
61_24981_MHD,E45,both,FALSE,FALSE
61_24981_MHD,E85,both,FALSE,FALSE
61_24981_MHD,NONE,both,TRUE,TRUE
61_25088_MHD,E45,both,TRUE,FALSE
61_25088_MHD,E85,both,TRUE,FALSE
61_25088_MHD,NONE,both,TRUE,TRUE
61_25119_MHD,E45,both,TRUE,FALSE
61_25119_MHD,E85,both,TRUE,FALSE
61_25119_MHD,NONE,both,TRUE,TRUE
61_25120_MHD,E45,both,FALSE,FALSE
61_25120_MHD,E85,both,FALSE,FALSE
61_25120_MHD,NONE,both,TRUE,TRUE
61_25150_MHD,E45,both,FALSE,FALSE
61_25150_MHD,E85,both,FALSE,FALSE
61_25150_MHD,NONE,both,TRUE,TRUE
61_25253_MHD,E45,both,FALSE,FALSE
61_25253_MHD,E85,both,FALSE,FALSE
61_25253_MHD,NONE,both,TRUE,TRUE
61_25645_MHD,E45,both,FALSE,FALSE
61_25645_MHD,E85,both,FALSE,FALSE
61_25645_MHD,NONE,both,FALSE,FALSE
61_26661_MHD,E45,both,FALSE,FALSE
61_26661_MHD,E85,both,FALSE,FALSE
61_26661_MHD,NONE,both,FALSE,TRUE
61_29475_MHD,E45,both,FALSE,FALSE
61_29475_MHD,E85,both,FALSE,FALSE
61_29475_MHD,NONE,both,FALSE,FALSE
61_78643_MHD,E45,both,FALSE,FALSE
61_78643_MHD,E85,both,FALSE,FALSE
61_78643_MHD,NONE,both,FALSE,TRUE
61_78787_MHD,E45,both,FALSE,FALSE
61_78787_MHD,E85,both,FALSE,FALSE
61_78787_MHD,NONE,both,TRUE,TRUE
61_78788_MHD,E45,both,FALSE,FALSE
61_78788_MHD,E85,both,FALSE,FALSE
61_78788_MHD,NONE,both,TRUE,TRUE
61_80679_MHD,E45,both,FALSE,FALSE
61_80679_MHD,E85,both,FALSE,FALSE
61_80679_MHD,NONE,both,TRUE,TRUE
61_81101_MHD,E45,both,FALSE,FALSE
61_81101_MHD,E85,both,FALSE,FALSE
61_81101_MHD,NONE,both,TRUE,TRUE
61_82240_LPD,E45,both,FALSE,FALSE
61_82240_LPD,E85,both,FALSE,FALSE
61_82240_LPD,NONE,both,FALSE,TRUE
61_84048_MHD,E45,both,FALSE,FALSE
61_84048_MHD,E85,both,FALSE,FALSE
61_84048_MHD,NONE,both,FALSE,FALSE
61_84053_MHD,E45,both,FALSE,FALSE
61_84053_MHD,E85,both,FALSE,FALSE
61_84053_MHD,NONE,both,TRUE,TRUE
61_84088_MHD,E45,both,FALSE,FALSE
61_84088_MHD,E85,both,FALSE,FALSE
61_84088_MHD,NONE,both,FALSE,FALSE
61_87958_MHD,E45,both,FALSE,FALSE
61_87958_MHD,E85,both,FALSE,FALSE
61_87958_MHD,NONE,both,FALSE,FALSE
61_89425_MHD,E45,both,FALSE,FALSE
61_89425_MHD,E85,both,FALSE,FALSE
61_89425_MHD,NONE,both,FALSE,FALSE
61_92958_MHD,E45,both,FALSE,FALSE
61_92958_MHD,E85,both,FALSE,FALSE
61_92958_MHD,NONE,both,TRUE,TRUE
61_94203_MHD,E45,both,FALSE,FALSE
61_94203_MHD,E85,both,FALSE,FALSE
61_94203_MHD,NONE,both,FALSE,FALSE
61_129921_MHD,E45,both,FALSE,FALSE
61_129921_MHD,E85,both,FALSE,FALSE
61_129921_MHD,NONE,both,TRUE,TRUE
61_130578_MHD,E45,both,FALSE,FALSE
61_130578_MHD,E85,both,FALSE,FALSE
61_130578_MHD,NONE,both,FALSE,TRUE
61_131381_MHD,E45,both,TRUE,FALSE
61_131381_MHD,E85,both,TRUE,FALSE
61_131381_MHD,NONE,both,TRUE,TRUE
61_133151_MHD,E45,both,FALSE,FALSE
61_133151_MHD,E85,both,FALSE,FALSE
61_133151_MHD,NONE,both,FALSE,FALSE
61_136257_MHD,E45,both,FALSE,FALSE
61_136257_MHD,E85,both,FALSE,FALSE
61_136257_MHD,NONE,both,FALSE,FALSE
61_136333_MHD,E45,both,TRUE,FALSE
61_136333_MHD,E85,both,TRUE,FALSE
61_136333_MHD,NONE,both,TRUE,TRUE
61_136495_MHD,E45,both,FALSE,FALSE
61_136495_MHD,E85,both,FALSE,FALSE
61_136495_MHD,NONE,both,FALSE,FALSE
61_136898_LPD,E45,both,FALSE,FALSE
61_136898_LPD,E85,both,FALSE,FALSE
61_136898_LPD,NONE,both,TRUE,TRUE
61_137234_MHD,E45,both,FALSE,FALSE
61_137234_MHD,E85,both,FALSE,FALSE
61_137234_MHD,NONE,both,FALSE,TRUE
61_137256_MHD,E45,both,FALSE,FALSE
61_137256_MHD,E85,both,FALSE,FALSE
61_137256_MHD,NONE,both,FALSE,FALSE
61_137417_MCW,E45,both,TRUE,TRUE
61_137417_MCW,E85,both,TRUE,TRUE
61_137417_MCW,NONE,both,TRUE,TRUE
61_137444_MHD,E45,both,FALSE,FALSE
61_137444_MHD,E85,both,FALSE,FALSE
61_137444_MHD,NONE,both,TRUE,TRUE
61_137471_LPD,E45,both,FALSE,FALSE
61_137471_LPD,E85,both,FALSE,FALSE
61_137471_LPD,NONE,both,FALSE,FALSE
61_137492_MHD,E45,both,FALSE,FALSE
61_137492_MHD,E85,both,FALSE,FALSE
61_137492_MHD,NONE,both,TRUE,TRUE
61_137506_MHD,E45,both,FALSE,FALSE
61_137506_MHD,E85,both,FALSE,FALSE
61_137506_MHD,NONE,both,FALSE,FALSE
61_137526_MHD,E45,both,FALSE,FALSE
61_137526_MHD,E85,both,FALSE,FALSE
61_137526_MHD,NONE,both,TRUE,TRUE
61_140848_MHD,E45,both,FALSE,FALSE
61_140848_MHD,E85,both,FALSE,FALSE
61_140848_MHD,NONE,both,TRUE,TRUE
61_141226_MHD,E45,both,FALSE,FALSE
61_141226_MHD,E85,both,FALSE,FALSE
61_141226_MHD,NONE,both,FALSE,FALSE
61_145048_MHD,E45,both,FALSE,FALSE
61_145048_MHD,E85,both,FALSE,FALSE
61_145048_MHD,NONE,both,FALSE,TRUE
61_145350_MHD,E45,both,TRUE,TRUE
61_145350_MHD,E85,both,TRUE,TRUE
61_145350_MHD,NONE,both,TRUE,TRUE
61_145381_MHD,E45,both,FALSE,FALSE
61_145381_MHD,E85,both,FALSE,FALSE
61_145381_MHD,NONE,both,TRUE,TRUE
61_145522_MHD,E45,both,TRUE,FALSE
61_145522_MHD,E85,both,TRUE,FALSE
61_145522_MHD,NONE,both,TRUE,TRUE
61_149040_MHD,E45,both,FALSE,FALSE
61_149040_MHD,E85,both,FALSE,FALSE
61_149040_MHD,NONE,both,TRUE,FALSE
61_150017_MHD,E45,both,FALSE,FALSE
61_150017_MHD,E85,both,FALSE,FALSE
61_150017_MHD,NONE,both,FALSE,FALSE
62_2928_MHD,E45,both,TRUE,TRUE
62_2928_MHD,E85,both,TRUE,TRUE
62_2928_MHD,NONE,both,TRUE,TRUE
62_8277_MHD,E45,both,TRUE,TRUE
62_8277_MHD,E85,both,TRUE,TRUE
62_8277_MHD,NONE,both,TRUE,TRUE
62_8867_MHD,E45,both,TRUE,FALSE
62_8867_MHD,E85,both,TRUE,TRUE
62_8867_MHD,NONE,both,TRUE,TRUE
62_8959_MHD,E45,both,TRUE,FALSE
62_8959_MHD,E85,both,TRUE,FALSE
62_8959_MHD,NONE,both,TRUE,FALSE
62_9057_MHD,E45,both,FALSE,TRUE
62_9057_MHD,E85,both,FALSE,FALSE
62_9057_MHD,NONE,both,FALSE,TRUE
62_14234_MHD,E45,both,TRUE,TRUE
62_14234_MHD,E85,both,TRUE,TRUE
62_14234_MHD,NONE,both,TRUE,TRUE
62_14451_MHD,E45,both,FALSE,FALSE
62_14451_MHD,E85,both,FALSE,FALSE
62_14451_MHD,NONE,both,FALSE,FALSE
62_14452_MHD,E45,both,TRUE,TRUE
62_14452_MHD,E85,both,TRUE,FALSE
62_14452_MHD,NONE,both,TRUE,TRUE
62_21177_MHD,E45,both,FALSE,TRUE
62_21177_MHD,E85,both,FALSE,TRUE
62_21177_MHD,NONE,both,FALSE,TRUE
62_21178_MHD,E45,both,TRUE,TRUE
62_21178_MHD,E85,both,TRUE,TRUE
62_21178_MHD,NONE,both,TRUE,TRUE
62_23471_MHD,E45,both,FALSE,FALSE
62_23471_MHD,E85,both,FALSE,FALSE
62_23471_MHD,NONE,both,TRUE,TRUE
62_24218_MHD,E45,both,TRUE,TRUE
62_24218_MHD,E85,both,TRUE,TRUE
62_24218_MHD,NONE,both,TRUE,TRUE
62_24981_MHD,E45,both,TRUE,TRUE
62_24981_MHD,E85,both,TRUE,TRUE
62_24981_MHD,NONE,both,TRUE,TRUE
62_25088_MHD,E45,both,TRUE,TRUE
62_25088_MHD,E85,both,TRUE,TRUE
62_25088_MHD,NONE,both,TRUE,TRUE
62_25120_MHD,E45,both,TRUE,TRUE
62_25120_MHD,E85,both,TRUE,FALSE
62_25120_MHD,NONE,both,TRUE,TRUE
62_25150_MHD,E45,both,TRUE,TRUE
62_25150_MHD,E85,both,TRUE,TRUE
62_25150_MHD,NONE,both,TRUE,TRUE
62_25253_MHD,E45,both,FALSE,FALSE
62_25253_MHD,E85,both,FALSE,FALSE
62_25253_MHD,NONE,both,TRUE,TRUE
62_78787_MHD,E45,both,TRUE,TRUE
62_78787_MHD,E85,both,TRUE,TRUE
62_78787_MHD,NONE,both,TRUE,TRUE
62_78788_MHD,E45,both,TRUE,TRUE
62_78788_MHD,E85,both,TRUE,TRUE
62_78788_MHD,NONE,both,TRUE,TRUE
62_83057_MHD,E45,both,TRUE,TRUE
62_83057_MHD,E85,both,TRUE,TRUE
62_83057_MHD,NONE,both,TRUE,TRUE
62_84053_MHD,E45,both,FALSE,FALSE
62_84053_MHD,E85,both,FALSE,FALSE
62_84053_MHD,NONE,both,TRUE,TRUE
62_85910_MHD,E45,both,TRUE,TRUE
62_85910_MHD,E85,both,TRUE,TRUE
62_85910_MHD,NONE,both,TRUE,TRUE
62_86176_MHD,E45,both,TRUE,TRUE
62_86176_MHD,E85,both,TRUE,TRUE
62_86176_MHD,NONE,both,TRUE,TRUE
62_133151_MHD,E45,both,FALSE,FALSE
62_133151_MHD,E85,both,FALSE,FALSE
62_133151_MHD,NONE,both,FALSE,FALSE
62_133313_MHD,E45,both,FALSE,FALSE
62_133313_MHD,E85,both,FALSE,FALSE
62_133313_MHD,NONE,both,FALSE,FALSE
62_136495_MHD,E45,both,FALSE,FALSE
62_136495_MHD,E85,both,FALSE,FALSE
62_136495_MHD,NONE,both,FALSE,FALSE
62_137213_MHD,E45,both,FALSE,FALSE
62_137213_MHD,E85,both,FALSE,FALSE
62_137213_MHD,NONE,both,TRUE,TRUE
62_137256_MHD,E45,both,FALSE,FALSE
62_137256_MHD,E85,both,FALSE,FALSE
62_137256_MHD,NONE,both,FALSE,FALSE
62_137268_MHD,E45,both,TRUE,FALSE
62_137268_MHD,E85,both,TRUE,FALSE
62_137268_MHD,NONE,both,TRUE,FALSE
62_137417_MHD,E45,both,TRUE,TRUE
62_137417_MHD,E85,both,TRUE,FALSE
62_137417_MHD,NONE,both,TRUE,TRUE
62_137471_MHD,E45,both,FALSE,FALSE
62_137471_MHD,E85,both,FALSE,FALSE
62_137471_MHD,NONE,both,FALSE,FALSE
62_137526_MHD,E45,both,TRUE,TRUE
62_137526_MHD,E85,both,TRUE,FALSE
62_137526_MHD,NONE,both,TRUE,TRUE
62_140787_MHD,E45,both,TRUE,FALSE
62_140787_MHD,E85,both,TRUE,FALSE
62_140787_MHD,NONE,both,TRUE,FALSE
62_145522_MHD,E45,both,TRUE,TRUE
62_145522_MHD,E85,both,TRUE,TRUE
62_145522_MHD,NONE,both,TRUE,TRUE
62_148901_MHD,E45,both,FALSE,FALSE
62_148901_MHD,E85,both,FALSE,FALSE
62_148901_MHD,NONE,both,FALSE,FALSE
62_149040_MHD,E45,both,TRUE,FALSE
62_149040_MHD,E85,both,TRUE,FALSE
62_149040_MHD,NONE,both,TRUE,FALSE
62_149639_MHD,E45,both,TRUE,FALSE
62_149639_MHD,E85,both,TRUE,FALSE
62_149639_MHD,NONE,both,TRUE,TRUE
63_9023_MHD,E45,both,FALSE,FALSE
63_9023_MHD,E85,both,FALSE,FALSE
63_9023_MHD,NONE,both,FALSE,TRUE
63_14451_MHD,E45,both,FALSE,FALSE
63_14451_MHD,E85,both,FALSE,FALSE
63_14451_MHD,NONE,both,FALSE,FALSE
63_14452_MHD,E45,both,FALSE,FALSE
63_14452_MHD,E85,both,FALSE,FALSE
63_14452_MHD,NONE,both,TRUE,TRUE
63_21178_MHD,E45,both,FALSE,FALSE
63_21178_MHD,E85,both,FALSE,FALSE
63_21178_MHD,NONE,both,TRUE,TRUE
63_24981_MHD,E45,both,FALSE,FALSE
63_24981_MHD,E85,both,FALSE,FALSE
63_24981_MHD,NONE,both,TRUE,TRUE
63_25120_MHD,E45,both,FALSE,FALSE
63_25120_MHD,E85,both,FALSE,FALSE
63_25120_MHD,NONE,both,TRUE,TRUE
63_25253_MHD,E45,both,FALSE,FALSE
63_25253_MHD,E85,both,FALSE,FALSE
63_25253_MHD,NONE,both,TRUE,TRUE
63_78788_MHD,E45,both,FALSE,FALSE
63_78788_MHD,E85,both,FALSE,FALSE
63_78788_MHD,NONE,both,TRUE,TRUE
63_83057_MHD,E45,both,FALSE,FALSE
63_83057_MHD,E85,both,FALSE,FALSE
63_83057_MHD,NONE,both,TRUE,TRUE
63_85910_MHD,E45,both,FALSE,FALSE
63_85910_MHD,E85,both,FALSE,FALSE
63_85910_MHD,NONE,both,TRUE,TRUE
63_137417_MHD,E45,both,FALSE,FALSE
63_137417_MHD,E85,both,FALSE,FALSE
63_137417_MHD,NONE,both,TRUE,TRUE
63_137526_MHD,E45,both,FALSE,FALSE
63_137526_MHD,E85,both,FALSE,FALSE
63_137526_MHD,NONE,both,TRUE,TRUE
63_140722_MHD,E45,both,FALSE,FALSE
63_140722_MHD,E85,both,FALSE,FALSE
63_140722_MHD,NONE,both,FALSE,FALSE
63_145522_MHD,E45,both,TRUE,FALSE
63_145522_MHD,E85,both,TRUE,FALSE
63_145522_MHD,NONE,both,TRUE,TRUE
63_149040_MHD,E45,both,FALSE,FALSE
63_149040_MHD,E85,both,FALSE,FALSE
63_149040_MHD,NONE,both,TRUE,FALSE
64_2331_MHD,E45,both,TRUE,FALSE
64_2331_MHD,E85,both,TRUE,FALSE
64_2331_MHD,NONE,both,TRUE,FALSE
64_2946_MCD,E45,both,TRUE,FALSE
64_2946_MCD,E85,both,TRUE,TRUE
64_2946_MCD,NONE,both,TRUE,TRUE
64_8959_MCW,E45,both,TRUE,FALSE
64_8959_MCW,E85,both,TRUE,FALSE
64_8959_MCW,NONE,both,TRUE,FALSE
64_9024_MCW,E45,both,TRUE,FALSE
64_9024_MCW,E85,both,TRUE,FALSE
64_9024_MCW,NONE,both,TRUE,TRUE
64_9157_MCW,E45,both,TRUE,FALSE
64_9157_MCW,E85,both,TRUE,FALSE
64_9157_MCW,NONE,both,TRUE,TRUE
64_11892_MCW,E45,both,FALSE,FALSE
64_11892_MCW,E85,both,FALSE,FALSE
64_11892_MCW,NONE,both,FALSE,FALSE
64_11955_MCW,E45,both,FALSE,FALSE
64_11955_MCW,E85,both,FALSE,FALSE
64_11955_MCW,NONE,both,FALSE,FALSE
64_12833_MCW,E45,both,TRUE,FALSE
64_12833_MCW,E85,both,TRUE,FALSE
64_12833_MCW,NONE,both,TRUE,TRUE
64_13239_MCD,E45,both,FALSE,FALSE
64_13239_MCD,E85,both,FALSE,FALSE
64_13239_MCD,NONE,both,FALSE,FALSE
64_13334_MCW,E45,both,FALSE,FALSE
64_13334_MCW,E85,both,FALSE,TRUE
64_13334_MCW,NONE,both,TRUE,FALSE
64_13651_MCW,E45,both,FALSE,FALSE
64_13651_MCW,E85,both,FALSE,FALSE
64_13651_MCW,NONE,both,FALSE,FALSE
64_14234_MCD,E45,both,TRUE,FALSE
64_14234_MCD,E85,both,TRUE,FALSE
64_14234_MCD,NONE,both,TRUE,TRUE
64_14345_MHD,E45,both,FALSE,FALSE
64_14345_MHD,E85,both,FALSE,FALSE
64_14345_MHD,NONE,both,FALSE,FALSE
64_14451_MCW,E45,both,FALSE,FALSE
64_14451_MCW,E85,both,FALSE,FALSE
64_14451_MCW,NONE,both,FALSE,FALSE
64_14452_MCD,E45,both,TRUE,FALSE
64_14452_MCD,E85,both,TRUE,FALSE
64_14452_MCD,NONE,both,TRUE,TRUE
64_14453_MCW,E45,both,TRUE,FALSE
64_14453_MCW,E85,both,TRUE,FALSE
64_14453_MCW,NONE,both,TRUE,TRUE
64_14528_MCW,E45,both,TRUE,FALSE
64_14528_MCW,E85,both,TRUE,FALSE
64_14528_MCW,NONE,both,TRUE,FALSE
64_14780_MCD,E45,both,FALSE,FALSE
64_14780_MCD,E85,both,FALSE,FALSE
64_14780_MCD,NONE,both,FALSE,FALSE
64_15054_MHD,E45,both,FALSE,FALSE
64_15054_MHD,E85,both,FALSE,FALSE
64_15054_MHD,NONE,both,FALSE,FALSE
64_21112_MCD,E45,both,TRUE,FALSE
64_21112_MCD,E85,both,TRUE,FALSE
64_21112_MCD,NONE,both,TRUE,FALSE
64_21177_MCW,E45,both,FALSE,FALSE
64_21177_MCW,E85,both,FALSE,FALSE
64_21177_MCW,NONE,both,FALSE,TRUE
64_21178_MCW,E45,both,TRUE,TRUE
64_21178_MCW,E85,both,TRUE,TRUE
64_21178_MCW,NONE,both,TRUE,TRUE
64_21307_MCW,E45,both,TRUE,FALSE
64_21307_MCW,E85,both,TRUE,FALSE
64_21307_MCW,NONE,both,TRUE,TRUE
64_23906_MCW,E45,both,TRUE,FALSE
64_23906_MCW,E85,both,TRUE,FALSE
64_23906_MCW,NONE,both,TRUE,FALSE
64_24238_MCD,E45,both,TRUE,FALSE
64_24238_MCD,E85,both,TRUE,FALSE
64_24238_MCD,NONE,both,TRUE,TRUE
64_24337_MHD,E45,both,FALSE,FALSE
64_24337_MHD,E85,both,FALSE,FALSE
64_24337_MHD,NONE,both,FALSE,FALSE
64_24403_MCW,E45,both,FALSE,FALSE
64_24403_MCW,E85,both,FALSE,FALSE
64_24403_MCW,NONE,both,TRUE,FALSE
64_24441_MCW,E45,both,FALSE,FALSE
64_24441_MCW,E85,both,FALSE,FALSE
64_24441_MCW,NONE,both,FALSE,FALSE
64_24845_MHD,E45,both,TRUE,FALSE
64_24845_MHD,E85,both,TRUE,FALSE
64_24845_MHD,NONE,both,TRUE,FALSE
64_24945_MHD,E45,both,FALSE,FALSE
64_24945_MHD,E85,both,FALSE,FALSE
64_24945_MHD,NONE,both,FALSE,FALSE
64_24981_MCD,E45,both,TRUE,FALSE
64_24981_MCD,E85,both,TRUE,FALSE
64_24981_MCD,NONE,both,TRUE,TRUE
64_25019_MHD,E45,both,TRUE,FALSE
64_25019_MHD,E85,both,TRUE,FALSE
64_25019_MHD,NONE,both,TRUE,TRUE
64_25052_MHD,E45,both,FALSE,FALSE
64_25052_MHD,E85,both,FALSE,FALSE
64_25052_MHD,NONE,both,FALSE,FALSE
64_25120_MCD,E45,both,TRUE,FALSE
64_25120_MCD,E85,both,TRUE,FALSE
64_25120_MCD,NONE,both,TRUE,TRUE
64_25151_MHD,E45,both,TRUE,FALSE
64_25151_MHD,E85,both,TRUE,FALSE
64_25151_MHD,NONE,both,TRUE,TRUE
64_25336_MCD,E45,both,FALSE,FALSE
64_25336_MCD,E85,both,FALSE,FALSE
64_25336_MCD,NONE,both,FALSE,FALSE
64_78642_MCW,E45,both,FALSE,FALSE
64_78642_MCW,E85,both,FALSE,FALSE
64_78642_MCW,NONE,both,FALSE,TRUE
64_78787_MHD,E45,both,TRUE,FALSE
64_78787_MHD,E85,both,TRUE,FALSE
64_78787_MHD,NONE,both,TRUE,TRUE
64_78788_MCD,E45,both,TRUE,FALSE
64_78788_MCD,E85,both,TRUE,FALSE
64_78788_MCD,NONE,both,TRUE,TRUE
64_81101_MCW,E45,both,TRUE,TRUE
64_81101_MCW,E85,both,TRUE,TRUE
64_81101_MCW,NONE,both,TRUE,TRUE
64_82600_MCD,E45,both,FALSE,FALSE
64_82600_MCD,E85,both,FALSE,FALSE
64_82600_MCD,NONE,both,FALSE,FALSE
64_84053_MHD,E45,both,TRUE,FALSE
64_84053_MHD,E85,both,TRUE,FALSE
64_84053_MHD,NONE,both,TRUE,TRUE
64_85910_MCD,E45,both,TRUE,FALSE
64_85910_MCD,E85,both,TRUE,FALSE
64_85910_MCD,NONE,both,TRUE,TRUE
64_93760_MCW,E45,both,FALSE,FALSE
64_93760_MCW,E85,both,FALSE,FALSE
64_93760_MCW,NONE,both,FALSE,FALSE
64_127780_MHD,E45,both,TRUE,FALSE
64_127780_MHD,E85,both,TRUE,FALSE
64_127780_MHD,NONE,both,TRUE,TRUE
64_129875_MHD,E45,both,FALSE,FALSE
64_129875_MHD,E85,both,FALSE,FALSE
64_129875_MHD,NONE,both,FALSE,FALSE
64_130881_MHD,E45,both,FALSE,FALSE
64_130881_MHD,E85,both,FALSE,FALSE
64_130881_MHD,NONE,both,FALSE,FALSE
64_132244_MCD,E45,both,TRUE,FALSE
64_132244_MCD,E85,both,TRUE,TRUE
64_132244_MCD,NONE,both,TRUE,TRUE
64_133151_MHD,E45,both,FALSE,FALSE
64_133151_MHD,E85,both,FALSE,FALSE
64_133151_MHD,NONE,both,FALSE,FALSE
64_133913_MCD,E45,both,FALSE,FALSE
64_133913_MCD,E85,both,FALSE,FALSE
64_133913_MCD,NONE,both,FALSE,TRUE
64_136333_MCD,E45,both,FALSE,FALSE
64_136333_MCD,E85,both,FALSE,FALSE
64_136333_MCD,NONE,both,FALSE,TRUE
64_137268_MCW,E45,both,TRUE,FALSE
64_137268_MCW,E85,both,TRUE,FALSE
