Stand_GNN_PAG,ClimateScenario,Year,TEMFM1,TreatmentAssignment
159_14451_MHD,E45,2095,5,trtInBoth
59_9023_MHD,E45,2095,12,trtInBoth
176_89425_MHD,E45,2095,9,trtInBoth
59_9024_MHD,E45,2095,13,trtInBoth
30_24642_MHD,E45,2095,5,trtInBoth
28_24440_MCD,E45,2095,9,trtInBoth
107_14291_MCW,E45,2095,12,trtInBoth
11_25172_MCW,E45,2095,5,trtInBoth
58_78642_MHD,E45,2095,12,trtInBoth
35_14451_MCD,E45,2095,8,trtInBoth
265_25088_MHD,E45,2095,12,trtInBoth
76_137526_MHD,E45,2095,13,trtInBoth
7_137444_LPD,E45,2095,5,trtInBoth
15_128648_MCW,E45,2095,12,trtInBoth
223_136495_MCW,E45,2095,5,trtInBoth
256_14600_MHD,E45,2095,5,trtInBoth
19_25253_MHD,E45,2095,5,trtInBoth
44_141226_MCD,E45,2095,13,trtInBoth
101_93863_MCW,E45,2095,12,trtInBoth
189_25150_MHD,E45,2095,9,trtInBoth
85_84053_MHD,E45,2095,5,trtInBoth
212_13091_MCW,E45,2095,5,trtInBoth
93_87958_MCD,E45,2095,5,trtInBoth
295_137472_MCD,E45,2095,5,trtInBoth
92_24558_MHD,E45,2095,9,trtInBoth
35_130881_MCW,E45,2095,5,trtInBoth
213_11892_MHD,E45,2095,5,trtInBoth
104_8533_MCW,E45,2095,5,trtInBoth
7_137223_LPD,E45,2095,5,trtInBoth
299_94106_MCW,E45,2095,9,trtInBoth
24_84328_MHD,E45,2095,5,trtInBoth
125_80265_MHD,E45,2095,13,trtInBoth
295_84291_MCD,E45,2095,5,trtInBoth
216_25052_MHD,E45,2095,12,trtInBoth
129_137471_MHD,E45,2095,12,trtInBoth
8_135147_LPD,E45,2095,5,trtInBoth
289_14498_MHD,E45,2095,13,trtInBoth
146_84328_MHD,E45,2095,9,trtInBoth
69_23446_MCD,E45,2095,5,trtInBoth
36_21209_LPD,E45,2095,5,trtInBoth
2_2924_MCD,E45,2095,5,trtInBoth
122_92840_MCW,E45,2095,5,trtInBoth
295_137471_MHD,E45,2095,13,trtInBoth
294_137492_MCW,E45,2095,10,trtInBoth
244_145522_MHD,E45,2095,13,trtInBoth
117_137179_MHD,E45,2095,5,trtInBoth
100_94106_MCW,E45,2095,5,trtInBoth
91_145522_MHD,E45,2095,13,trtInBoth
45_24945_MCD,E45,2095,5,trtInBoth
215_137256_MCD,E45,2095,5,trtInBoth
215_137526_MCD,E45,2095,12,trtInBoth
129_145200_MHD,E45,2095,9,trtInBoth
5_9194_MHD,E45,2095,5,trtInBoth
207_84328_LPD,E45,2095,5,trtInBoth
144_129875_MCD,E45,2095,5,trtInBoth
124_9024_MCD,E45,2095,13,trtInBoth
205_21178_MCW,E45,2095,13,trtInBoth
50_9024_MCD,E45,2095,13,trtInBoth
200_9024_MCD,E45,2095,13,trtInBoth
194_137000_MCW,E45,2095,5,trtInBoth
222_9024_MHD,E45,2095,13,trtInBoth
193_127780_MHD,E45,2095,12,trtInBoth
42_81141_MCW,E45,2095,13,trtInBoth
8_93087_MHD,E45,2095,5,trtInBoth
283_24945_MCD,E45,2095,12,trtInBoth
33_25253_MHD,E45,2095,9,trtInBoth
8_93088_MHD,E45,2095,13,trtInBoth
296_145213_MCD,E45,2095,5,trtInBoth
273_82541_MCD,E45,2095,5,trtInBoth
22_13302_MHD,E45,2095,5,trtInBoth
118_13239_MHD,E45,2095,12,trtInBoth
169_21112_MCW,E45,2095,12,trtInBoth
9_144938_MCD,E45,2095,5,trtInBoth
53_8534_MCD,E45,2095,9,trtInBoth
209_24668_MHD,E45,2095,13,trtInBoth
90_24236_MHD,E45,2095,9,trtInBoth
90_24237_MHD,E45,2095,9,trtInBoth
60_137417_MHD,E45,2095,4,trtInBoth
160_129938_MHD,E45,2095,5,trtInBoth
87_78787_MHD,E45,2095,5,trtInBoth
274_24442_MCD,E45,2095,5,trtInBoth
285_24440_MHD,E45,2095,13,trtInBoth
204_78788_MHD,E45,2095,5,trtInBoth
225_25052_MHD,E45,2095,13,trtInBoth
197_135147_MCD,E45,2095,5,trtInBoth
90_94203_MHD,E45,2095,5,trtInBoth
127_78828_MHD,E45,2095,12,trtInBoth
58_24337_MHD,E45,2095,13,trtInBoth
123_136333_MHD,E45,2095,5,trtInBoth
226_141226_MCW,E45,2095,5,trtInBoth
199_141180_MCD,E45,2095,13,trtInBoth
104_13334_MCW,E45,2095,5,trtInBoth
216_149639_MHD,E45,2095,13,trtInBoth
50_14452_MCW,E45,2095,5,trtInBoth
50_14451_MCW,E45,2095,5,trtInBoth
41_21178_MCD,E45,2095,13,trtInBoth
2_105519_MCD,E45,2095,5,trtInBoth
127_24218_MHD,E45,2095,13,trtInBoth
132_149639_MHD,E45,2095,13,trtInBoth
58_14528_MHD,E45,2095,12,trtInBoth
2_105510_MCD,E45,2095,5,trtInBoth
2_105512_MCD,E45,2095,12,trtInBoth
48_133913_MCD,E45,2095,5,trtInBoth
68_137367_MCW,E45,2095,5,trtInBoth
236_137491_MHD,E45,2095,5,trtInBoth
49_94106_MCW,E45,2095,13,trtInBoth
128_14600_MHD,E45,2095,13,trtInBoth
59_93760_MHD,E45,2095,5,trtInBoth
247_25119_MHD,E45,2095,12,trtInBoth
0_84088_MCW,E45,2095,5,trtInBoth
210_9024_MCW,E45,2095,13,trtInBoth
20_20760_MHD,E45,2095,9,trtInBoth
215_14019_MCD,E45,2095,5,trtInBoth
86_78788_MHD,E45,2095,13,trtInBoth
234_25088_MHD,E45,2095,12,trtInBoth
165_8686_MCD,E45,2095,5,trtInBoth
161_85910_MHD,E45,2095,12,trtInBoth
86_78787_MHD,E45,2095,13,trtInBoth
73_88932_MCW,E45,2095,9,trtInBoth
106_137492_MCW,E45,2095,10,trtInBoth
88_80413_LPD,E45,2095,8,trtInBoth
201_14451_MCW,E45,2095,5,trtInBoth
201_14452_MCD,E45,2095,5,trtInBoth
20_75403_MHD,E45,2095,13,trtInBoth
162_133151_MCW,E45,2095,13,trtInBoth
44_13333_MCD,E45,2095,5,trtInBoth
136_23423_MCW,E45,2095,9,trtInBoth
240_13359_MHD,E45,2095,13,trtInBoth
136_23424_MCW,E45,2095,5,trtInBoth
22_25088_MHD,E45,2095,5,trtInBoth
69_14498_MCW,E45,2095,9,trtInBoth
162_82600_MCD,E45,2095,5,trtInBoth
116_144707_MHD,E45,2095,13,trtInBoth
85_131381_MHD,E45,2095,5,trtInBoth
118_137526_MHD,E45,2095,13,trtInBoth
23_24237_MHD,E45,2095,5,trtInBoth
292_137268_MCW,E45,2095,12,trtInBoth
296_137268_MCD,E45,2095,5,trtInBoth
31_145381_MHD,E45,2095,9,trtInBoth
104_130578_MCW,E45,2095,13,trtInBoth
131_137472_MCD,E45,2095,5,trtInBoth
290_21178_MCW,E45,2095,13,trtInBoth
47_2928_MCW,E45,2095,5,trtInBoth
102_137000_MCW,E45,2095,5,trtInBoth
121_86176_MCW,E45,2095,12,trtInBoth
218_25088_MHD,E45,2095,9,trtInBoth
30_94203_MHD,E45,2095,13,trtInBoth
130_127780_MCW,E45,2095,13,trtInBoth
296_9024_MCD,E45,2095,13,trtInBoth
65_13239_MCD,E45,2095,13,trtInBoth
64_81101_MCW,E45,2095,13,trtInBoth
224_9024_MHD,E45,2095,13,trtInBoth
199_25053_MCW,E45,2095,5,trtInBoth
94_149362_MCD,E45,2095,5,trtInBoth
112_23983_MCD,E45,2095,5,trtInBoth
101_25053_MCW,E45,2095,5,trtInBoth
118_78788_MHD,E45,2095,5,trtInBoth
108_24337_MHD,E45,2095,12,trtInBoth
227_2928_MCW,E45,2095,5,trtInBoth
287_24337_MCW,E45,2095,5,trtInBoth
136_24518_MCW,E45,2095,5,trtInBoth
125_129921_MHD,E45,2095,12,trtInBoth
58_136333_MHD,E45,2095,12,trtInBoth
96_20760_MCD,E45,2095,5,trtInBoth
85_150017_MHD,E45,2095,13,trtInBoth
45_8685_MCD,E45,2095,5,trtInBoth
103_2331_MCW,E45,2095,5,trtInBoth
111_137417_MHD,E45,2095,4,trtInBoth
76_85910_MCW,E45,2095,5,trtInBoth
125_22059_MHD,E45,2095,13,trtInBoth
57_25052_MHD,E45,2095,13,trtInBoth
57_25053_MHD,E45,2095,12,trtInBoth
20_127688_MHD,E45,2095,5,trtInBoth
58_12601_MHD,E45,2095,10,trtInBoth
236_84328_MHD,E45,2095,9,trtInBoth
103_11955_MCW,E45,2095,8,trtInBoth
205_14452_MCW,E45,2095,5,trtInBoth
101_21112_MCW,E45,2095,12,trtInBoth
105_13334_MCW,E45,2095,5,trtInBoth
34_80679_MHD,E45,2095,12,trtInBoth
296_14452_MCW,E45,2095,5,trtInBoth
22_137213_MHD,E45,2095,5,trtInBoth
77_137526_MCW,E45,2095,8,trtInBoth
115_14234_MHD,E45,2095,4,trtInBoth
116_137000_MCW,E45,2095,9,trtInBoth
45_14498_MCD,E45,2095,5,trtInBoth
74_137526_MCW,E45,2095,5,trtInBoth
53_137472_MCD,E45,2095,5,trtInBoth
9_84154_MCW,E45,2095,5,trtInBoth
129_14347_LPD,E45,2095,5,trtInBoth
160_84088_MHD,E45,2095,5,trtInBoth
135_13655_MCW,E45,2095,9,trtInBoth
108_25172_MHD,E45,2095,13,trtInBoth
135_13651_MCW,E45,2095,9,trtInBoth
284_85910_MCW,E45,2095,13,trtInBoth
69_8711_MCD,E45,2095,5,trtInBoth
42_24360_MCW,E45,2095,5,trtInBoth
88_130631_LPD,E45,2095,5,trtInBoth
60_14452_MHD,E45,2095,5,trtInBoth
5_24981_MHD,E45,2095,9,trtInBoth
256_150017_MHD,E45,2095,13,trtInBoth
42_2931_MCW,E45,2095,10,trtInBoth
107_9057_MCW,E45,2095,8,trtInBoth
83_94192_MHD,E45,2095,9,trtInBoth
96_137000_MCD,E45,2095,5,trtInBoth
76_2331_MHD,E45,2095,5,trtInBoth
295_14451_MCW,E45,2095,5,trtInBoth
161_24981_MHD,E45,2095,5,trtInBoth
34_145522_MHD,E45,2095,12,trtInBoth
106_21112_MCW,E45,2095,12,trtInBoth
61_136257_MHD,E45,2095,5,trtInBoth
81_141226_MHD,E45,2095,13,trtInBoth
290_24588_MCW,E45,2095,5,trtInBoth
155_135147_MHD,E45,2095,5,trtInBoth
9_23549_MCW,E45,2095,12,trtInBoth
0_9024_MCD,E45,2095,5,trtInBoth
290_2331_MCW,E45,2095,5,trtInBoth
3_87958_MHD,E45,2095,5,trtInBoth
18_145200_MHD,E45,2095,9,trtInBoth
173_94203_MHD,E45,2095,12,trtInBoth
188_14451_MCD,E45,2095,12,trtInBoth
47_13239_MCW,E45,2095,5,trtInBoth
19_84026_MHD,E45,2095,5,trtInBoth
162_25120_MCD,E45,2095,9,trtInBoth
47_25019_MCW,E45,2095,13,trtInBoth
50_13033_MCW,E45,2095,5,trtInBoth
56_141180_MCD,E45,2095,5,trtInBoth
28_25150_MCD,E45,2095,5,trtInBoth
285_24463_MHD,E45,2095,9,trtInBoth
122_8959_MCW,E45,2095,12,trtInBoth
86_23651_MHD,E45,2095,5,trtInBoth
149_2928_MCW,E45,2095,5,trtInBoth
37_24202_MCW,E45,2095,5,trtInBoth
287_145522_MCW,E45,2095,5,trtInBoth
96_82600_MCD,E45,2095,5,trtInBoth
121_25120_MCW,E45,2095,9,trtInBoth
37_24482_MCW,E45,2095,9,trtInBoth
9_2854_MCW,E45,2095,12,trtInBoth
112_128648_MCD,E45,2095,12,trtInBoth
78_145200_MHD,E45,2095,9,trtInBoth
85_24218_MHD,E45,2095,12,trtInBoth
104_25053_MCW,E45,2095,5,trtInBoth
37_2932_MCW,E45,2095,5,trtInBoth
105_14563_LPD,E45,2095,5,trtInBoth
14_87958_MHD,E45,2095,5,trtInBoth
244_25052_MHD,E45,2095,5,trtInBoth
61_137492_MHD,E45,2095,9,trtInBoth
20_9895_MHD,E45,2095,13,trtInBoth
212_14291_MCW,E45,2095,5,trtInBoth
287_128648_MCW,E45,2095,12,trtInBoth
190_78788_MHD,E45,2095,13,trtInBoth
123_25052_MHD,E45,2095,5,trtInBoth
184_128648_MCD,E45,2095,12,trtInBoth
93_84053_MCD,E45,2095,5,trtInBoth
204_24337_MHD,E45,2095,12,trtInBoth
14_8661_MHD,E45,2095,5,trtInBoth
102_13334_MCW,E45,2095,9,trtInBoth
11_130631_MCW,E45,2095,5,trtInBoth
1_78828_MHD,E45,2095,5,trtInBoth
93_136257_MCD,E45,2095,5,trtInBoth
63_14451_MHD,E45,2095,5,trtInBoth
94_24238_MCD,E45,2095,5,trtInBoth
63_14452_MHD,E45,2095,5,trtInBoth
172_11892_MCW,E45,2095,9,trtInBoth
195_137268_MHD,E45,2095,12,trtInBoth
104_145522_MCW,E45,2095,13,trtInBoth
117_21112_MHD,E45,2095,13,trtInBoth
53_12155_MCD,E45,2095,5,trtInBoth
106_14347_MCW,E45,2095,5,trtInBoth
58_21177_MHD,E45,2095,13,trtInBoth
61_89425_MHD,E45,2095,5,trtInBoth
1_24981_MHD,E45,2095,13,trtInBoth
46_13333_MCW,E45,2095,5,trtInBoth
101_137256_MCW,E45,2095,5,trtInBoth
296_13651_MCW,E45,2095,9,trtInBoth
11_25151_MCD,E45,2095,9,trtInBoth
82_14452_MHD,E45,2095,5,trtInBoth
81_131215_MHD,E45,2095,12,trtInBoth
10_23651_MHD,E45,2095,9,trtInBoth
37_149321_MCW,E45,2095,5,trtInBoth
112_21112_MCD,E45,2095,12,trtInBoth
122_20760_MCW,E45,2095,5,trtInBoth
77_21112_MCW,E45,2095,5,trtInBoth
104_128648_MCW,E45,2095,12,trtInBoth
55_133652_MCW,E45,2095,13,trtInBoth
3_84328_MHD,E45,2095,5,trtInBoth
149_14451_MCW,E45,2095,9,trtInBoth
92_79065_MHD,E45,2095,5,trtInBoth
33_13091_LPD,E45,2095,5,trtInBoth
11_82600_MCW,E45,2095,5,trtInBoth
20_137268_MHD,E45,2095,13,trtInBoth
122_25195_MCW,E45,2095,5,trtInBoth
72_13334_MHD,E45,2095,12,trtInBoth
255_23651_MHD,E45,2095,9,trtInBoth
214_25150_MCD,E45,2095,5,trtInBoth
121_24981_MCW,E45,2095,13,trtInBoth
137_25120_MCW,E45,2095,9,trtInBoth
288_85910_MHD,E45,2095,13,trtInBoth
44_14452_MCD,E45,2095,5,trtInBoth
44_14453_MCD,E45,2095,5,trtInBoth
123_80679_MHD,E45,2095,13,trtInBoth
109_14291_MHD,E45,2095,13,trtInBoth
95_149639_MCD,E45,2095,9,trtInBoth
92_8734_MHD,E45,2095,5,trtInBoth
289_130409_MCD,E45,2095,5,trtInBoth
4_80329_MHD,E45,2095,9,trtInBoth
88_133889_LPD,E45,2095,5,trtInBoth
69_132510_MCD,E45,2095,5,trtInBoth
66_23652_MCW,E45,2095,5,trtInBoth
302_23423_MCW,E45,2095,12,trtInBoth
47_80413_MCW,E45,2095,5,trtInBoth
108_8829_MHD,E45,2095,10,trtInBoth
55_14292_MCW,E45,2095,5,trtInBoth
3_137444_MHD,E45,2095,12,trtInBoth
2_84280_MCD,E45,2095,5,trtInBoth
16_13651_MHD,E45,2095,12,trtInBoth
3_137506_MHD,E45,2095,5,trtInBoth
75_25253_MHD,E45,2095,12,trtInBoth
129_24337_MHD,E45,2095,12,trtInBoth
73_137492_MCW,E45,2095,8,trtInBoth
82_9024_MHD,E45,2095,13,trtInBoth
46_14234_MCD,E45,2095,5,trtInBoth
96_94106_MCD,E45,2095,5,trtInBoth
131_141180_MCD,E45,2095,5,trtInBoth
95_21307_MCD,E45,2095,9,trtInBoth
43_21178_MCD,E45,2095,13,trtInBoth
73_29488_MCW,E45,2095,5,trtInBoth
24_14525_MHD,E45,2095,5,trtInBoth
17_24981_MHD,E45,2095,12,trtInBoth
22_84088_MHD,E45,2095,5,trtInBoth
1_137234_MHD,E45,2095,12,trtInBoth
67_133151_MHD,E45,2095,13,trtInBoth
102_24240_MCW,E45,2095,5,trtInBoth
25_24981_MHD,E45,2095,9,trtInBoth
46_24588_MCD,E45,2095,5,trtInBoth
25_84088_MHD,E45,2095,5,trtInBoth
209_24641_MHD,E45,2095,5,trtInBoth
20_78627_MHD,E45,2095,5,trtInBoth
97_13033_MCW,E45,2095,5,trtInBoth
236_16738_MHD,E45,2095,9,trtInBoth
78_14345_MHD,E45,2095,12,trtInBoth
79_130578_MCW,E45,2095,5,trtInBoth
53_8511_MCD,E45,2095,5,trtInBoth
90_24782_MHD,E45,2095,5,trtInBoth
53_8049_MCD,E45,2095,5,trtInBoth
53_8048_MCD,E45,2095,5,trtInBoth
28_2932_MHD,E45,2095,9,trtInBoth
278_105638_MCD,E45,2095,5,trtInBoth
295_25120_MHD,E45,2095,5,trtInBoth
61_145522_MHD,E45,2095,9,trtInBoth
257_24981_MHD,E45,2095,8,trtInBoth
17_84088_MHD,E45,2095,5,trtInBoth
7_13385_LPD,E45,2095,5,trtInBoth
295_129875_MCD,E45,2095,5,trtInBoth
293_14453_MCW,E45,2095,5,trtInBoth
117_136898_MHD,E45,2095,5,trtInBoth
128_25253_MHD,E45,2095,5,trtInBoth
287_145200_MCW,E45,2095,5,trtInBoth
117_8959_MHD,E45,2095,13,trtInBoth
22_83057_MHD,E45,2095,5,trtInBoth
91_13970_MHD,E45,2095,5,trtInBoth
59_136257_MHD,E45,2095,13,trtInBoth
4_26661_MHD,E45,2095,9,trtInBoth
43_14498_MCD,E45,2095,9,trtInBoth
40_81141_MCW,E45,2095,9,trtInBoth
84_129921_MHD,E45,2095,9,trtInBoth
135_84309_MCW,E45,2095,5,trtInBoth
94_24726_MCD,E45,2095,5,trtInBoth
88_2932_LPD,E45,2095,5,trtInBoth
88_2931_LPD,E45,2095,10,trtInBoth
209_8994_MHD,E45,2095,5,trtInBoth
37_24817_MCW,E45,2095,5,trtInBoth
212_136333_MCW,E45,2095,12,trtInBoth
28_137444_MCD,E45,2095,5,trtInBoth
119_2854_MHD,E45,2095,13,trtInBoth
106_137471_MCW,E45,2095,5,trtInBoth
296_8142_MCW,E45,2095,5,trtInBoth
277_21177_MHD,E45,2095,12,trtInBoth
284_137492_MCW,E45,2095,10,trtInBoth
116_24218_MCW,E45,2095,5,trtInBoth
64_133913_MCD,E45,2095,5,trtInBoth
241_141180_MCW,E45,2095,13,trtInBoth
116_85910_MCW,E45,2095,5,trtInBoth
302_21307_MCW,E45,2095,10,trtInBoth
215_24402_MCD,E45,2095,5,trtInBoth
85_25088_MHD,E45,2095,5,trtInBoth
214_24337_MCD,E45,2095,5,trtInBoth
37_24361_MCW,E45,2095,10,trtInBoth
2_8685_MCD,E45,2095,5,trtInBoth
96_24481_MCD,E45,2095,5,trtInBoth
61_130578_MHD,E45,2095,13,trtInBoth
128_9057_MHD,E45,2095,5,trtInBoth
32_135336_MHD,E45,2095,10,trtInBoth
23_24218_MHD,E45,2095,5,trtInBoth
289_145213_MCD,E45,2095,9,trtInBoth
17_136257_MHD,E45,2095,9,trtInBoth
82_2854_MHD,E45,2095,13,trtInBoth
138_24218_MHD,E45,2095,9,trtInBoth
86_145522_MHD,E45,2095,5,trtInBoth
131_137417_MCD,E45,2095,9,trtInBoth
106_130881_MCW,E45,2095,5,trtInBoth
110_14234_MHD,E45,2095,4,trtInBoth
164_78643_MHD,E45,2095,12,trtInBoth
67_24219_MCW,E45,2095,9,trtInBoth
31_2937_MHD,E45,2095,9,trtInBoth
57_9057_MHD,E45,2095,13,trtInBoth
7_14600_MHD,E45,2095,9,trtInBoth
302_24482_MCW,E45,2095,5,trtInBoth
16_24945_MHD,E45,2095,13,trtInBoth
125_78828_MHD,E45,2095,5,trtInBoth
119_12833_MHD,E45,2095,10,trtInBoth
58_82600_MHD,E45,2095,9,trtInBoth
264_25172_MHD,E45,2095,12,trtInBoth
284_25120_MCW,E45,2095,9,trtInBoth
167_9024_MHD,E45,2095,13,trtInBoth
119_130881_MHD,E45,2095,13,trtInBoth
288_141180_MHD,E45,2095,13,trtInBoth
67_9024_MHD,E45,2095,13,trtInBoth
157_78787_MHD,E45,2095,12,trtInBoth
130_136333_MCW,E45,2095,12,trtInBoth
102_81141_MCW,E45,2095,5,trtInBoth
204_149352_MHD,E45,2095,13,trtInBoth
2_25021_MCD,E45,2095,10,trtInBoth
86_9023_MHD,E45,2095,13,trtInBoth
285_21148_MHD,E45,2095,12,trtInBoth
275_24442_MCD,E45,2095,5,trtInBoth
107_137492_MCW,E45,2095,12,trtInBoth
294_24817_MCW,E45,2095,5,trtInBoth
160_24641_MHD,E45,2095,5,trtInBoth
13_25306_MCD,E45,2095,8,trtInBoth
286_137268_MCW,E45,2095,12,trtInBoth
122_20486_MHD,E45,2095,5,trtInBoth
135_137526_MCW,E45,2095,8,trtInBoth
289_13333_MHD,E45,2095,9,trtInBoth
83_78787_MHD,E45,2095,12,trtInBoth
39_24360_MCW,E45,2095,10,trtInBoth
185_24237_MHD,E45,2095,5,trtInBoth
149_25120_MCW,E45,2095,9,trtInBoth
132_14600_LPD,E45,2095,5,trtInBoth
142_140878_MCW,E45,2095,13,trtInBoth
95_2928_MCD,E45,2095,5,trtInBoth
296_14292_MCD,E45,2095,5,trtInBoth
30_137471_MHD,E45,2095,13,trtInBoth
11_13031_MCD,E45,2095,9,trtInBoth
124_85910_MCD,E45,2095,5,trtInBoth
4_145048_MHD,E45,2095,5,trtInBoth
58_25019_MHD,E45,2095,13,trtInBoth
69_23875_MCD,E45,2095,13,trtInBoth
226_94182_MHD,E45,2095,5,trtInBoth
209_24782_MHD,E45,2095,12,trtInBoth
54_85910_MCD,E45,2095,5,trtInBoth
286_2946_MCW,E45,2095,13,trtInBoth
287_94059_MHD,E45,2095,12,trtInBoth
8_24981_MHD,E45,2095,9,trtInBoth
18_24481_MHD,E45,2095,9,trtInBoth
69_24619_MCD,E45,2095,9,trtInBoth
113_85910_MHD,E45,2095,13,trtInBoth
30_137213_MHD,E45,2095,5,trtInBoth
5_145576_MHD,E45,2095,12,trtInBoth
229_9024_MCD,E45,2095,13,trtInBoth
268_78787_MHD,E45,2095,13,trtInBoth
209_129921_MHD,E45,2095,9,trtInBoth
77_21307_MHD,E45,2095,12,trtInBoth
195_25151_MHD,E45,2095,12,trtInBoth
158_24240_MCW,E45,2095,5,trtInBoth
302_29476_MCW,E45,2095,9,trtInBoth
151_24981_MHD,E45,2095,5,trtInBoth
119_24588_MHD,E45,2095,5,trtInBoth
50_25019_MCW,E45,2095,13,trtInBoth
16_137472_MHD,E45,2095,5,trtInBoth
125_150017_MHD,E45,2095,13,trtInBoth
20_83057_MHD,E45,2095,13,trtInBoth
294_13091_MCW,E45,2095,9,trtInBoth
108_9024_MHD,E45,2095,13,trtInBoth
136_23446_MCW,E45,2095,5,trtInBoth
226_89425_MHD,E45,2095,13,trtInBoth
290_24617_MCW,E45,2095,9,trtInBoth
121_137268_MCW,E45,2095,12,trtInBoth
34_137471_MHD,E45,2095,12,trtInBoth
5_24218_MHD,E45,2095,9,trtInBoth
157_100761_MHD,E45,2095,13,trtInBoth
238_84328_MHD,E45,2095,9,trtInBoth
81_9023_MHD,E45,2095,13,trtInBoth
162_136333_MCW,E45,2095,12,trtInBoth
69_137268_MCW,E45,2095,12,trtInBoth
184_8711_MCD,E45,2095,5,trtInBoth
162_149362_MCW,E45,2095,5,trtInBoth
122_145522_MHD,E45,2095,12,trtInBoth
104_127780_MCW,E45,2095,13,trtInBoth
0_136333_MCW,E45,2095,10,trtInBoth
192_21178_MHD,E45,2095,13,trtInBoth
57_137417_MHD,E45,2095,5,trtInBoth
67_137268_MCW,E45,2095,12,trtInBoth
32_136898_MHD,E45,2095,5,trtInBoth
22_21209_MHD,E45,2095,5,trtInBoth
9_94590_MCW,E45,2095,5,trtInBoth
71_132244_MCD,E45,2095,13,trtInBoth
235_84053_MHD,E45,2095,12,trtInBoth
97_149639_MCW,E45,2095,5,trtInBoth
67_14347_MCW,E45,2095,13,trtInBoth
209_82714_MHD,E45,2095,5,trtInBoth
123_2938_MHD,E45,2095,5,trtInBoth
69_9024_MCW,E45,2095,13,trtInBoth
94_78643_MCD,E45,2095,5,trtInBoth
177_25052_MCW,E45,2095,5,trtInBoth
287_141226_MCW,E45,2095,13,trtInBoth
29_84088_MHD,E45,2095,9,trtInBoth
199_14528_MCW,E45,2095,5,trtInBoth
119_9057_MHD,E45,2095,12,trtInBoth
284_24240_MCW,E45,2095,12,trtInBoth
115_25151_MHD,E45,2095,12,trtInBoth
3_131381_MHD,E45,2095,5,trtInBoth
40_82600_MCW,E45,2095,5,trtInBoth
236_149512_MHD,E45,2095,5,trtInBoth
90_137506_MHD,E45,2095,5,trtInBoth
41_25120_MCD,E45,2095,5,trtInBoth
27_137363_MHD,E45,2095,5,trtInBoth
2_100761_MCD,E45,2095,5,trtInBoth
132_83057_MHD,E45,2095,13,trtInBoth
19_83057_MHD,E45,2095,5,trtInBoth
33_21209_LPD,E45,2095,5,trtInBoth
216_135147_MHD,E45,2095,9,trtInBoth
214_83057_MCW,E45,2095,13,trtInBoth
84_25119_MHD,E45,2095,5,trtInBoth
202_145200_MHD,E45,2095,12,trtInBoth
145_130578_MCW,E45,2095,5,trtInBoth
96_24240_MCD,E45,2095,5,trtInBoth
292_8685_MCW,E45,2095,9,trtInBoth
53_13505_MCD,E45,2095,8,trtInBoth
101_9157_MCW,E45,2095,13,trtInBoth
160_145522_MHD,E45,2095,5,trtInBoth
64_2946_MCD,E45,2095,13,trtInBoth
2_29491_MCD,E45,2095,5,trtInBoth
298_141180_MCD,E45,2095,5,trtInBoth
57_13651_MHD,E45,2095,12,trtInBoth
194_140681_MCW,E45,2095,5,trtInBoth
85_82721_MHD,E45,2095,5,trtInBoth
53_20557_MCD,E45,2095,5,trtInBoth
79_13574_MCW,E45,2095,5,trtInBoth
104_141226_MCW,E45,2095,13,trtInBoth
8_145381_MHD,E45,2095,5,trtInBoth
116_14528_MCW,E45,2095,5,trtInBoth
207_84053_LPD,E45,2095,5,trtInBoth
6_13334_MCW,E45,2095,5,trtInBoth
59_14345_MHD,E45,2095,13,trtInBoth
35_145522_MCW,E45,2095,5,trtInBoth
117_140722_MHD,E45,2095,12,trtInBoth
302_133313_MCW,E45,2095,5,trtInBoth
159_84088_MHD,E45,2095,12,trtInBoth
275_29547_MCD,E45,2095,5,trtInBoth
37_133913_MCW,E45,2095,5,trtInBoth
203_2928_MCW,E45,2095,8,trtInBoth
300_145522_MHD,E45,2095,12,trtInBoth
96_25119_MCD,E45,2095,5,trtInBoth
119_94106_MHD,E45,2095,12,trtInBoth
129_25253_MHD,E45,2095,12,trtInBoth
37_20739_MCW,E45,2095,5,trtInBoth
67_13239_MHD,E45,2095,13,trtInBoth
287_129875_MCW,E45,2095,5,trtInBoth
202_78788_MHD,E45,2095,12,trtInBoth
70_24403_MCD,E45,2095,5,trtInBoth
112_21178_MCD,E45,2095,13,trtInBoth
36_13574_MCW,E45,2095,5,trtInBoth
101_133913_LPD,E45,2095,5,trtInBoth
37_94106_MCW,E45,2095,13,trtInBoth
100_14452_MCW,E45,2095,8,trtInBoth
210_93760_MCW,E45,2095,9,trtInBoth
2_24545_MCD,E45,2095,5,trtInBoth
212_83057_MCW,E45,2095,13,trtInBoth
64_23906_MCW,E45,2095,5,trtInBoth
33_24981_MHD,E45,2095,12,trtInBoth
126_78787_MHD,E45,2095,5,trtInBoth
126_78788_MHD,E45,2095,5,trtInBoth
21_84053_MHD,E45,2095,13,trtInBoth
6_24360_MCW,E45,2095,5,trtInBoth
90_78787_MHD,E45,2095,5,trtInBoth
227_87589_MCW,E45,2095,5,trtInBoth
102_141226_MCW,E45,2095,13,trtInBoth
18_14345_MHD,E45,2095,9,trtInBoth
164_24981_MHD,E45,2095,9,trtInBoth
68_11893_MCW,E45,2095,5,trtInBoth
