Stand_GNN_PAG,ClimateScenario,Year,TEMFM1,TreatmentAssignment
20_14451_MHD,NONE,2095,13,trtIn2
215_145213_MCD,NONE,2095,12,trtIn2
274_84823_MCD,NONE,2095,11,trtIn2
116_11955_MCW,NONE,2095,9,trtIn2
60_14234_MHD,NONE,2095,13,trtIn2
123_132244_MCW,NONE,2095,12,trtIn2
53_25306_MCD,NONE,2095,8,trtIn2
123_145522_MHD,NONE,2095,9,trtIn2
104_132244_MCW,NONE,2095,12,trtIn2
48_141180_MCW,NONE,2095,5,trtIn2
4_13359_MHD,NONE,2095,5,trtIn2
209_13912_MHD,NONE,2095,9,trtIn2
21_145522_MHD,NONE,2095,9,trtIn2
9_25152_MCD,NONE,2095,5,trtIn2
44_24945_MCD,NONE,2095,13,trtIn2
55_21112_MCW,NONE,2095,12,trtIn2
111_14234_MHD,NONE,2095,13,trtIn2
13_14452_MCD,NONE,2095,12,trtIn2
86_8994_MHD,NONE,2095,9,trtIn2
296_93760_MCW,NONE,2095,12,trtIn2
20_14291_MHD,NONE,2095,9,trtIn2
88_13575_LPD,NONE,2095,5,trtIn2
202_133151_MHD,NONE,2095,13,trtIn2
137_8959_MCW,NONE,2095,12,trtIn2
275_105512_MCD,NONE,2095,9,trtIn2
50_82596_MCW,NONE,2095,13,trtIn2
275_105519_MCD,NONE,2095,5,trtIn2
31_150017_MHD,NONE,2095,9,trtIn2
1_137444_MHD,NONE,2095,9,trtIn2
143_14451_MCW,NONE,2095,13,trtIn2
124_137417_MCD,NONE,2095,9,trtIn2
143_14452_LPD,NONE,2095,5,trtIn2
47_13091_MCW,NONE,2095,9,trtIn2
66_8243_MCD,NONE,2095,8,trtIn2
63_137526_MHD,NONE,2095,13,trtIn2
86_25253_MHD,NONE,2095,13,trtIn2
23_8994_MHD,NONE,2095,9,trtIn2
69_93777_MCW,NONE,2095,12,trtIn2
287_14347_MCW,NONE,2095,13,trtIn2
289_24945_MHD,NONE,2095,13,trtIn2
112_8711_MCD,NONE,2095,12,trtIn2
33_149460_LPD,NONE,2095,5,trtIn2
275_20529_MCD,NONE,2095,9,trtIn2
65_14234_MCD,NONE,2095,9,trtIn2
67_14234_MCW,NONE,2095,9,trtIn2
91_80445_MHD,NONE,2095,13,trtIn2
26_23651_MHD,NONE,2095,12,trtIn2
148_137000_MCW,NONE,2095,9,trtIn2
178_94203_MHD,NONE,2095,9,trtIn2
276_137256_MCD,NONE,2095,13,trtIn2
70_14528_MCD,NONE,2095,13,trtIn2
20_132244_MHD,NONE,2095,12,trtIn2
169_8077_MCW,NONE,2095,9,trtIn2
202_136257_MHD,NONE,2095,13,trtIn2
2_22171_MCD,NONE,2095,9,trtIn2
0_13091_MCW,NONE,2095,9,trtIn2
8_9482_MHD,NONE,2095,9,trtIn2
61_2946_MHD,NONE,2095,5,trtIn2
164_25150_MHD,NONE,2095,13,trtIn2
121_14234_MCW,NONE,2095,9,trtIn2
66_14981_MCD,NONE,2095,13,trtIn2
138_133151_MHD,NONE,2095,13,trtIn2
233_137506_MHD,NONE,2095,13,trtIn2
154_24481_MHD,NONE,2095,13,trtIn2
72_24845_MHD,NONE,2095,13,trtIn2
28_25088_LPD,NONE,2095,5,trtIn2
186_25053_MCD,NONE,2095,13,trtIn2
19_145200_MHD,NONE,2095,5,trtIn2
6_13575_MCW,NONE,2095,13,trtIn2
6_13574_MCW,NONE,2095,13,trtIn2
122_131215_MCW,NONE,2095,12,trtIn2
192_2936_MHD,NONE,2095,13,trtIn2
145_137223_MCW,NONE,2095,5,trtIn2
30_21148_MHD,NONE,2095,9,trtIn2
73_135147_MCW,NONE,2095,5,trtIn2
135_23424_MCW,NONE,2095,13,trtIn2
274_29379_MCD,NONE,2095,5,trtIn2
135_23423_MCW,NONE,2095,12,trtIn2
86_137234_MHD,NONE,2095,5,trtIn2
14_13690_MHD,NONE,2095,13,trtIn2
138_137471_MHD,NONE,2095,13,trtIn2
14_137243_MCW,NONE,2095,9,trtIn2
32_21178_MHD,NONE,2095,13,trtIn2
138_25150_MHD,NONE,2095,13,trtIn2
1_145200_MHD,NONE,2095,9,trtIn2
98_145522_MCW,NONE,2095,9,trtIn2
128_14345_MHD,NONE,2095,13,trtIn2
302_21177_MCW,NONE,2095,13,trtIn2
121_78788_MCW,NONE,2095,9,trtIn2
111_136333_MHD,NONE,2095,13,trtIn2
220_14234_MHD,NONE,2095,13,trtIn2
157_89425_MHD,NONE,2095,13,trtIn2
287_24617_MCW,NONE,2095,12,trtIn2
124_8685_MCD,NONE,2095,9,trtIn2
160_23495_MHD,NONE,2095,13,trtIn2
117_78788_MCW,NONE,2095,9,trtIn2
92_20839_MHD,NONE,2095,9,trtIn2
149_127780_MCW,NONE,2095,9,trtIn2
66_82945_MCD,NONE,2095,12,trtIn2
173_78787_MHD,NONE,2095,9,trtIn2
28_14345_MHD,NONE,2095,13,trtIn2
166_8663_MCD,NONE,2095,9,trtIn2
7_94106_LPD,NONE,2095,5,trtIn2
22_24218_MHD,NONE,2095,13,trtIn2
25_82721_MHD,NONE,2095,13,trtIn2
115_78642_MHD,NONE,2095,13,trtIn2
299_135147_MHD,NONE,2095,13,trtIn2
12_13575_MCW,NONE,2095,13,trtIn2
119_137268_MHD,NONE,2095,13,trtIn2
204_137492_MHD,NONE,2095,5,trtIn2
275_25926_MCD,NONE,2095,12,trtIn2
236_84088_MHD,NONE,2095,5,trtIn2
61_136898_LPD,NONE,2095,8,trtIn2
5_145381_MHD,NONE,2095,13,trtIn2
57_14234_MCW,NONE,2095,9,trtIn2
205_141226_MCW,NONE,2095,13,trtIn2
122_84053_MCW,NONE,2095,9,trtIn2
19_16738_MHD,NONE,2095,13,trtIn2
36_2928_MCW,NONE,2095,9,trtIn2
92_24641_MHD,NONE,2095,9,trtIn2
290_14452_MCW,NONE,2095,12,trtIn2
35_24240_MCW,NONE,2095,9,trtIn2
75_25120_MCW,NONE,2095,13,trtIn2
91_20888_MHD,NONE,2095,13,trtIn2
44_9024_MCD,NONE,2095,13,trtIn2
12_137471_MCW,NONE,2095,13,trtIn2
12_137472_MCW,NONE,2095,13,trtIn2
285_136495_MHD,NONE,2095,5,trtIn2
127_145200_MHD,NONE,2095,5,trtIn2
48_136333_MCW,NONE,2095,13,trtIn2
21_13302_MHD,NONE,2095,9,trtIn2
187_83057_MHD,NONE,2095,9,trtIn2
276_8191_MCD,NONE,2095,5,trtIn2
286_12833_MCW,NONE,2095,12,trtIn2
217_8663_MCD,NONE,2095,9,trtIn2
39_14291_MCW,NONE,2095,9,trtIn2
69_2854_MCD,NONE,2095,13,trtIn2
127_24481_MHD,NONE,2095,9,trtIn2
21_129921_MHD,NONE,2095,9,trtIn2
132_14346_LPD,NONE,2095,9,trtIn2
47_14452_MCD,NONE,2095,12,trtIn2
47_14451_MCW,NONE,2095,13,trtIn2
266_14451_MHD,NONE,2095,13,trtIn2
214_24202_MCW,NONE,2095,13,trtIn2
214_24203_MCW,NONE,2095,13,trtIn2
30_78828_MHD,NONE,2095,13,trtIn2
19_94203_MHD,NONE,2095,9,trtIn2
11_14347_MCW,NONE,2095,13,trtIn2
275_130424_MCD,NONE,2095,8,trtIn2
53_24845_MCD,NONE,2095,12,trtIn2
217_13424_MCD,NONE,2095,5,trtIn2
47_81141_MCW,NONE,2095,9,trtIn2
17_78787_MHD,NONE,2095,9,trtIn2
4_9482_MHD,NONE,2095,9,trtIn2
0_149408_MCD,NONE,2095,9,trtIn2
17_78788_MHD,NONE,2095,9,trtIn2
129_8533_LPD,NONE,2095,5,trtIn2
59_25052_MHD,NONE,2095,13,trtIn2
97_2928_MCW,NONE,2095,9,trtIn2
193_14291_MHD,NONE,2095,9,trtIn2
283_9024_MCD,NONE,2095,13,trtIn2
264_24981_MHD,NONE,2095,13,trtIn2
85_20888_MHD,NONE,2095,13,trtIn2
225_14234_MHD,NONE,2095,13,trtIn2
54_78626_MCW,NONE,2095,9,trtIn2
9_23649_MCD,NONE,2095,12,trtIn2
195_25306_MHD,NONE,2095,8,trtIn2
182_9157_LPD,NONE,2095,5,trtIn2
236_137318_LPD,NONE,2095,5,trtIn2
24_9023_MHD,NONE,2095,13,trtIn2
66_14408_MCW,NONE,2095,13,trtIn2
60_141180_MHD,NONE,2095,9,trtIn2
25_145200_MHD,NONE,2095,5,trtIn2
6_82596_MCW,NONE,2095,13,trtIn2
208_132244_MCW,NONE,2095,12,trtIn2
202_25253_MHD,NONE,2095,13,trtIn2
84_137267_MHD,NONE,2095,5,trtIn2
264_149352_MHD,NONE,2095,13,trtIn2
53_24518_MCD,NONE,2095,5,trtIn2
97_133151_MCW,NONE,2095,9,trtIn2
117_80679_MHD,NONE,2095,13,trtIn2
19_14600_MHD,NONE,2095,13,trtIn2
73_9157_MCW,NONE,2095,9,trtIn2
79_137444_MCW,NONE,2095,9,trtIn2
90_129921_MHD,NONE,2095,9,trtIn2
247_25088_MHD,NONE,2095,9,trtIn2
69_137526_MCW,NONE,2095,9,trtIn2
146_25088_MHD,NONE,2095,9,trtIn2
72_137526_MHD,NONE,2095,13,trtIn2
151_137268_MHD,NONE,2095,13,trtIn2
155_14346_MHD,NONE,2095,9,trtIn2
122_140949_MHD,NONE,2095,13,trtIn2
78_78643_MHD,NONE,2095,13,trtIn2
77_94006_MHD,NONE,2095,13,trtIn2
149_13032_MCW,NONE,2095,13,trtIn2
52_14292_MCD,NONE,2095,13,trtIn2
61_14346_MHD,NONE,2095,9,trtIn2
11_136333_MCD,NONE,2095,13,trtIn2
74_21148_MHD,NONE,2095,9,trtIn2
30_145522_MHD,NONE,2095,9,trtIn2
128_24981_MCW,NONE,2095,13,trtIn2
160_78787_MHD,NONE,2095,9,trtIn2
47_132244_MCW,NONE,2095,12,trtIn2
103_129875_MCW,NONE,2095,13,trtIn2
129_149639_MHD,NONE,2095,13,trtIn2
106_2931_MCW,NONE,2095,9,trtIn2
206_127780_MCD,NONE,2095,9,trtIn2
122_132244_MHD,NONE,2095,12,trtIn2
265_84328_MHD,NONE,2095,5,trtIn2
96_13122_MCD,NONE,2095,5,trtIn2
109_25120_MHD,NONE,2095,13,trtIn2
67_145350_MCW,NONE,2095,12,trtIn2
104_145350_MCW,NONE,2095,12,trtIn2
67_21178_MHD,NONE,2095,13,trtIn2
273_90854_MCD,NONE,2095,5,trtIn2
20_29488_MHD,NONE,2095,5,trtIn2
91_93024_MHD,NONE,2095,13,trtIn2
2_8534_MCD,NONE,2095,13,trtIn2
159_84328_MHD,NONE,2095,5,trtIn2
4_88508_MHD,NONE,2095,5,trtIn2
4_24782_MHD,NONE,2095,9,trtIn2
302_137000_MCW,NONE,2095,9,trtIn2
121_130578_MCW,NONE,2095,5,trtIn2
225_8959_MHD,NONE,2095,13,trtIn2
22_93088_MHD,NONE,2095,9,trtIn2
57_137492_MCW,NONE,2095,9,trtIn2
9_8142_MCD,NONE,2095,5,trtIn2
6_13389_MCD,NONE,2095,13,trtIn2
77_13642_MCW,NONE,2095,13,trtIn2
180_25119_MHD,NONE,2095,5,trtIn2
49_149321_MCW,NONE,2095,13,trtIn2
244_84328_MHD,NONE,2095,5,trtIn2
47_141180_MCW,NONE,2095,5,trtIn2
253_21177_MHD,NONE,2095,13,trtIn2
212_21178_MCW,NONE,2095,13,trtIn2
224_9157_MHD,NONE,2095,9,trtIn2
7_24437_LPD,NONE,2095,5,trtIn2
80_14345_MHD,NONE,2095,13,trtIn2
101_93760_MCW,NONE,2095,12,trtIn2
78_78787_MHD,NONE,2095,9,trtIn2
283_24402_MCD,NONE,2095,12,trtIn2
78_78788_MHD,NONE,2095,9,trtIn2
103_82600_MCW,NONE,2095,12,trtIn2
136_12267_MCW,NONE,2095,12,trtIn2
158_133913_MCW,NONE,2095,13,trtIn2
69_78660_MCW,NONE,2095,13,trtIn2
52_21178_MCD,NONE,2095,13,trtIn2
171_25253_MCW,NONE,2095,13,trtIn2
172_137526_MCW,NONE,2095,9,trtIn2
278_91001_MCW,NONE,2095,5,trtIn2
269_78828_MHD,NONE,2095,13,trtIn2
108_84088_MHD,NONE,2095,5,trtIn2
9_24442_MCW,NONE,2095,5,trtIn2
57_25120_MHD,NONE,2095,13,trtIn2
201_81141_MCW,NONE,2095,9,trtIn2
302_12114_MCW,NONE,2095,8,trtIn2
33_145200_MHD,NONE,2095,5,trtIn2
107_24758_MCW,NONE,2095,9,trtIn2
163_137268_MCD,NONE,2095,13,trtIn2
109_137471_MHD,NONE,2095,13,trtIn2
30_25253_MHD,NONE,2095,13,trtIn2
68_23424_MCW,NONE,2095,13,trtIn2
129_20739_LPD,NONE,2095,5,trtIn2
117_89425_MCW,NONE,2095,12,trtIn2
185_14600_MHD,NONE,2095,13,trtIn2
53_84280_MCD,NONE,2095,10,trtIn2
52_12194_MCD,NONE,2095,5,trtIn2
87_93088_MHD,NONE,2095,9,trtIn2
180_127780_MHD,NONE,2095,13,trtIn2
211_25052_MHD,NONE,2095,13,trtIn2
0_21112_MCD,NONE,2095,13,trtIn2
35_8959_MCD,NONE,2095,13,trtIn2
188_130578_MCD,NONE,2095,5,trtIn2
12_24403_MCW,NONE,2095,9,trtIn2
162_149639_MCW,NONE,2095,9,trtIn2
48_24845_MCW,NONE,2095,13,trtIn2
47_149321_MCW,NONE,2095,13,trtIn2
108_141226_MHD,NONE,2095,13,trtIn2
133_137444_MCD,NONE,2095,9,trtIn2
33_83057_MHD,NONE,2095,9,trtIn2
55_21178_MCW,NONE,2095,13,trtIn2
128_78788_MHD,NONE,2095,9,trtIn2
95_25053_MCD,NONE,2095,9,trtIn2
33_14563_LPD,NONE,2095,5,trtIn2
14_24726_MHD,NONE,2095,13,trtIn2
78_84053_MHD,NONE,2095,13,trtIn2
64_137471_MHD,NONE,2095,13,trtIn2
189_78828_MHD,NONE,2095,13,trtIn2
74_130578_MCW,NONE,2095,5,trtIn2
124_137472_MCD,NONE,2095,13,trtIn2
198_130631_MCW,NONE,2095,13,trtIn2
224_137268_MHD,NONE,2095,13,trtIn2
289_25306_MCD,NONE,2095,8,trtIn2
60_11892_MHD,NONE,2095,9,trtIn2
155_84329_MHD,NONE,2095,13,trtIn2
155_84328_MHD,NONE,2095,5,trtIn2
61_145350_MHD,NONE,2095,13,trtIn2
52_24845_MCD,NONE,2095,12,trtIn2
25_141226_LPD,NONE,2095,13,trtIn2
52_23628_MCD,NONE,2095,8,trtIn2
80_83057_MHD,NONE,2095,9,trtIn2
296_11955_MCW,NONE,2095,9,trtIn2
120_14019_MCD,NONE,2095,5,trtIn2
18_20888_MHD,NONE,2095,13,trtIn2
37_21209_MCW,NONE,2095,13,trtIn2
90_137234_MHD,NONE,2095,5,trtIn2
63_21178_MHD,NONE,2095,13,trtIn2
264_137417_MHD,NONE,2095,9,trtIn2
117_141180_MHD,NONE,2095,9,trtIn2
24_78828_MHD,NONE,2095,13,trtIn2
25_24481_MHD,NONE,2095,9,trtIn2
215_24588_MCD,NONE,2095,5,trtIn2
101_14408_MCW,NONE,2095,13,trtIn2
105_127780_MCW,NONE,2095,9,trtIn2
198_2928_MCW,NONE,2095,9,trtIn2
288_21178_MHD,NONE,2095,13,trtIn2
83_20888_MHD,NONE,2095,13,trtIn2
180_14451_MHD,NONE,2095,13,trtIn2
162_24981_MCW,NONE,2095,13,trtIn2
66_92837_MCD,NONE,2095,13,trtIn2
2_137593_MCD,NONE,2095,12,trtIn2
256_9895_MHD,NONE,2095,5,trtIn2
239_129921_MHD,NONE,2095,9,trtIn2
99_130631_LPD,NONE,2095,5,trtIn2
136_8049_MCW,NONE,2095,13,trtIn2
70_14451_MCD,NONE,2095,13,trtIn2
96_149639_MCD,NONE,2095,9,trtIn2
10_21148_MHD,NONE,2095,9,trtIn2
209_145614_MHD,NONE,2095,13,trtIn2
5_8994_MHD,NONE,2095,9,trtIn2
50_14408_MCW,NONE,2095,13,trtIn2
100_130578_LPD,NONE,2095,5,trtIn2
80_145200_MHD,NONE,2095,5,trtIn2
38_14563_LPD,NONE,2095,5,trtIn2
20_85910_MHD,NONE,2095,9,trtIn2
195_85910_MHD,NONE,2095,9,trtIn2
115_13091_LPD,NONE,2095,5,trtIn2
264_140722_MHD,NONE,2095,13,trtIn2
214_24817_MCW,NONE,2095,9,trtIn2
212_137526_MCW,NONE,2095,9,trtIn2
74_25119_MHD,NONE,2095,5,trtIn2
302_94115_MCW,NONE,2095,13,trtIn2
227_149321_MCW,NONE,2095,13,trtIn2
5_25052_MHD,NONE,2095,13,trtIn2
170_8534_MCD,NONE,2095,13,trtIn2
138_14345_MHD,NONE,2095,13,trtIn2
55_81101_MCW,NONE,2095,13,trtIn2
136_80656_MCW,NONE,2095,13,trtIn2
261_8994_MHD,NONE,2095,9,trtIn2
116_137417_MCW,NONE,2095,9,trtIn2
4_137506_MHD,NONE,2095,13,trtIn2
123_140722_MHD,NONE,2095,13,trtIn2
5_136257_MHD,NONE,2095,13,trtIn2
46_14498_MCW,NONE,2095,12,trtIn2
302_21112_MCW,NONE,2095,12,trtIn2
229_14452_MCD,NONE,2095,12,trtIn2
181_85910_MCW,NONE,2095,9,trtIn2
26_78828_MHD,NONE,2095,13,trtIn2
100_2946_MCW,NONE,2095,12,trtIn2
130_136425_MCW,NONE,2095,13,trtIn2
275_24544_MCD,NONE,2095,12,trtIn2
163_8685_MCD,NONE,2095,9,trtIn2
64_78788_MCD,NONE,2095,9,trtIn2
212_133151_MCW,NONE,2095,9,trtIn2
155_129921_MHD,NONE,2095,9,trtIn2
64_78787_MHD,NONE,2095,9,trtIn2
19_78654_MHD,NONE,2095,9,trtIn2
19_140868_MHD,NONE,2095,9,trtIn2
223_21177_MCW,NONE,2095,13,trtIn2
157_85910_MHD,NONE,2095,9,trtIn2
108_21178_MHD,NONE,2095,13,trtIn2
7_14346_LPD,NONE,2095,9,trtIn2
223_21178_MCW,NONE,2095,13,trtIn2
254_93859_MHD,NONE,2095,13,trtIn2
65_145350_MCD,NONE,2095,12,trtIn2
4_149418_MHD,NONE,2095,13,trtIn2
98_24218_MCW,NONE,2095,9,trtIn2
23_78788_MHD,NONE,2095,9,trtIn2
37_81141_MCW,NONE,2095,9,trtIn2
23_78787_MHD,NONE,2095,9,trtIn2
123_23699_MHD,NONE,2095,13,trtIn2
229_137417_MCD,NONE,2095,9,trtIn2
12_14780_MCW,NONE,2095,9,trtIn2
168_14498_MHD,NONE,2095,13,trtIn2
96_135147_MCD,NONE,2095,5,trtIn2
73_25195_MCW,NONE,2095,13,trtIn2
70_14346_MCD,NONE,2095,9,trtIn2
39_20760_MCW,NONE,2095,12,trtIn2
44_14528_MCD,NONE,2095,13,trtIn2
163_13651_MCD,NONE,2095,13,trtIn2
264_86176_MHD,NONE,2095,13,trtIn2
28_94106_MHD,NONE,2095,13,trtIn2
64_84053_MHD,NONE,2095,13,trtIn2
22_24237_MHD,NONE,2095,9,trtIn2
33_13302_MHD,NONE,2095,9,trtIn2
269_78787_MHD,NONE,2095,9,trtIn2
236_84053_MHD,NONE,2095,13,trtIn2
108_8959_MHD,NONE,2095,13,trtIn2
57_24403_MHD,NONE,2095,13,trtIn2
103_85910_MCW,NONE,2095,9,trtIn2
4_24437_MHD,NONE,2095,5,trtIn2
4_24439_MHD,NONE,2095,9,trtIn2
160_24981_MHD,NONE,2095,13,trtIn2
152_145522_MHD,NONE,2095,9,trtIn2
123_149040_MHD,NONE,2095,12,trtIn2
99_25150_MCD,NONE,2095,9,trtIn2
116_141180_MCW,NONE,2095,5,trtIn2
166_13424_MCD,NONE,2095,5,trtIn2
109_133151_MHD,NONE,2095,13,trtIn2
182_14451_MHD,NONE,2095,13,trtIn2
187_145200_MHD,NONE,2095,5,trtIn2
37_14563_MCW,NONE,2095,13,trtIn2
112_137268_MCD,NONE,2095,13,trtIn2
112_137265_MCD,NONE,2095,5,trtIn2
36_137506_MCW,NONE,2095,13,trtIn2
207_129921_MHD,NONE,2095,9,trtIn2
160_13119_MHD,NONE,2095,9,trtIn2
62_83057_MHD,NONE,2095,9,trtIn2
236_145614_MHD,NONE,2095,13,trtIn2
27_24237_MHD,NONE,2095,9,trtIn2
97_13239_MCW,NONE,2095,5,trtIn2
286_21178_MCW,NONE,2095,13,trtIn2
112_14408_MCD,NONE,2095,13,trtIn2
288_141226_MHD,NONE,2095,13,trtIn2
276_24361_MCD,NONE,2095,5,trtIn2
57_145350_MHD,NONE,2095,13,trtIn2
131_133652_MCW,NONE,2095,13,trtIn2
125_24981_MHD,NONE,2095,13,trtIn2
61_21307_MHD,NONE,2095,9,trtIn2
210_14452_MCW,NONE,2095,12,trtIn2
18_145614_MHD,NONE,2095,13,trtIn2
214_14346_MCW,NONE,2095,9,trtIn2
102_24337_MCW,NONE,2095,9,trtIn2
61_8734_MHD,NONE,2095,13,trtIn2
95_24240_MCD,NONE,2095,9,trtIn2
218_84328_MHD,NONE,2095,5,trtIn2
50_141226_MCW,NONE,2095,13,trtIn2
136_149531_MCW,NONE,2095,9,trtIn2
45_24588_MCD,NONE,2095,5,trtIn2
47_24240_MCW,NONE,2095,9,trtIn2
124_25306_MCD,NONE,2095,8,trtIn2
91_132547_MHD,NONE,2095,13,trtIn2
11_94106_MCW,NONE,2095,9,trtIn2
97_25088_MHD,NONE,2095,9,trtIn2
159_25119_MHD,NONE,2095,5,trtIn2
150_137000_MCW,NONE,2095,9,trtIn2
210_14234_MCW,NONE,2095,9,trtIn2
287_137268_MCW,NONE,2095,13,trtIn2
104_24337_MCW,NONE,2095,9,trtIn2
98_2932_MCW,NONE,2095,9,trtIn2
153_24218_MHD,NONE,2095,13,trtIn2
204_25120_MHD,NONE,2095,13,trtIn2
291_13651_MCD,NONE,2095,13,trtIn2
43_129875_MCD,NONE,2095,13,trtIn2
148_14408_LPD,NONE,2095,5,trtIn2
18_78643_MHD,NONE,2095,13,trtIn2
67_8685_MCW,NONE,2095,9,trtIn2
34_84053_MHD,NONE,2095,13,trtIn2
117_137526_MCW,NONE,2095,9,trtIn2
88_94106_LPD,NONE,2095,5,trtIn2
212_86176_MCW,NONE,2095,9,trtIn2
0_21307_MCW,NONE,2095,8,trtIn2
64_133151_MHD,NONE,2095,9,trtIn2
201_136425_MCW,NONE,2095,9,trtIn2
293_8685_MCW,NONE,2095,9,trtIn2
41_137417_MCD,NONE,2095,9,trtIn2
119_145350_MHD,NONE,2095,13,trtIn2
27_21148_MHD,NONE,2095,9,trtIn2
85_13119_MHD,NONE,2095,9,trtIn2
25_23471_MHD,NONE,2095,5,trtIn2
77_94023_MHD,NONE,2095,13,trtIn2
80_130578_MHD,NONE,2095,9,trtIn2
87_137491_MHD,NONE,2095,9,trtIn2
104_137268_MCW,NONE,2095,13,trtIn2
284_24238_MCW,NONE,2095,9,trtIn2
32_130409_MHD,NONE,2095,13,trtIn2
138_24981_MHD,NONE,2095,13,trtIn2
4_24236_MHD,NONE,2095,9,trtIn2
4_24237_MHD,NONE,2095,9,trtIn2
298_136333_MCD,NONE,2095,13,trtIn2
7_145200_MHD,NONE,2095,5,trtIn2
144_24617_MCD,NONE,2095,13,trtIn2
65_9024_MCD,NONE,2095,13,trtIn2
58_20674_MHD,NONE,2095,13,trtIn2
292_137417_MCW,NONE,2095,9,trtIn2
291_24402_MHD,NONE,2095,12,trtIn2
9_131283_MCD,NONE,2095,5,trtIn2
22_21148_MHD,NONE,2095,9,trtIn2
40_14347_MCW,NONE,2095,13,trtIn2
70_137000_MCD,NONE,2095,5,trtIn2
5_149418_MHD,NONE,2095,13,trtIn2
108_14528_MHD,NONE,2095,13,trtIn2
84_14345_MHD,NONE,2095,13,trtIn2
84_14346_MHD,NONE,2095,9,trtIn2
119_11892_MHD,NONE,2095,9,trtIn2
112_129875_MCD,NONE,2095,13,trtIn2
35_136333_MCD,NONE,2095,13,trtIn2
49_80413_MCW,NONE,2095,13,trtIn2
119_141180_MHD,NONE,2095,9,trtIn2
100_130631_LPD,NONE,2095,5,trtIn2
57_137472_MHD,NONE,2095,13,trtIn2
57_137471_MHD,NONE,2095,13,trtIn2
66_2331_MCD,NONE,2095,13,trtIn2
180_25052_MHD,NONE,2095,13,trtIn2
180_25053_MHD,NONE,2095,13,trtIn2
289_137593_MCD,NONE,2095,12,trtIn2
137_14234_MCW,NONE,2095,9,trtIn2
206_14452_MCD,NONE,2095,12,trtIn2
22_131381_MHD,NONE,2095,13,trtIn2
67_25019_MHD,NONE,2095,9,trtIn2
122_25120_MCW,NONE,2095,13,trtIn2
122_21112_MCW,NONE,2095,13,trtIn2
32_132005_MHD,NONE,2095,13,trtIn2
118_80679_MHD,NONE,2095,13,trtIn2
177_137417_MCW,NONE,2095,9,trtIn2
64_78642_MCW,NONE,2095,12,trtIn2
102_137444_MCW,NONE,2095,9,trtIn2
54_81092_MCW,NONE,2095,5,trtIn2
5_93088_MHD,NONE,2095,9,trtIn2
24_145200_MHD,NONE,2095,5,trtIn2
5_93087_MHD,NONE,2095,5,trtIn2
302_133652_MCW,NONE,2095,13,trtIn2
75_13239_MCW,NONE,2095,5,trtIn2
250_87958_MHD,NONE,2095,9,trtIn2
113_8685_MCD,NONE,2095,9,trtIn2
163_25151_MCD,NONE,2095,13,trtIn2
157_148901_MHD,NONE,2095,13,trtIn2
144_85910_MCD,NONE,2095,9,trtIn2
96_84053_MCD,NONE,2095,13,trtIn2
136_11893_MCW,NONE,2095,13,trtIn2
295_145350_MCD,NONE,2095,13,trtIn2
104_8508_MCW,NONE,2095,13,trtIn2
43_20674_MCW,NONE,2095,9,trtIn2
114_12194_MCD,NONE,2095,5,trtIn2
109_137492_MHD,NONE,2095,5,trtIn2
302_11891_MCW,NONE,2095,12,trtIn2
5_130578_MHD,NONE,2095,9,trtIn2
77_14528_MHD,NONE,2095,13,trtIn2
52_145350_MCD,NONE,2095,13,trtIn2
35_2932_MCW,NONE,2095,9,trtIn2
103_21112_MCW,NONE,2095,13,trtIn2
228_85910_MCW,NONE,2095,9,trtIn2
97_130881_MCD,NONE,2095,5,trtIn2
92_137318_MHD,NONE,2095,5,trtIn2
169_149408_MCW,NONE,2095,9,trtIn2
87_9895_MHD,NONE,2095,5,trtIn2
102_93760_MCW,NONE,2095,12,trtIn2
17_24481_MHD,NONE,2095,9,trtIn2
18_25119_MHD,NONE,2095,5,trtIn2
236_82721_MHD,NONE,2095,13,trtIn2
112_12111_MCD,NONE,2095,12,trtIn2
0_21178_MHD,NONE,2095,13,trtIn2
66_23446_MCD,NONE,2095,12,trtIn2
91_137298_MHD,NONE,2095,9,trtIn2
100_20806_MCW,NONE,2095,9,trtIn2
290_137526_MCW,NONE,2095,9,trtIn2
116_24403_MCW,NONE,2095,9,trtIn2
129_9057_MCW,NONE,2095,13,trtIn2
119_20760_MHD,NONE,2095,13,trtIn2
137_85910_MCW,NONE,2095,9,trtIn2
3_82721_MHD,NONE,2095,13,trtIn2
210_137526_MCW,NONE,2095,9,trtIn2
203_13091_MCW,NONE,2095,9,trtIn2
131_13334_MCD,NONE,2095,9,trtIn2
131_13333_MCD,NONE,2095,5,trtIn2
27_8798_MHD,NONE,2095,13,trtIn2
64_137492_MHD,NONE,2095,5,trtIn2
275_92837_MCD,NONE,2095,13,trtIn2
91_78654_MHD,NONE,2095,9,trtIn2
134_8685_MCD,NONE,2095,9,trtIn2
232_149460_MCD,NONE,2095,5,trtIn2
138_23651_MHD,NONE,2095,12,trtIn2
23_8734_MHD,NONE,2095,13,trtIn2
43_9024_MCD,NONE,2095,13,trtIn2
143_24240_MCW,NONE,2095,9,trtIn2
62_140787_MHD,NONE,2095,9,trtIn2
276_20646_MCD,NONE,2095,10,trtIn2
94_129921_MCD,NONE,2095,9,trtIn2
199_14451_MCD,NONE,2095,13,trtIn2
199_14453_MCW,NONE,2095,13,trtIn2
132_21209_MHD,NONE,2095,13,trtIn2
