stand,climateScenario,none,first,second,both
248,Ensemble_rcp45,False,False,False,False
248,Ensemble_rcp85,False,False,False,False
249,NONE,False,False,False,False
249,Ensemble_rcp45,False,False,False,False
249,Ensemble_rcp85,False,False,False,False
250,NONE,False,False,False,False
250,Ensemble_rcp45,False,False,False,False
250,Ensemble_rcp85,False,False,False,False
251,NONE,False,False,False,False
251,Ensemble_rcp45,False,False,False,False
251,Ensemble_rcp85,False,False,False,False
252,NONE,False,False,False,False
252,Ensemble_rcp45,False,False,False,False
252,Ensemble_rcp85,False,False,False,False
253,NONE,False,False,False,False
253,Ensemble_rcp45,False,False,False,False
253,Ensemble_rcp85,False,False,False,False
254,NONE,False,False,False,False
254,Ensemble_rcp45,False,False,False,False
254,Ensemble_rcp85,False,False,False,False
255,NONE,False,False,False,False
255,Ensemble_rcp45,False,False,False,False
255,Ensemble_rcp85,False,False,False,False
256,NONE,False,False,False,False
256,Ensemble_rcp45,False,False,False,False
256,Ensemble_rcp85,False,False,False,False
257,NONE,False,False,False,False
257,Ensemble_rcp45,False,False,False,False
257,Ensemble_rcp85,False,False,False,False
258,NONE,False,False,False,False
258,Ensemble_rcp45,False,False,False,False
258,Ensemble_rcp85,False,False,False,False
259,NONE,False,False,False,False
259,Ensemble_rcp45,False,False,False,False
259,Ensemble_rcp85,False,False,False,False
260,NONE,False,False,False,False
260,Ensemble_rcp45,False,False,False,False
260,Ensemble_rcp85,False,False,False,False
261,NONE,False,False,False,False
261,Ensemble_rcp45,False,False,False,False
261,Ensemble_rcp85,False,False,False,False
262,NONE,False,False,False,False
262,Ensemble_rcp45,False,False,False,False
262,Ensemble_rcp85,False,False,False,False
263,NONE,False,False,False,False
263,Ensemble_rcp45,False,False,False,False
263,Ensemble_rcp85,False,False,False,False
264,NONE,True,True,True,True
264,Ensemble_rcp45,True,True,True,True
264,Ensemble_rcp85,True,True,True,True
265,NONE,False,False,False,False
265,Ensemble_rcp45,False,False,False,False
265,Ensemble_rcp85,False,False,False,False
266,NONE,False,False,False,False
266,Ensemble_rcp45,False,False,False,False
266,Ensemble_rcp85,False,False,False,False
267,NONE,False,False,False,False
267,Ensemble_rcp45,False,False,False,False
267,Ensemble_rcp85,False,False,False,False
268,NONE,False,False,False,False
268,Ensemble_rcp45,False,False,False,False
268,Ensemble_rcp85,False,False,False,False
269,NONE,False,False,False,False
269,Ensemble_rcp45,False,False,False,False
269,Ensemble_rcp85,False,False,False,False
270,NONE,True,False,True,False
270,Ensemble_rcp45,False,False,False,False
270,Ensemble_rcp85,False,False,False,False
271,NONE,False,False,False,False
271,Ensemble_rcp45,False,False,False,False
271,Ensemble_rcp85,False,False,False,False
272,NONE,True,False,True,False
272,Ensemble_rcp45,False,False,False,False
272,Ensemble_rcp85,False,False,False,False
273,NONE,True,False,True,False
273,Ensemble_rcp45,True,False,True,False
273,Ensemble_rcp85,True,False,True,False
274,NONE,True,False,True,False
274,Ensemble_rcp45,True,False,True,False
274,Ensemble_rcp85,True,False,True,False
275,NONE,True,True,True,True
275,Ensemble_rcp45,True,True,True,True
275,Ensemble_rcp85,True,True,True,True
276,NONE,True,False,True,False
276,Ensemble_rcp45,True,False,True,False
276,Ensemble_rcp85,True,False,True,False
277,NONE,False,False,False,False
277,Ensemble_rcp45,False,False,False,False
277,Ensemble_rcp85,False,False,False,False
278,NONE,True,False,True,False
278,Ensemble_rcp45,True,False,True,False
278,Ensemble_rcp85,True,False,True,False
279,NONE,True,False,True,False
279,Ensemble_rcp45,True,False,True,False
279,Ensemble_rcp85,True,False,True,False
280,NONE,False,False,False,False
280,Ensemble_rcp45,False,False,False,False
280,Ensemble_rcp85,False,False,False,False
281,NONE,False,False,False,False
281,Ensemble_rcp45,False,False,False,False
281,Ensemble_rcp85,False,False,False,False
282,NONE,False,False,False,False
282,Ensemble_rcp45,False,False,False,False
282,Ensemble_rcp85,False,False,False,False
283,NONE,True,True,True,True
283,Ensemble_rcp45,True,True,True,True
283,Ensemble_rcp85,True,True,True,True
284,NONE,True,True,True,True
284,Ensemble_rcp45,True,True,True,True
284,Ensemble_rcp85,True,True,True,True
285,NONE,False,False,False,False
285,Ensemble_rcp45,False,False,False,False
285,Ensemble_rcp85,False,False,False,False
286,NONE,True,True,True,True
286,Ensemble_rcp45,True,True,True,True
286,Ensemble_rcp85,True,True,True,True
287,NONE,True,True,True,True
287,Ensemble_rcp45,True,True,True,True
287,Ensemble_rcp85,True,True,True,True
288,NONE,True,True,True,True
288,Ensemble_rcp45,True,True,True,True
288,Ensemble_rcp85,True,True,True,True
289,NONE,True,True,True,True
289,Ensemble_rcp45,True,True,True,True
289,Ensemble_rcp85,True,True,True,True
290,NONE,True,True,True,True
290,Ensemble_rcp45,True,True,True,True
290,Ensemble_rcp85,True,True,True,True
291,NONE,True,True,True,True
291,Ensemble_rcp45,True,True,True,True
291,Ensemble_rcp85,True,True,True,True
292,NONE,True,True,True,True
292,Ensemble_rcp45,True,True,True,True
292,Ensemble_rcp85,True,True,True,True
293,NONE,True,True,True,True
293,Ensemble_rcp45,True,True,True,True
293,Ensemble_rcp85,True,True,True,True
294,NONE,True,True,True,True
294,Ensemble_rcp45,True,True,True,True
294,Ensemble_rcp85,True,True,True,True
295,NONE,True,True,True,True
295,Ensemble_rcp45,True,True,True,True
295,Ensemble_rcp85,True,True,True,True
296,NONE,True,True,True,True
296,Ensemble_rcp45,True,True,True,True
296,Ensemble_rcp85,True,True,True,True
297,NONE,True,True,True,True
297,Ensemble_rcp45,True,True,True,True
297,Ensemble_rcp85,True,True,True,True
298,NONE,True,True,True,True
298,Ensemble_rcp45,True,True,True,True
298,Ensemble_rcp85,True,True,True,True
299,NONE,False,False,False,False
299,Ensemble_rcp45,False,False,False,False
299,Ensemble_rcp85,False,False,False,False
300,NONE,False,False,False,False
300,Ensemble_rcp45,False,False,False,False
300,Ensemble_rcp85,False,False,False,False
301,NONE,True,True,True,True
301,Ensemble_rcp45,True,False,True,False
301,Ensemble_rcp85,True,False,True,False
302,NONE,False,False,False,False
302,Ensemble_rcp45,False,False,False,False
302,Ensemble_rcp85,False,False,False,False
