FID,Field1,Field2,Field3,Field4,Longitude,Latitude
3241,Stand_61_GNN_89425,-2022320.000000000000000,2613090.000000000000000,1915.266398110000000,-121.630001362000000,44.039460157000001
3242,Stand_1_GNN_24981,-2023890.000000000000000,2611800.000000000000000,2048.099853520000100,-121.644641406000010,44.024557704300001
3243,Stand_46_GNN_13333,-2018815.909090000000000,2610023.181820000100000,1607.661182750000100,-121.577497662000000,44.021313830200000
3244,Stand_101_GNN_137256,-2021310.000000000000000,2606520.000000000000000,1858.233154300000000,-121.595922957000000,43.985082217100000
3245,Stand_168_GNN_14345,-2019135.000000000000000,2613210.000000000000000,1670.260925289999900,-121.591960593000000,44.048102286999999
3246,Stand_296_GNN_13651,-2019520.000000000000000,2611450.000000000000000,1712.807210290000100,-121.590744648000000,44.031968912799996
3247,Stand_5_GNN_137363,-2026428.000000000000000,2611764.000000000000000,1906.097558590000100,-121.675138726000000,44.018175571000000
3248,Stand_11_GNN_25151,-2018850.000000000000000,2609160.000000000000000,1745.688720700000000,-121.575036302000000,44.013770530099997
3249,Stand_82_GNN_14452,-2020968.000000000000000,2611095.000000000000000,1709.064245600000000,-121.607035116000010,44.025444464300001
3250,Stand_81_GNN_131215,-2020980.000000000000000,2609700.000000000000000,1871.044189450000000,-121.602532115000000,44.013357312899998
3251,Stand_10_GNN_23651,-2024770.000000000000000,2612850.000000000000000,2130.770100910000100,-121.658763734999990,44.031528547900002
3252,Stand_37_GNN_149321,-2020255.000000000000000,2608100.000000000000000,1832.951639810000000,-121.588458184999990,44.001256653299997
3253,Stand_112_GNN_21112,-2019180.000000000000000,2610450.000000000000000,1667.688720700000000,-121.583311824000010,44.024135280899998
3254,Stand_122_GNN_20760,-2020710.000000000000000,2613480.000000000000000,1849.577514650000000,-121.611871139000000,44.046676991200002
3255,Stand_77_GNN_21112,-2020770.000000000000000,2614410.000000000000000,1848.933105470000100,-121.615696374000000,44.054572996399997
3256,Stand_104_GNN_128648,-2020470.000000000000000,2606280.000000000000000,1845.414591470000000,-121.584994077999990,43.985011554000003
3257,Stand_234_GNN_135573,-2022060.000000000000000,2610650.000000000000000,1953.270141600000000,-121.618727432000000,44.018990471300000
3258,Stand_55_GNN_133652,-2019900.000000000000000,2611230.000000000000000,1689.733154300000000,-121.594597581000000,44.029160436799998
3259,Stand_3_GNN_84328,-2023745.833330000100000,2614945.833329999800000,2108.182183160000000,-121.653403443000000,44.052092799800000
3260,Stand_149_GNN_14451,-2020656.000000000000000,2608494.000000000000000,1834.189770510000000,-121.594607043000000,44.003705765200003
3261,Stand_50_GNN_23423,-2019885.000000000000000,2608680.000000000000000,1791.699829100000000,-121.585925505000010,44.007152912999999
3262,Stand_92_GNN_79065,-2027580.000000000000000,2613840.000000000000000,1982.433105460000000,-121.695974535999990,44.033358366900003
3263,Stand_33_GNN_13091,-2022226.285710000000000,2609548.285710000000000,1977.702940149999900,-121.617061297000010,44.009070493700001
3264,Stand_11_GNN_82600,-2019090.000000000000000,2609130.000000000000000,1772.510864260000100,-121.577832101000000,44.012938930399997
3265,Stand_20_GNN_137268,-2022270.000000000000000,2611710.000000000000000,1844.299804690000000,-121.624795288000000,44.027651223699998
3266,Stand_122_GNN_25195,-2021040.000000000000000,2613450.000000000000000,1850.366455079999900,-121.615754098000000,44.045629633799997
3267,Stand_72_GNN_13334,-2020170.000000000000000,2612640.000000000000000,1831.610961910000000,-121.602553715000000,44.040704832000003
3268,Stand_255_GNN_23651,-2027520.000000000000000,2612430.000000000000000,1899.583129890000000,-121.690536579000000,44.021316854799998
3269,Stand_66_GNN_25151,-2017710.000000000000000,2611590.000000000000000,1569.922119139999900,-121.569366212000010,44.037495768399999
3270,Stand_267_GNN_8025,-2021760.000000000000000,2614860.000000000000000,1982.255371089999900,-121.629147727000000,44.056098009099998
3271,Stand_214_GNN_25150,-2021260.000000000000000,2608620.000000000000000,1879.633178710000000,-121.602312475999990,44.003353540200003
3272,Stand_121_GNN_24981,-2019927.375000000000000,2614085.625000000000000,1829.802153010000000,-121.604443368999990,44.053780824599997
3273,Stand_137_GNN_25120,-2019480.000000000000000,2614009.090909999800000,1795.442216350000100,-121.598787805000000,44.054187041500001
3274,Stand_288_GNN_85910,-2019556.363640000100000,2612192.727270000100000,1729.417990940000000,-121.593657464000000,44.038302784800003
3275,Stand_44_GNN_14452,-2018840.727269999900000,2609324.727270000100000,1717.442231889999900,-121.575472594999990,44.015216665200001
3276,Stand_44_GNN_14453,-2018385.000000000000000,2609370.000000000000000,1672.544311530000000,-121.570124556000000,44.016694536400003
3277,Stand_123_GNN_80679,-2021410.714290000000000,2614017.857140000000000,1957.102957590000000,-121.622122283000000,44.049652883400000
3278,Stand_109_GNN_14291,-2020930.000000000000000,2609580.000000000000000,1861.618286129999900,-121.601529177000000,44.012439363699997
3279,Stand_95_GNN_149639,-2024475.000000000000000,2608420.000000000000000,2112.914591469999800,-121.640421921000000,43.993946072400000
3280,Stand_92_GNN_8734,-2027619.600000000100000,2613345.600000000100000,1992.256655270000000,-121.694799088000000,44.028990903000000
3281,Stand_289_GNN_130409,-2018490.000000000000000,2612010.000000000000000,1726.355346679999900,-121.580178655000000,44.039266924099998
3282,Stand_4_GNN_80329,-2026710.000000000000000,2613540.000000000000000,1893.066406250000000,-121.684475308000000,44.032849236700002
3283,Stand_88_GNN_133889,-2021838.000000000000000,2607090.000000000000000,1867.342016600000100,-121.604188292000000,43.988749067599997
3284,Stand_237_GNN_8534,-2021830.000000000000000,2610630.000000000000000,1865.444254560000000,-121.615885874000000,44.019366871599999
3285,Stand_69_GNN_132510,-2018670.000000000000000,2613240.000000000000000,1729.805358890000000,-121.586447523000000,44.049471004200001
3286,Stand_66_GNN_23652,-2017680.000000000000000,2611500.000000000000000,1567.810913090000000,-121.568704597000010,44.036789208000002
3287,Stand_302_GNN_23423,-2020530.000000000000000,2606820.000000000000000,1892.233154300000000,-121.587514713000000,43.989536212799997
3288,Stand_47_GNN_80413,-2019900.000000000000000,2609760.000000000000000,1771.399780270000100,-121.589702028999990,44.016453072200001
3289,Stand_108_GNN_8829,-2021490.000000000000000,2610900.000000000000000,1798.777587889999900,-121.612683635000000,44.022512601099997
3290,Stand_55_GNN_14292,-2020110.000000000000000,2611245.000000000000000,1687.483154300000000,-121.597181666000000,44.028788990700001
3291,Stand_3_GNN_137444,-2023570.000000000000000,2614430.000000000000000,2073.455322270000100,-121.649558848000000,44.048054717600003
3292,Stand_2_GNN_84280,-2017875.000000000000000,2610285.000000000000000,1634.110900879999900,-121.567014898000000,44.025820443500002
3293,Stand_16_GNN_13651,-2018678.571430000000000,2612237.142860000000000,1725.215663369999900,-121.583210999000000,44.040780832800003
3294,Stand_256_GNN_13359,-2023935.000000000000000,2612700.000000000000000,2026.188659660000000,-121.648188071000010,44.032228992599997
3295,Stand_3_GNN_137506,-2023380.000000000000000,2614845.000000000000000,2085.099853520000100,-121.648651351000000,44.052096094100001
3296,Stand_75_GNN_25253,-2020500.000000000000000,2614800.000000000000000,1875.538665770000100,-121.613737660000000,44.058589124800001
3297,Stand_129_GNN_24337,-2021290.000000000000000,2609473.333329999800000,1912.619547530000100,-121.605516845000000,44.010658065900003
3298,Stand_73_GNN_137492,-2019877.500000000000000,2614335.000000000000000,1844.091461179999900,-121.604672582000010,44.056055655400002
3299,Stand_82_GNN_9024,-2021244.000000000000000,2611200.000000000000000,1729.293139650000100,-121.610715300000000,44.025693166499998
3300,Stand_46_GNN_14234,-2018947.500000000000000,2609790.937500000000000,1649.544605249999900,-121.578312483000000,44.018992341000001
3301,Stand_96_GNN_94106,-2023500.000000000000000,2607940.000000000000000,1991.733072920000000,-121.627063487000000,43.992127261400000
3302,Stand_131_GNN_141180,-2018595.000000000000000,2608230.000000000000000,1767.171997070000100,-121.568865577000000,44.006338821699998
3303,Stand_95_GNN_21307,-2024340.000000000000000,2607510.000000000000000,1909.521972660000100,-121.635759539000010,43.986403794899999
3304,Stand_43_GNN_21178,-2018370.000000000000000,2608860.000000000000000,1783.855346679999900,-121.568246808000000,44.012321392499999
3305,Stand_73_GNN_29488,-2019780.000000000000000,2614410.000000000000000,1860.555419920000100,-121.603745591000010,44.056936756299997
3306,Stand_24_GNN_14525,-2022450.000000000000000,2614665.000000000000000,2025.599792479999900,-121.636825611000010,44.052763509400002
3307,Stand_255_GNN_25119,-2027405.000000000000000,2612595.000000000000000,1976.168294269999900,-121.689700914000000,44.023018184300000
3308,Stand_17_GNN_24981,-2025465.000000000000000,2610230.000000000000000,2054.884969079999800,-121.658400689000000,44.007222196100003
3309,Stand_22_GNN_84088,-2024920.000000000000000,2610960.000000000000000,2065.822021479999900,-121.654263586000000,44.014834792499997
3310,Stand_61_GNN_9482,-2023740.000000000000000,2613510.000000000000000,2003.033081050000000,-121.648538930000000,44.039696301299998
3311,Stand_1_GNN_137234,-2023610.000000000000000,2611900.000000000000000,2040.177571620000000,-121.641596916000000,44.026091375999997
3312,Stand_67_GNN_133151,-2019285.000000000000000,2613150.000000000000000,1698.472045900000000,-121.593571295999990,44.047225686499999
3313,Stand_240_GNN_15235,-2026960.000000000000000,2613510.000000000000000,1882.762735999999900,-121.687391198000000,44.031991353899997
3314,Stand_102_GNN_24240,-2020878.750000000000000,2607166.875000000000000,1889.973373410000000,-121.592875429000000,43.991702628399999
3315,Stand_25_GNN_24981,-2022717.028299999900000,2613535.471700000100000,1984.271752509999900,-121.636278989000000,44.042361921599998
3316,Stand_46_GNN_24588,-2018870.000000000000000,2610190.000000000000000,1611.899861650000000,-121.578705608000010,44.022626955400000
3317,Stand_25_GNN_84088,-2023200.000000000000000,2613720.000000000000000,2004.403483070000000,-121.642723371000000,44.042802472799998
3318,Stand_209_GNN_24641,-2027340.000000000000000,2613030.000000000000000,1925.999796549999900,-121.690370939999990,44.026933133500002
3319,Stand_20_GNN_78627,-2022290.000000000000000,2611820.000000000000000,1901.677571620000000,-121.625403432000000,44.028554255600000
3320,Stand_97_GNN_13033,-2022780.000000000000000,2608380.000000000000000,1977.377563479999900,-121.619846606000000,43.997650067999999
3321,Stand_236_GNN_16738,-2024860.000000000000000,2612500.000000000000000,2019.107177730000100,-121.658680914000000,44.028288251200003
3322,Stand_78_GNN_14345,-2023056.666669999900000,2609256.666670000200000,2033.093600800000100,-121.626105648000010,44.004566542299997
3323,Stand_79_GNN_130578,-2021640.000000000000000,2608500.000000000000000,1923.644165040000000,-121.606496417000000,44.001409258700001
3324,Stand_53_GNN_8511,-2018302.500000000000000,2610322.500000000000000,1656.619232179999900,-121.572298553000000,44.025125537699999
3325,Stand_90_GNN_24782,-2026170.000000000000000,2612940.000000000000000,1998.810913090000000,-121.675955285000000,44.028956527500000
3326,Stand_53_GNN_8049,-2018220.000000000000000,2610360.000000000000000,1668.799804690000000,-121.571427783999990,44.025646410000000
3327,Stand_53_GNN_8048,-2018550.000000000000000,2610330.000000000000000,1668.722045900000000,-121.575310165000000,44.024600279100000
3328,Stand_28_GNN_2932,-2025416.250000000000000,2609535.000000000000000,2104.012268070000100,-121.655493079000000,44.001332235600003
3329,Stand_278_GNN_105638,-2017650.000000000000000,2611050.000000000000000,1519.866455079999900,-121.566845007000000,44.032970343400002
3330,Stand_295_GNN_25120,-2019930.000000000000000,2611890.000000000000000,1793.521972660000100,-121.597158226000000,44.034794236200000
3331,Stand_61_GNN_145522,-2022665.783130000100000,2612996.566269999800000,1937.215642350000100,-121.633862456000000,44.037826265600003
3332,Stand_257_GNN_24981,-2022810.000000000000000,2612790.000000000000000,1935.055297850000000,-121.634913581000010,44.035696133000002
3333,Stand_17_GNN_84088,-2025010.000000000000000,2610290.000000000000000,2137.170166009999800,-121.653113000999990,44.008828931600000
3334,Stand_7_GNN_13385,-2026320.000000000000000,2611050.000000000000000,1919.810913090000000,-121.671451092000000,44.012263439100003
3335,Stand_295_GNN_129875,-2019765.000000000000000,2611700.000000000000000,1771.301656090000100,-121.594534026999990,44.033545504199999
3336,Stand_293_GNN_14453,-2020020.000000000000000,2611200.000000000000000,1681.988647460000000,-121.595945720000000,44.028614758499998
3337,Stand_117_GNN_136898,-2022090.000000000000000,2611950.000000000000000,1884.866455079999900,-121.623423686000000,44.030155714999999
3338,Stand_128_GNN_25253,-2022693.829790000100000,2610764.042549999900000,2011.013012180000000,-121.626754473999990,44.018462216499998
3339,Stand_287_GNN_145200,-2020710.000000000000000,2612250.000000000000000,1864.260925289999900,-121.607770984000000,44.036044459700001
3340,Stand_117_GNN_8959,-2022240.000000000000000,2611770.000000000000000,1890.310913090000000,-121.624633389000000,44.028241513899999
3341,Stand_22_GNN_83057,-2025312.000000000000000,2610510.000000000000000,2055.439770510000000,-121.657489917000010,44.010008062499999
3342,Stand_91_GNN_13970,-2025990.000000000000000,2612740.000000000000000,1992.596069340000000,-121.673115494000000,44.027658842699999
3343,Stand_59_GNN_136257,-2020380.000000000000000,2612190.000000000000000,1843.133178710000000,-121.603588528000000,44.036313567199997
3344,Stand_4_GNN_26661,-2026750.000000000000000,2613680.000000000000000,1897.166422530000100,-121.685425869000000,44.033963385200003
3345,Stand_43_GNN_14498,-2018790.000000000000000,2608380.000000000000000,1791.533081050000000,-121.571717107000000,44.007170688199999
3346,Stand_40_GNN_81141,-2019180.000000000000000,2608140.000000000000000,1791.655395510000100,-121.575623511000000,44.004166165800001
3347,Stand_84_GNN_129921,-2024880.000000000000000,2612627.142860000000000,2032.993408200000000,-121.659346756000010,44.029339292600000
3348,Stand_135_GNN_84309,-2017680.000000000000000,2612130.000000000000000,1748.766479489999900,-121.570801413000000,44.042235752800003
3349,Stand_94_GNN_24726,-2025270.000000000000000,2608140.000000000000000,1961.999755860000100,-121.649074842000000,43.989625670599999
3350,Stand_88_GNN_2932,-2021665.000000000000000,2607425.000000000000000,1925.753479000000000,-121.603217504000000,43.992057598300001
3351,Stand_88_GNN_2931,-2021790.000000000000000,2606850.000000000000000,1840.688720700000000,-121.602810219999990,43.986789169399998
3352,Stand_209_GNN_8994,-2027318.350520000100000,2612914.329899999800000,1934.866906860000000,-121.689723097000000,44.025985351300001
3353,Stand_37_GNN_24817,-2020346.854839999900000,2607775.161290000200000,1842.017266060000100,-121.588484872000000,43.998229577499998
3354,Stand_212_GNN_136333,-2020972.500000000000000,2607615.000000000000000,1887.219207760000000,-121.595498017000000,43.995352505299998
3355,Stand_28_GNN_137444,-2025193.636359999900000,2609280.000000000000000,2141.706875890000000,-121.651957380000000,43.999660741000000
3356,Stand_196_GNN_24481,-2023020.000000000000000,2614140.000000000000000,2030.255371089999900,-121.641952915999990,44.046863074000001
3357,Stand_119_GNN_2854,-2019660.000000000000000,2612325.000000000000000,1776.272033689999900,-121.595348904000010,44.039198945300001
3358,Stand_106_GNN_137471,-2019912.000000000000000,2607046.000000000000000,1823.651643879999900,-121.580813109999990,43.992963725099997
3359,Stand_296_GNN_8142,-2019795.000000000000000,2611590.000000000000000,1771.377563470000000,-121.594529644000000,44.032523016100001
3360,Stand_277_GNN_21177,-2022630.000000000000000,2610510.000000000000000,2027.555297850000000,-121.625137358999990,44.016418878099998
3361,Stand_284_GNN_137492,-2020662.857140000000000,2609012.142860000000000,1846.541870120000100,-121.596415131000000,44.008168280900001
3362,Stand_116_GNN_24218,-2021250.000000000000000,2612100.000000000000000,1877.421997070000100,-121.613787573000000,44.033458507299997
3363,Stand_64_GNN_133913,-2020290.000000000000000,2613870.000000000000000,1840.155395510000100,-121.608101828000000,44.051051133300000
3364,Stand_241_GNN_141180,-2019510.000000000000000,2608860.000000000000000,1781.844238279999900,-121.582000646000000,44.009603312499998
3365,Stand_116_GNN_85910,-2021442.857140000000000,2612117.142860000000000,1846.674391970000000,-121.616171992999990,44.033146146599996
3366,Stand_302_GNN_21307,-2020380.000000000000000,2606850.000000000000000,1898.944213870000100,-121.585805459000000,43.990153319199997
3367,Stand_215_GNN_24402,-2018892.857140000000000,2610938.571430000000000,1654.377598350000000,-121.581473368000000,44.029043710499998
3368,Stand_85_GNN_25088,-2024920.000000000000000,2613090.000000000000000,2083.097920730000200,-121.661375029000000,44.033244032600003
3369,Stand_214_GNN_24337,-2021190.000000000000000,2608350.000000000000000,1865.666503910000100,-121.600568884000000,44.001186754899997
3370,Stand_37_GNN_24361,-2019210.000000000000000,2607720.000000000000000,1804.666503910000100,-121.574588009000000,44.000463927799998
3371,Stand_2_GNN_8685,-2018490.000000000000000,2610945.000000000000000,1633.827575680000100,-121.576633118000000,44.030059988100000
3372,Stand_96_GNN_24481,-2023800.000000000000000,2608110.000000000000000,2049.744140629999900,-121.631248068000000,43.992879843200001
3373,Stand_61_GNN_130578,-2023170.000000000000000,2612916.000000000000000,1958.479809570000000,-121.639678120000000,44.035924801900002
3374,Stand_128_GNN_9057,-2022820.000000000000000,2611150.000000000000000,1998.518310550000000,-121.629563723000000,44.021496805799998
3375,Stand_32_GNN_135336,-2021685.000000000000000,2611065.000000000000000,1840.244262700000000,-121.615586377000000,44.023473209700001
3376,Stand_23_GNN_24218,-2025217.500000000000000,2613322.500000000000000,2052.291442870000100,-121.665741114000000,44.034541748700001
3377,Stand_289_GNN_145213,-2018238.000000000000000,2611758.000000000000000,1689.055346680000000,-121.576298146000000,44.037689306499999
3378,Stand_17_GNN_136257,-2025690.000000000000000,2610090.000000000000000,2009.510864260000100,-121.660647084000000,44.005474061100003
3379,Stand_82_GNN_2854,-2021100.000000000000000,2611320.000000000000000,1756.199829100000000,-121.609377687000010,44.027074259800003
3380,Stand_138_GNN_24218,-2022455.454549999900000,2611161.818179999900000,1961.648248840000000,-121.625204933000010,44.022469887200003
3381,Stand_86_GNN_145522,-2023432.173909999900000,2612384.347829999900000,2043.507987649999900,-121.641067533000000,44.030702823799999
3382,Stand_131_GNN_137417,-2018295.000000000000000,2608800.000000000000000,1763.438720700000000,-121.567142315000000,44.011981469200002
3383,Stand_106_GNN_130881,-2019975.000000000000000,2607105.000000000000000,1831.935913080000100,-121.581769300000000,43.993323495500000
3384,Stand_110_GNN_14234,-2020579.090910000000000,2609525.454549999900000,1815.724032320000100,-121.597114058000000,44.012805307400001
3385,Stand_164_GNN_78643,-2023260.000000000000000,2610270.000000000000000,2082.399902340000200,-121.631937107000000,44.012839290400002
3386,Stand_67_GNN_24219,-2018850.000000000000000,2613240.000000000000000,1709.599853519999900,-121.588620324999990,44.049041598499997
3387,Stand_31_GNN_2937,-2024130.000000000000000,2610390.000000000000000,2190.310791020000100,-121.642832031000000,44.011797212200001
3388,Stand_57_GNN_9057,-2019334.285710000000000,2612957.142860000000000,1748.556954520000100,-121.593523664000000,44.045440868100002
3389,Stand_7_GNN_14600,-2026652.834650000100000,2611291.653539999900000,1897.515921040000000,-121.676272797000000,44.013555304900002
3390,Stand_302_GNN_24482,-2020590.000000000000000,2606775.000000000000000,1865.860900879999900,-121.588088576000000,43.989004112200000
3391,Stand_16_GNN_24945,-2018520.000000000000000,2612320.000000000000000,1666.677612310000100,-121.581572970000000,44.041875340700003
3392,Stand_125_GNN_78828,-2024550.000000000000000,2614590.000000000000000,2081.999755859999800,-121.661920245000000,44.047093695100003
3393,Stand_119_GNN_12833,-2019750.000000000000000,2612490.000000000000000,1822.310913090000000,-121.596984850000000,44.040410543199997
3394,Stand_58_GNN_82600,-2020340.000000000000000,2612050.000000000000000,1850.847941080000100,-121.602639274000000,44.035198827599999
3395,Stand_264_GNN_25172,-2020702.500000000000000,2610412.500000000000000,1790.394256589999900,-121.601557646000000,44.020178570299997
3396,Stand_284_GNN_25120,-2020708.235290000000000,2609084.117649999900000,1850.469073130000000,-121.597202243000000,44.008682155499997
3397,Stand_167_GNN_9024,-2021280.000000000000000,2610180.000000000000000,1866.777587889999900,-121.607750606000000,44.016790328399999
3398,Stand_119_GNN_130881,-2019480.000000000000000,2612640.000000000000000,1763.999877929999900,-121.594225847999990,44.042351543999999
3399,Stand_288_GNN_141180,-2019360.000000000000000,2612400.000000000000000,1746.755371089999900,-121.591977981000000,44.040563129399999
3400,Stand_67_GNN_9024,-2018721.000000000000000,2612881.000000000000000,1677.271665450000000,-121.585867393000000,44.046245777099998
3401,Stand_157_GNN_78787,-2022615.000000000000000,2612017.500000000000000,1916.180328370000100,-121.629983610000000,44.029484909300002
3402,Stand_130_GNN_136333,-2020284.000000000000000,2608590.000000000000000,1809.250891110000100,-121.590439226000000,44.005423133699999
3403,Stand_102_GNN_81141,-2020650.000000000000000,2607176.000000000000000,1885.464225259999900,-121.590146886000000,43.992327229799997
3404,Stand_204_GNN_149352,-2022270.000000000000000,2611110.000000000000000,1950.822021480000100,-121.622794627000000,44.022464998600000
3405,Stand_2_GNN_25021,-2019270.000000000000000,2611080.000000000000000,1663.010986329999900,-121.586495510000010,44.029366778799996
3406,Stand_86_GNN_9023,-2023380.000000000000000,2612370.000000000000000,2052.977539059999800,-121.640390127000000,44.030703523400000
3407,Stand_285_GNN_21148,-2026160.000000000000000,2611443.333329999800000,1929.217054580000000,-121.670834876000000,44.016045641799998
3408,Stand_275_GNN_24442,-2018121.000000000000000,2611254.000000000000000,1641.643139650000000,-121.573208376000000,44.033611137000001
3409,Stand_107_GNN_137492,-2020140.000000000000000,2607660.000000000000000,1829.399841310000100,-121.585606470000000,43.997727514799998
3410,Stand_294_GNN_24817,-2020428.529410000000000,2608140.000000000000000,1834.457638010000000,-121.590684547000000,44.001188456999998
3411,Stand_160_GNN_24641,-2026076.470590000000000,2613338.823530000200000,2029.478853110000000,-121.676159486000000,44.032627223500000
3412,Stand_13_GNN_25306,-2018220.000000000000000,2609220.000000000000000,1684.033081050000000,-121.567634623000000,44.015791112099997
3413,Stand_286_GNN_137268,-2021156.470590000000000,2611489.411760000000000,1804.255335190000100,-121.610623708000010,44.028403846800003
3414,Stand_122_GNN_20486,-2020350.000000000000000,2613450.000000000000000,1797.833129879999900,-121.607425948000000,44.047277190099997
3415,Stand_135_GNN_137526,-2017782.000000000000000,2612298.000000000000000,1759.782006839999900,-121.572591828000000,44.043444986099999
3416,Stand_289_GNN_13333,-2018400.000000000000000,2612250.000000000000000,1641.222045900000000,-121.579891483000000,44.041556377799999
3417,Stand_83_GNN_78787,-2026956.428570000000000,2614125.000000000000000,1136.779942100000000,-121.689404121000000,44.037314886700003
3418,Stand_39_GNN_24360,-2019885.000000000000000,2606805.000000000000000,1809.699829100000000,-121.579685581000010,43.990944847400002
3419,Stand_185_GNN_24237,-2025660.000000000000000,2611400.000000000000000,1934.481262210000100,-121.664658913000000,44.016867500499998
3420,Stand_149_GNN_25120,-2020440.000000000000000,2608500.000000000000000,1820.921997070000100,-121.592021435000010,44.004272984899998
3421,Stand_132_GNN_14600,-2022657.692310000100000,2608703.076919999900000,1981.425415040000000,-121.619448137000010,44.000734648799998
3422,Stand_142_GNN_140878,-2019840.000000000000000,2608350.000000000000000,1798.766479489999900,-121.584284216000000,44.004407607700003
3423,Stand_95_GNN_2928,-2024135.000000000000000,2607845.000000000000000,1988.016418460000100,-121.634404432000000,43.989789008499997
3424,Stand_296_GNN_14292,-2019630.000000000000000,2611500.000000000000000,1712.933105470000100,-121.592238654000000,44.032138699299999
3425,Stand_90_GNN_84328,-2025960.000000000000000,2613180.000000000000000,2021.322021480000100,-121.674223591000000,44.031533355900002
3426,Stand_30_GNN_137471,-2023074.000000000000000,2610042.000000000000000,2029.564233399999900,-121.628933086000000,44.011313025600003
3427,Stand_11_GNN_13031,-2019270.000000000000000,2609280.000000000000000,1747.533081050000000,-121.580503041000000,44.013806386600002
3428,Stand_124_GNN_85910,-2019664.588240000000000,2610338.470590000000000,1677.475759709999900,-121.588787782000000,44.022015247900001
3429,Stand_4_GNN_145048,-2026905.000000000000000,2613958.636359999900000,1967.799255370000100,-121.688227420999990,44.036000285699998
3430,Stand_58_GNN_25019,-2020080.000000000000000,2612310.000000000000000,1794.633056639999900,-121.600367856000010,44.038066956100003
3431,Stand_69_GNN_23875,-2018520.000000000000000,2613270.000000000000000,1767.077514650000000,-121.584736754000010,44.050088168800002
3432,Stand_226_GNN_94182,-2021190.000000000000000,2614500.000000000000000,1912.655395510000100,-121.621066346000010,44.054347851599999
3433,Stand_209_GNN_24782,-2027070.000000000000000,2613075.000000000000000,1887.171997070000100,-121.687264167000000,44.027968596999997
3434,Stand_54_GNN_85910,-2018280.000000000000000,2609905.714290000000000,1575.672834130000000,-121.570640102000000,44.021576067900000
3435,Stand_286_GNN_2946,-2021250.000000000000000,2611425.000000000000000,1775.749816900000000,-121.611537602000000,44.027623752799997
3436,Stand_209_GNN_8601,-2027370.000000000000000,2612610.000000000000000,1973.210876460000000,-121.689328852000000,44.023231630600002
3437,Stand_287_GNN_94059,-2020320.000000000000000,2611950.000000000000000,1823.110900879999900,-121.602064694000010,44.034382123900002
3438,Stand_61_GNN_84328,-2023940.000000000000000,2613925.000000000000000,2033.910847980000000,-121.652337953000000,44.042805021100001
3439,Stand_8_GNN_24981,-2025540.000000000000000,2612520.000000000000000,1967.025716140000000,-121.666951655999990,44.026834319599999
3440,Stand_18_GNN_24481,-2025628.285710000000000,2611614.857140000000000,1955.695016039999900,-121.664993819000000,44.018800290700000
3441,Stand_69_GNN_24619,-2018340.000000000000000,2613270.000000000000000,1778.710937500000000,-121.582563894000000,44.050517511800003
3442,Stand_113_GNN_85910,-2019821.020410000100000,2610948.367350000000000,1693.992777920000000,-121.592706474000000,44.026914307699997
3443,Stand_30_GNN_137213,-2023620.000000000000000,2610320.000000000000000,2115.592366540000100,-121.636446542000000,44.012411174299999
3444,Stand_5_GNN_145576,-2027100.000000000000000,2611950.000000000000000,1866.477539060000000,-121.683866106000000,44.018174379800001
3445,Stand_229_GNN_9024,-2019580.588240000000000,2609451.176469999800000,1761.666475179999900,-121.584820103000000,44.014545384500003
3446,Stand_268_GNN_78787,-2025109.166669999900000,2609982.500000000000000,2154.318908690000200,-121.653282870000000,44.005934166199999
3447,Stand_209_GNN_129921,-2027760.000000000000000,2612722.500000000000000,1979.508117679999900,-121.694409449999990,44.023269818800003
3448,Stand_77_GNN_21307,-2021300.000000000000000,2614235.000000000000000,1960.614603680000100,-121.621510208999990,44.051794372499998
3449,Stand_240_GNN_8734,-2027150.000000000000000,2613340.000000000000000,1888.844197590000000,-121.689115130999990,44.030067196099999
3450,Stand_195_GNN_25151,-2020545.000000000000000,2611110.000000000000000,1692.699768069999900,-121.601981007000010,44.026583838400001
3451,Stand_158_GNN_24240,-2020230.000000000000000,2614200.000000000000000,1856.521972660000100,-121.608477728000000,44.054047088300003
3452,Stand_302_GNN_29476,-2020380.000000000000000,2606820.000000000000000,1895.699829100000000,-121.585705622000010,43.989893996900001
3453,Stand_151_GNN_24981,-2020594.285710000000000,2613067.500000000000000,1850.562094550000000,-121.609099357000010,44.043387470399999
3454,Stand_119_GNN_24588,-2019690.000000000000000,2612220.000000000000000,1733.499755860000100,-121.595361166999990,44.038219669299998
3455,Stand_50_GNN_25019,-2019990.000000000000000,2608740.000000000000000,1795.666503910000100,-121.587391926000000,44.007421115699998
3456,Stand_16_GNN_137472,-2018670.000000000000000,2612276.250000000000000,1724.898422239999900,-121.583237772999990,44.041139358099997
3457,Stand_125_GNN_150017,-2024521.333330000100000,2614694.666670000200000,2100.978038190000000,-121.661923916000010,44.048066923299999
3458,Stand_20_GNN_83057,-2022807.142860000000000,2612124.285710000000000,1955.548456100000100,-121.632658226000000,44.029948800600003
3459,Stand_294_GNN_13091,-2020320.000000000000000,2608110.000000000000000,1825.577636720000100,-121.589275540000000,44.001188038599999
3460,Stand_108_GNN_9024,-2021773.333330000100000,2610770.000000000000000,1855.718302410000000,-121.615668837000000,44.020712328400002
3461,Stand_136_GNN_23446,-2017500.000000000000000,2612025.000000000000000,1764.883117670000000,-121.568279250000000,44.041757095400001
