FID,Field1,Field2,Field3,Field4,Longitude,Latitude
1747,Stand_247_GNN_84328,-2024208.000000000000000,2612298.000000000000000,2108.844213870000200,-121.650140134000000,44.028101672100000
1748,Stand_57_GNN_25172,-2019030.000000000000000,2612550.000000000000000,1762.955322269999900,-121.588494637000000,44.042647167299997
1749,Stand_75_GNN_24981,-2020358.823529999900000,2614544.117649999900000,1863.818093690000100,-121.611180151000000,44.056714253099997
1750,Stand_19_GNN_87958,-2024180.000000000000000,2613480.000000000000000,2042.755330400000000,-121.653748287000000,44.038384820200001
1751,Stand_119_GNN_14780,-2019480.000000000000000,2612520.000000000000000,1770.688720700000000,-121.593826071000000,44.041314175300002
1752,Stand_192_GNN_24981,-2021940.000000000000000,2611860.000000000000000,1803.210937500000000,-121.621313610000000,44.029736070500000
1753,Stand_163_GNN_24588,-2019150.000000000000000,2611920.000000000000000,1687.977661129999900,-121.587844669000010,44.036914638600003
1754,Stand_75_GNN_21178,-2020694.347830000100000,2614858.695650000100000,1873.564500890000100,-121.616279539000000,44.058632391099998
1755,Stand_150_GNN_137268,-2019723.750000000000000,2611237.500000000000000,1684.548400879999900,-121.592495684000000,44.029645810700003
1756,Stand_277_GNN_136333,-2022510.000000000000000,2610630.000000000000000,2006.310913090000000,-121.624089763000000,44.017742761800001
1757,Stand_133_GNN_14451,-2023484.482760000000000,2608430.689660000100000,2059.606676830000200,-121.628512032000000,43.996405407700003
1758,Stand_62_GNN_84053,-2021805.000000000000000,2612820.000000000000000,1904.927551270000100,-121.622885810000000,44.038356686199997
1759,Stand_295_GNN_9024,-2019852.272730000100000,2611830.000000000000000,1789.873013579999900,-121.596020309000000,44.034461047000001
1760,Stand_49_GNN_87589,-2020024.285710000000000,2609010.000000000000000,1784.223615370000100,-121.588704400000000,44.009673297900001
1761,Stand_24_GNN_14451,-2022150.000000000000000,2614452.000000000000000,1991.184228509999900,-121.632493802000000,44.051639326500002
1762,Stand_53_GNN_13363,-2018272.500000000000000,2610270.000000000000000,1628.930358890000000,-121.571761820000010,44.024743196700001
1763,Stand_81_GNN_80679,-2021430.000000000000000,2609850.000000000000000,1926.544189450000000,-121.608460714000000,44.013579734200000
1764,Stand_209_GNN_131381,-2027442.631580000000000,2612780.526320000200000,1957.920249540000000,-121.690775042000000,44.024531385000003
1765,Stand_53_GNN_25336,-2018430.000000000000000,2610420.000000000000000,1695.622070310000000,-121.574161628000000,44.025664441200000
